time,taum
7/1/2021 0:00,0.44416668
7/1/2021 0:15,0.44416668
7/1/2021 0:30,0.44416668
7/1/2021 0:45,0.446131043
7/1/2021 1:00,0.448102835
7/1/2021 1:15,0.441234094
7/1/2021 1:30,0.434455931
7/1/2021 1:45,0.436383369
7/1/2021 2:00,0.438318147
7/1/2021 2:15,0.443187314
7/1/2021 2:30,0.448102835
7/1/2021 2:45,0.451074595
7/1/2021 3:00,0.454063244
7/1/2021 3:15,0.449091548
7/1/2021 3:30,0.44416668
7/1/2021 3:45,0.449091548
7/1/2021 4:00,0.454063244
7/1/2021 4:15,0.457068915
7/1/2021 4:30,0.460091638
7/1/2021 4:45,0.455063243
7/1/2021 5:00,0.450082132
7/1/2021 5:15,0.452068937
7/1/2021 5:30,0.454063244
7/1/2021 5:45,0.456065133
7/1/2021 6:00,0.458074569
7/1/2021 6:15,0.461103032
7/1/2021 6:30,0.464148654
7/1/2021 6:45,0.464148654
7/1/2021 7:00,0.464148654
7/1/2021 7:15,0.462116307
7/1/2021 7:30,0.460091638
7/1/2021 7:45,0.462116307
7/1/2021 8:00,0.464148654
7/1/2021 8:15,0.464148654
7/1/2021 8:30,0.464148654
7/1/2021 8:45,0.462116307
7/1/2021 9:00,0.460091638
7/1/2021 9:15,0.457068915
7/1/2021 9:30,0.454063244
7/1/2021 9:45,0.452068937
7/1/2021 10:00,0.450082132
7/1/2021 10:15,0.449091548
7/1/2021 10:30,0.448102835
7/1/2021 10:45,0.441234094
7/1/2021 11:00,0.434455931
7/1/2021 11:15,0.431578501
7/1/2021 11:30,0.428717447
7/1/2021 11:45,0.422104843
7/1/2021 12:00,0.415579971
7/1/2021 12:15,0.410972481
7/1/2021 12:30,0.406408874
7/1/2021 12:45,0.40188879
7/1/2021 13:00,0.397411873
7/1/2021 13:15,0.475464405
7/1/2021 13:30,0.566349912
7/1/2021 13:45,1.478469344
7/1/2021 14:00,5.549774573
7/1/2021 14:15,19.55229762
7/1/2021 14:30,34.08111452
7/1/2021 14:45,26.15335757
7/1/2021 15:00,17.97750538
7/1/2021 15:15,16.60371
7/1/2021 15:30,15.23741098
7/1/2021 15:45,18.314683
7/1/2021 16:00,21.40890206
7/1/2021 16:15,20.19953079
7/1/2021 16:30,18.98956706
7/1/2021 16:45,16.79959282
7/1/2021 17:00,14.62743419
7/1/2021 17:15,12.65211314
7/1/2021 17:30,10.71991076
7/1/2021 17:45,8.766926979
7/1/2021 18:00,6.904514322
7/1/2021 18:15,5.437038327
7/1/2021 18:30,4.079885827
7/1/2021 18:45,3.230199779
7/1/2021 19:00,2.68603862
7/1/2021 19:15,2.478327438
7/1/2021 19:30,2.284822897
7/1/2021 19:45,2.112059581
7/1/2021 20:00,1.950497419
7/1/2021 20:15,1.8092336
7/1/2021 20:30,1.677073384
7/1/2021 20:45,1.579317469
7/1/2021 21:00,1.486649533
7/1/2021 21:15,1.435511895
7/1/2021 21:30,1.385940081
7/1/2021 21:45,1.340383441
7/1/2021 22:00,1.296159182
7/1/2021 22:15,1.255584357
7/1/2021 22:30,1.216139072
7/1/2021 22:45,1.168931068
7/1/2021 23:00,1.12335416
7/1/2021 23:15,1.098026741
7/1/2021 23:30,1.073210061
7/1/2021 23:45,1.052913054
7/2/2021 0:00,1.032959246
7/2/2021 0:15,1.009449756
7/2/2021 0:30,0.986394864
7/2/2021 0:45,0.975035567
7/2/2021 1:00,0.963787249
7/2/2021 1:15,0.943450416
7/2/2021 1:30,0.923478044
7/2/2021 1:45,0.905633132
7/2/2021 2:00,0.888081091
7/2/2021 2:15,0.872531337
7/2/2021 2:30,0.857212712
7/2/2021 2:45,0.857212712
7/2/2021 3:00,0.857212712
7/2/2021 3:15,0.847127396
7/2/2021 3:30,0.837142695
7/2/2021 3:45,0.832187867
7/2/2021 4:00,0.827257847
7/2/2021 4:15,0.815850668
7/2/2021 4:30,0.80457695
7/2/2021 4:45,0.798194296
7/2/2021 5:00,0.791854578
7/2/2021 5:15,0.785557799
7/2/2021 5:30,0.779304998
7/2/2021 5:45,0.77464419
7/2/2021 6:00,0.770008008
7/2/2021 6:15,0.763864466
7/2/2021 6:30,0.757764155
7/2/2021 6:45,0.756245789
7/2/2021 7:00,0.754730105
7/2/2021 7:15,0.744195119
7/2/2021 7:30,0.733789839
7/2/2021 7:45,0.733789839
7/2/2021 8:00,0.733789839
7/2/2021 8:15,0.727901696
7/2/2021 8:30,0.722055194
7/2/2021 8:45,0.719147459
7/2/2021 9:00,0.716250083
7/2/2021 9:15,0.713362945
7/2/2021 9:30,0.710486097
7/2/2021 9:45,0.710486097
7/2/2021 10:00,0.710486097
7/2/2021 10:15,0.700497292
7/2/2021 10:30,0.690632335
7/2/2021 10:45,0.679507919
7/2/2021 11:00,0.668541497
7/2/2021 11:15,0.665824356
7/2/2021 11:30,0.663116895
7/2/2021 11:45,0.744195119
7/2/2021 12:00,0.83383668
7/2/2021 12:15,1.298581733
7/2/2021 12:30,1.978438593
7/2/2021 12:45,2.225916178
7/2/2021 13:00,2.499733689
7/2/2021 13:15,2.115773176
7/2/2021 13:30,1.783370341
7/2/2021 13:45,1.602539544
7/2/2021 14:00,1.438163956
7/2/2021 14:15,1.417068731
7/2/2021 14:30,1.396248303
7/2/2021 14:45,1.396248303
7/2/2021 15:00,1.396248303
7/2/2021 15:15,1.508660058
7/2/2021 15:30,1.629026102
7/2/2021 15:45,1.567818763
7/2/2021 16:00,1.508660058
7/2/2021 16:15,1.422316609
7/2/2021 16:30,1.340383441
7/2/2021 16:45,1.272153215
7/2/2021 17:00,1.20701901
7/2/2021 17:15,1.177795812
7/2/2021 17:30,1.149201163
7/2/2021 17:45,1.112738457
7/2/2021 18:00,1.077311066
7/2/2021 18:15,1.048894984
7/2/2021 18:30,1.021147194
7/2/2021 18:45,0.999788774
7/2/2021 19:00,0.97880965
7/2/2021 19:15,0.965654269
7/2/2021 19:30,0.952648921
7/2/2021 19:45,0.961923233
7/2/2021 20:00,0.971273862
7/2/2021 20:15,1.038909635
7/2/2021 20:30,1.110626065
7/2/2021 20:45,1.11697394
7/2/2021 21:00,1.12335416
7/2/2021 21:15,1.098026741
7/2/2021 21:30,1.073210061
7/2/2021 21:45,1.050902302
7/2/2021 22:00,1.029009032
7/2/2021 22:15,1.021147194
7/2/2021 22:30,1.013336247
7/2/2021 22:45,1.030982494
7/2/2021 23:00,1.048894984
7/2/2021 23:15,1.048894984
7/2/2021 23:30,1.048894984
7/2/2021 23:45,1.044890649
7/3/2021 0:00,1.040899903
7/3/2021 0:15,1.030982494
7/3/2021 0:30,1.021147194
7/3/2021 0:45,1.007511297
7/3/2021 1:00,0.99402978
7/3/2021 1:15,0.97880965
7/3/2021 1:30,0.963787249
7/3/2021 1:45,0.95080316
7/3/2021 2:00,0.937967508
7/3/2021 2:15,0.921680301
7/3/2021 2:30,0.905633132
7/3/2021 2:45,0.905633132
7/3/2021 3:00,0.905633132
7/3/2021 3:15,0.905633132
7/3/2021 3:30,0.905633132
7/3/2021 3:45,0.889823196
7/3/2021 4:00,0.874247583
7/3/2021 4:15,0.877688749
7/3/2021 4:30,0.881141329
7/3/2021 4:45,0.874247583
7/3/2021 5:00,0.867399568
7/3/2021 5:15,0.84880128
7/3/2021 5:30,0.83054177
7/3/2021 5:45,0.828898431
7/3/2021 6:00,0.827257847
7/3/2021 6:15,0.827257847
7/3/2021 6:30,0.827257847
7/3/2021 6:45,0.820723032
7/3/2021 7:00,0.814231985
7/3/2021 7:15,0.811002785
7/3/2021 7:30,0.807784478
7/3/2021 7:45,0.791854578
7/3/2021 8:00,0.776195055
7/3/2021 8:15,0.783990455
7/3/2021 8:30,0.791854578
7/3/2021 8:45,0.791854578
7/3/2021 9:00,0.791854578
7/3/2021 9:15,0.780864078
7/3/2021 9:30,0.770008008
7/3/2021 9:45,0.762335334
7/3/2021 10:00,0.754730105
7/3/2021 10:15,0.745692153
7/3/2021 10:30,0.736749632
7/3/2021 10:45,0.729369824
7/3/2021 11:00,0.722055194
7/3/2021 11:15,0.716250083
7/3/2021 11:30,0.710486097
7/3/2021 11:45,0.69625438
7/3/2021 12:00,0.682274148
7/3/2021 12:15,0.665824356
7/3/2021 12:30,0.649724375
7/3/2021 12:45,0.644434334
7/3/2021 13:00,0.639182199
7/3/2021 13:15,0.626216102
7/3/2021 13:30,0.613481722
7/3/2021 13:45,0.616010248
7/3/2021 14:00,0.618547895
7/3/2021 14:15,0.613481722
7/3/2021 14:30,0.608452036
7/3/2021 14:45,0.602215886
7/3/2021 15:00,0.595998638
7/3/2021 15:15,0.593477817
7/3/2021 15:30,0.590966168
7/3/2021 15:45,0.589713787
7/3/2021 16:00,0.588463701
7/3/2021 16:15,0.589713787
7/3/2021 16:30,0.590966168
7/3/2021 16:45,0.589713787
7/3/2021 17:00,0.588463701
7/3/2021 17:15,0.585970415
7/3/2021 17:30,0.583486216
7/3/2021 17:45,0.583486216
7/3/2021 18:00,0.583486216
7/3/2021 18:15,0.583486216
7/3/2021 18:30,0.583486216
7/3/2021 18:45,0.602215886
7/3/2021 19:00,0.621094757
7/3/2021 19:15,0.614744845
7/3/2021 19:30,0.608452036
7/3/2021 19:45,0.608452036
7/3/2021 20:00,0.608452036
7/3/2021 20:15,0.608452036
7/3/2021 20:30,0.608452036
7/3/2021 20:45,0.602215886
7/3/2021 21:00,0.595998638
7/3/2021 21:15,0.592220843
7/3/2021 21:30,0.588463701
7/3/2021 21:45,0.598501217
7/3/2021 22:00,0.608452036
7/3/2021 22:15,0.608452036
7/3/2021 22:30,0.608452036
7/3/2021 22:45,0.608452036
7/3/2021 23:00,0.608452036
7/3/2021 23:15,0.605950791
7/3/2021 23:30,0.603458613
7/3/2021 23:45,0.605950791
7/4/2021 0:00,0.608452036
7/4/2021 0:15,0.605950791
7/4/2021 0:30,0.603458613
7/4/2021 0:45,0.590966168
7/4/2021 1:00,0.578545103
7/4/2021 1:15,0.587215933
7/4/2021 1:30,0.595998638
7/4/2021 1:45,0.598501217
7/4/2021 2:00,0.600975408
7/4/2021 2:15,0.598501217
7/4/2021 2:30,0.595998638
7/4/2021 2:45,0.593477817
7/4/2021 3:00,0.590966168
7/4/2021 3:15,0.590966168
7/4/2021 3:30,0.590966168
7/4/2021 3:45,0.597262529
7/4/2021 4:00,0.603458613
7/4/2021 4:15,0.599737175
7/4/2021 4:30,0.595998638
7/4/2021 4:45,0.599737175
7/4/2021 5:00,0.603458613
7/4/2021 5:15,0.605950791
7/4/2021 5:30,0.608452036
7/4/2021 5:45,0.602215886
7/4/2021 6:00,0.595998638
7/4/2021 6:15,0.599737175
7/4/2021 6:30,0.603458613
7/4/2021 6:45,0.602215886
7/4/2021 7:00,0.600975408
7/4/2021 7:15,0.600975408
7/4/2021 7:30,0.600975408
7/4/2021 7:45,0.595998638
7/4/2021 8:00,0.590966168
7/4/2021 8:15,0.597262529
7/4/2021 8:30,0.603458613
7/4/2021 8:45,0.599737175
7/4/2021 9:00,0.595998638
7/4/2021 9:15,0.593477817
7/4/2021 9:30,0.590966168
7/4/2021 9:45,0.593477817
7/4/2021 10:00,0.595998638
7/4/2021 10:15,0.587215933
7/4/2021 10:30,0.578545103
7/4/2021 10:45,0.572419494
7/4/2021 11:00,0.566349912
7/4/2021 11:15,0.561534295
7/4/2021 11:30,0.556754023
7/4/2021 11:45,0.550828046
7/4/2021 12:00,0.544956517
7/4/2021 12:15,0.549649391
7/4/2021 12:30,0.554377059
7/4/2021 12:45,0.5437887
7/4/2021 13:00,0.533375084
7/4/2021 13:15,0.532228718
7/4/2021 13:30,0.531084443
7/4/2021 13:45,0.523133725
7/4/2021 14:00,0.515285759
7/4/2021 14:15,0.515285759
7/4/2021 14:30,0.515285759
7/4/2021 14:45,0.507539344
7/4/2021 15:00,0.499893404
7/4/2021 15:15,0.502067759
7/4/2021 15:30,0.504250281
7/4/2021 15:45,0.496647017
7/4/2021 16:00,0.489142635
7/4/2021 16:15,0.492346763
7/4/2021 16:30,0.495568957
7/4/2021 16:45,0.492346763
7/4/2021 17:00,0.489142635
7/4/2021 17:15,0.492346763
7/4/2021 17:30,0.495568957
7/4/2021 17:45,0.495568957
7/4/2021 18:00,0.495568957
7/4/2021 18:15,0.492346763
7/4/2021 18:30,0.489142635
7/4/2021 18:45,0.48701651
7/4/2021 19:00,0.484898371
7/4/2021 19:15,0.48701651
7/4/2021 19:30,0.489142635
7/4/2021 19:45,0.48701651
7/4/2021 20:00,0.484898371
7/4/2021 20:15,0.489142635
7/4/2021 20:30,0.493418817
7/4/2021 20:45,0.488078577
7/4/2021 21:00,0.482788127
7/4/2021 21:15,0.489142635
7/4/2021 21:30,0.495568957
7/4/2021 21:45,0.494492882
7/4/2021 22:00,0.493418817
7/4/2021 22:15,0.494492882
7/4/2021 22:30,0.495568957
7/4/2021 22:45,0.50097958
7/4/2021 23:00,0.506440934
7/4/2021 23:15,0.510846883
7/4/2021 23:30,0.515285759
7/4/2021 23:45,0.51640066
7/5/2021 0:00,0.517517608
7/5/2021 0:15,0.51640066
7/5/2021 0:30,0.515285759
7/5/2021 0:45,0.510846883
7/5/2021 1:00,0.506440934
7/5/2021 1:15,0.510846883
7/5/2021 1:30,0.515285759
