,09/14/23 00:00:00,09/14/23 00:15:00,09/14/23 00:30:00,09/14/23 00:45:00,09/14/23 01:00:00,09/14/23 01:15:00,09/14/23 01:30:00,09/14/23 01:45:00,09/14/23 02:00:00,09/14/23 02:15:00,09/14/23 02:30:00,09/14/23 02:45:00,09/14/23 03:00:00,09/14/23 03:15:00,09/14/23 03:30:00,09/14/23 03:45:00,09/14/23 04:00:00,09/14/23 04:15:00,09/14/23 04:30:00,09/14/23 04:45:00,09/14/23 05:00:00,09/14/23 05:15:00,09/14/23 05:30:00,09/14/23 05:45:00,09/14/23 06:00:00,09/14/23 06:15:00,09/14/23 06:30:00,09/14/23 06:45:00,09/14/23 07:00:00,09/14/23 07:15:00,09/14/23 07:30:00,09/14/23 07:45:00,09/14/23 08:00:00,09/14/23 08:15:00,09/14/23 08:30:00,09/14/23 08:45:00,09/14/23 09:00:00,09/14/23 09:15:00,09/14/23 09:30:00,09/14/23 09:45:00,09/14/23 10:00:00,09/14/23 10:15:00,09/14/23 10:30:00,09/14/23 10:45:00,09/14/23 11:00:00,09/14/23 11:15:00,09/14/23 11:30:00,09/14/23 11:45:00,09/14/23 12:00:00,09/14/23 12:15:00,09/14/23 12:30:00,09/14/23 12:45:00,09/14/23 13:00:00,09/14/23 13:15:00,09/14/23 13:30:00,09/14/23 13:45:00,09/14/23 14:00:00,09/14/23 14:15:00,09/14/23 14:30:00,09/14/23 14:45:00,09/14/23 15:00:00,09/14/23 15:15:00,09/14/23 15:30:00,09/14/23 15:45:00,09/14/23 16:00:00,09/14/23 16:15:00,09/14/23 16:30:00,09/14/23 16:45:00,09/14/23 17:00:00,09/14/23 17:15:00,09/14/23 17:30:00,09/14/23 17:45:00,09/14/23 18:00:00,09/14/23 18:15:00,09/14/23 18:30:00,09/14/23 18:45:00,09/14/23 19:00:00,09/14/23 19:15:00,09/14/23 19:30:00,09/14/23 19:45:00,09/14/23 20:00:00,09/14/23 20:15:00,09/14/23 20:30:00,09/14/23 20:45:00,09/14/23 21:00:00,09/14/23 21:15:00,09/14/23 21:30:00,09/14/23 21:45:00,09/14/23 22:00:00,09/14/23 22:15:00,09/14/23 22:30:00,09/14/23 22:45:00,09/14/23 23:00:00,09/14/23 23:15:00,09/14/23 23:30:00,09/14/23 23:45:00,09/15/23 00:00:00
max_amp,0.004273960227638283,0.007146219486922527,0.004582799498677354,0.007413353947362653,0.005466321332571793,0.0072387601189118035,0.007033717557935282,0.00568747192807709,0.007531804917957667,0.006422488508114455,0.0059070319328626796,0.006733541700677564,0.009835631834349325,0.00645949283659928,0.006985350061151793,0.006741773097462927,0.007014867072759542,0.006577186899411684,0.006099739949719774,0.0069573588135786865,0.009387186797255016,0.005903322403247262,0.010086792569181928,0.006321454279352649,0.006511562914998911,0.0073765554655194025,0.004794327519327398,0.0073620775551865485,0.004627755575278636,0.005491186732096994,0.005931172786784615,0.006263366484902601,0.0056065254957765025,0.006376962208051643,0.008719935054605494,0.005698785632591897,0.004025171018075298,0.005659245212939727,0.0027543519901081534,0.005247140342952516,0.005469339740530383,0.003034752937972802,0.004305007695903458,0.005032580198000397,0.0045905244323184895,0.005438835895580975,0.0049756135295642165,0.004734306946273,0.004791082705280529,0.007270883749191555,0.005527785114841849,0.0052640364533214495,0.005301539005209695,0.005877880638135504,0.0061503624604552,0.005425937416280427,0.009006878760977527,0.02410097176756461,0.017258350457656644,0.05674417091280396,0.05185269862237336,0.05326093585383601,0.040899762043143696,0.06214702121014232,0.06719570958970142,0.06823867366742242,0.07494064679774444,0.06501347422509826,0.0850509696262176,0.0636258384519321,0.06944209316857908,0.09730954886120868,0.1214879173082199,0.0700399982558961,0.061869189371414335,0.06070978555957437,0.05191093594896453,0.04826343275809646,0.04974076316565642,0.056885865818409743,0.05037377739428973,0.04793842956907553,0.05270697608701948,0.06455384191999167,0.05109031851556653,0.06130071291013679,0.0586540515770768,0.055199757863924476,0.057085326120917705,0.06675735364230449,0.0897693097176017,0.07531383236887768,0.07334241299159566,0.0663745645184151,0.06875628518630487,0.05286039163102288,0.04688602711168456
mean_amp,0.0029144824884664816,0.003431579063083205,0.003131047962286759,0.004208512892311755,0.0028943956836993477,0.003897989745529919,0.003969144693393314,0.003702626335846146,0.0038654717724718127,0.003801537470288315,0.003998885459353906,0.003847787087707257,0.003971848563828814,0.0033431511069892932,0.004553136475096188,0.003476216068886412,0.004137860537451878,0.003957237633605504,0.004330056959223492,0.0037340175140586876,0.004343759968240037,0.0033768111667857384,0.004816274165472685,0.0031814708440592405,0.004443976159965428,0.003332590955305794,0.003449540925830205,0.003448069222380469,0.003404590722543612,0.00336635056877769,0.00402236489560327,0.00347568242503616,0.002845991719051652,0.003716261588843835,0.0047591149242777655,0.0030218284866243704,0.002843371545252268,0.0033139152626356803,0.0013868704239928138,0.002479989099308162,0.002375362697553793,0.0019621127473317115,0.002653653097016561,0.003152076151659878,0.002438941491918824,0.003145927482868472,0.0032815480251587015,0.0029837782141190383,0.0031177581044101454,0.0031758475734019937,0.0034470011316026106,0.003141905268421534,0.0035285839462199054,0.0031950964121639437,0.0035634435561986335,0.002861028367077975,0.005355118381221646,0.01401254972750483,0.011093400463070974,0.02354274158936857,0.028654645327331772,0.031968734213426435,0.023368155671015453,0.03482667308601165,0.039510515808274096,0.0517149094429263,0.04804053120620203,0.045393957069698995,0.05025301357808145,0.047031289586209384,0.04646374728683682,0.05782892882785009,0.06330405718977253,0.047917417049226335,0.04221293765910013,0.04209180569640844,0.037040281332562944,0.03267223948900557,0.033445489255564426,0.03140365444409445,0.0338690812740556,0.032736758398436226,0.031382922649152455,0.034765015634699685,0.03510267847685606,0.03622182293868462,0.036630396640794004,0.036746407874905344,0.03613284707549627,0.03965274748463288,0.03996044102825017,0.044208999202577905,0.040300033101919965,0.04130048403433625,0.037018546214336166,0.03162940516692021,0.03173874177667571
median_amp,0.002826690785265794,0.0033694481231900802,0.003064775931192262,0.003918376542210913,0.002724605534605131,0.003763896885499476,0.0038597769023157704,0.0037017822130814802,0.003768831257282772,0.0035869644024122665,0.003990517742924244,0.0036672939757961915,0.003782219924888976,0.003225709759113949,0.004504235217941301,0.0032490024432567585,0.003913294328782234,0.00373876830523657,0.004323058128839329,0.003667879609933812,0.004126221972160889,0.0032303015162087017,0.004553522905888429,0.003076506438269183,0.0044367904766828255,0.003063302672481955,0.003484184476081974,0.0032954764529189527,0.0034337444612716986,0.003258799079843,0.0038705168060159355,0.00335773712345506,0.002730968517778893,0.003702177076132158,0.004696604534596112,0.0028104611979006553,0.002816776637802206,0.0032505349394246143,0.0013165253615160335,0.002368895668077167,0.0022059061770159337,0.0019243551465229795,0.0025282283272652613,0.003005876488078858,0.0022858368766648205,0.0029868748191519707,0.003169533465260489,0.0029720654403534866,0.003118422841749643,0.0030111958080816853,0.0033436229252003817,0.0030261394982114627,0.003469752733219397,0.0031410217456804544,0.0034738197011895586,0.0028002729321006197,0.005303845154014219,0.013947304154907953,0.010616142976077788,0.020097003392557385,0.028097276362976466,0.032346032051987786,0.02209773191868103,0.032827194021402294,0.03865185098306404,0.050854566980668876,0.047464430496954334,0.04510923191811485,0.0492255526956093,0.046847883355945766,0.04578380915179665,0.05608351816032872,0.05873494745523001,0.04718804474433007,0.04025368695840019,0.04114396983963103,0.03748812460339099,0.031945810534496924,0.033046637181484685,0.02985613020331975,0.033875857556515884,0.03225189116506355,0.03072428578680954,0.03365388069736602,0.034385974227322036,0.034872550010810216,0.036361252761950125,0.03594157640991716,0.03449821336350031,0.0393926111617734,0.03905689081799171,0.04419260480850068,0.03860540877409749,0.03958989059515176,0.0356887022241366,0.029783796516996433,0.031305392096196635
impulses_ch6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
impulses_ch5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,3,32,19,33,13,33,43,52,69,52,60,40,44,111,126,45,33,30,14,10,7,11,13,26,24,36,29,41,35,33,41,47,37,63,53,49,50,30,35
impulses_ch4,0,4,0,4,2,0,2,5,3,0,4,4,2,0,2,10,5,2,5,1,5,1,8,4,6,3,4,4,2,1,0,4,3,2,5,2,0,3,0,0,0,0,0,2,2,4,3,0,1,1,4,2,3,1,2,1,16,101,78,367,456,641,304,671,789,1447,1211,1097,1333,1183,1191,1725,2055,1231,871,936,723,505,591,501,652,611,590,764,840,916,1042,927,894,1137,1114,1352,1138,1310,1086,782,751
impulses_ch3,57,105,69,152,75,149,162,133,146,138,151,132,143,103,206,103,166,130,176,145,181,114,195,84,190,103,98,94,106,102,145,115,67,121,200,86,67,94,2,46,43,29,57,69,40,79,98,67,79,81,98,84,107,82,108,63,303,1824,1065,3048,5152,5807,3930,6793,7244,8492,8480,8615,9053,9040,8715,9439,9680,9042,8710,8393,8051,7522,7189,6564,7359,6853,6482,6709,6978,7153,7123,6995,7139,7557,7475,7951,7331,7610,6846,5794,5739
impulses_ch2,1143,1456,1318,2084,1096,1870,1826,1705,1802,1795,1919,1756,1884,1367,2272,1335,1888,1864,2261,1616,2107,1340,2342,1314,2096,1338,1446,1446,1553,1420,1847,1417,1004,1623,2375,1178,1135,1330,284,844,815,556,965,1233,858,1260,1271,1186,1296,1306,1635,1230,1553,1282,1568,1036,3109,8466,7471,9147,8687,8011,8770,7627,6705,5452,6099,6098,5638,5747,5812,5203,4652,5802,6293,6218,6711,7436,7287,7667,7823,7962,8104,8050,8014,7939,8165,8117,8172,8030,7915,7488,7870,7717,8444,8972,9081
impulses_ch1,7758,7760,7828,9158,7442,8517,8835,8728,8675,8606,8957,8678,8645,8024,9111,7674,8899,8697,9099,8373,9125,7906,9270,7725,8971,7677,7954,7732,7898,8220,8815,7931,7073,8461,9114,7006,7128,7679,3170,5969,5754,4424,6521,7492,5964,7541,7864,7382,8108,7620,7686,7889,8276,8356,8853,7642,8745,5723,6815,4259,3057,2732,3617,2366,2006,1452,1731,1743,1489,1504,1567,1311,1207,1588,1723,1719,1912,2188,2146,2410,2330,2525,2632,2614,2467,2446,2601,2534,2543,2470,2478,2245,2452,2458,2760,3171,3176
max_env_ch6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07899766463574155,0.07792160660475984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.049967558059405386,0.07531383236887768,0.0,0.0,0.0,0.0,0.0
