event_start,event_end,time_between_events_hours,mean_shear_between_events,n_timesteps
2022-08-03 15:46:00,2022-08-08 18:16:00,122.5,0.003442081632653061,490
2022-08-08 18:16:00,2023-05-05 15:30:00,6477.233333333334,0.041178349416968234,10069
2023-05-05 15:30:00,2023-07-29 18:45:00,2043.25,0.025695154185022027,8172
2023-07-29 18:45:00,2023-09-14 23:00:00,1132.25,0.0007715326855123675,4528
2023-09-14 23:00:00,,,,0
,,,,0
