event_start,event_end,time_between_events_hours,cumulative_shear,n_timesteps
2022-08-03 15:46:00,2022-08-08 18:16:00,122.5,1517.958,490
2022-08-08 18:16:00,2023-05-05 15:30:00,6477.233333333334,368677.99799999996,10069
2023-05-05 15:30:00,2023-07-29 18:45:00,2043.25,188982.72,8172
2023-07-29 18:45:00,2023-09-14 23:00:00,1132.25,3144.1499999999996,4528
2023-09-14 23:00:00,,,0.0,0
,,,0.0,0
