tau_c_min,A,B,MAE
0.072,4.977023564332114e-05,3.0612244897959187,0.006659090377231247
0.072,7.56463327554629e-05,4.081632653061225,0.006675042873356352
0.072,6.579332246575683e-05,4.081632653061225,0.006694817644570939
0.072,4.328761281083062e-05,3.0612244897959187,0.0066948335637715545
0.072,5.72236765935022e-05,3.0612244897959187,0.0067259161403704195
0.072,3.7649358067924715e-05,3.0612244897959187,0.006813577570616514
0.072,6.579332246575683e-05,3.0612244897959187,0.006905043688059878
0.072,5.72236765935022e-05,4.081632653061225,0.0069129627984754975
0.072,3.274549162877732e-05,3.0612244897959187,0.007000417342691456
0.072,8.697490026177834e-05,4.081632653061225,0.0070742485442287
0.072,4.977023564332114e-05,4.081632653061225,0.007219921293076451
0.072,2.8480358684358048e-05,3.0612244897959187,0.007229510549244545
0.072,7.56463327554629e-05,3.0612244897959187,0.007249118734953092
