tau_c_min,A,B,MAE
0.086,4.977023564332114e-05,6.329113924050633,0.008101669222960451
0.086,6.579332246575683e-05,6.962025316455697,0.008239275686882892
0.086,5.72236765935022e-05,6.329113924050633,0.008240856463961532
0.086,3.7649358067924715e-05,5.69620253164557,0.008307404219419664
0.086,4.328761281083062e-05,5.69620253164557,0.008319259443778529
0.086,7.56463327554629e-05,7.59493670886076,0.008389655358052342
0.086,5.72236765935022e-05,6.962025316455697,0.008391612259654013
0.086,4.977023564332114e-05,5.69620253164557,0.00840344498750368
0.086,4.328761281083062e-05,6.329113924050633,0.008409656864684905
0.086,3.274549162877732e-05,5.69620253164557,0.00841408178072919
0.086,6.579332246575683e-05,6.329113924050633,0.008511504349165522
0.086,5.72236765935022e-05,5.69620253164557,0.008570915091326969
0.086,7.56463327554629e-05,6.962025316455697,0.008604638857787703
0.086,6.579332246575683e-05,7.59493670886076,0.008695995481041127
0.086,8.697490026177834e-05,8.227848101265824,0.008698559602667766
0.086,3.7649358067924715e-05,5.063291139240507,0.008712109301816049
0.086,2.8480358684358048e-05,5.69620253164557,0.008716954552130373
0.086,4.328761281083062e-05,5.063291139240507,0.008717143368978289
0.086,4.977023564332114e-05,6.962025316455697,0.008730406307028718
0.086,3.7649358067924715e-05,6.329113924050633,0.008734175892145582
0.086,3.274549162877732e-05,5.063291139240507,0.008752668500272832
0.086,4.977023564332114e-05,5.063291139240507,0.008782983498286623
0.086,2.8480358684358048e-05,5.063291139240507,0.00882540543604592
0.086,6.579332246575683e-05,5.69620253164557,0.008832102330240515
0.086,8.697490026177834e-05,7.59493670886076,0.008841365166728307
0.086,7.56463327554629e-05,6.329113924050633,0.008889829450173642
