tau_c_min,A,B,MAE
0.071,4.977023564332114e-05,3.0612244897959187,0.0064815971178403655
0.071,4.328761281083062e-05,3.0612244897959187,0.006518385991546962
0.071,5.72236765935022e-05,3.0612244897959187,0.00654854084741277
0.071,7.56463327554629e-05,4.081632653061225,0.006631974689107334
0.071,3.7649358067924715e-05,3.0612244897959187,0.0066629923217528305
0.071,6.579332246575683e-05,3.0612244897959187,0.006723435617036924
0.071,6.579332246575683e-05,4.081632653061225,0.006780562694014394
0.071,8.697490026177834e-05,4.081632653061225,0.006911660583625828
0.071,3.274549162877732e-05,3.0612244897959187,0.006941041802041292
0.071,7.56463327554629e-05,3.0612244897959187,0.007025261869554428
0.071,5.72236765935022e-05,4.081632653061225,0.007037371386282021
