tau_c_min,A,B,MAE
0.073,6.579332246575683e-05,4.081632653061225,0.006618721061636895
0.073,5.72236765935022e-05,4.081632653061225,0.006821239146965671
0.073,7.56463327554629e-05,4.081632653061225,0.006840481450404887
0.073,4.977023564332114e-05,3.0612244897959187,0.006850295030030926
0.073,4.328761281083062e-05,3.0612244897959187,0.0068852379894564384
0.073,5.72236765935022e-05,3.0612244897959187,0.0069135366150835705
0.073,3.7649358067924715e-05,3.0612244897959187,0.0070046633522051534
0.073,4.977023564332114e-05,4.081632653061225,0.00708963756907533
0.073,6.579332246575683e-05,3.0612244897959187,0.00712575922232492
0.073,3.274549162877732e-05,3.0612244897959187,0.007188736553977568
0.073,0.0001,5.1020408163265305,0.0072259627289175425
0.073,8.697490026177834e-05,4.081632653061225,0.007254344666406345
