tau_c_min,A,B,MAE
0.092,4.328761281083062e-05,8.16326530612245,0.009614156750348008
0.092,3.274549162877732e-05,7.142857142857143,0.009623984510591549
0.092,3.7649358067924715e-05,7.142857142857143,0.0096326687000207
0.092,2.8480358684358048e-05,7.142857142857143,0.009654060912537399
0.092,4.328761281083062e-05,7.142857142857143,0.009687276740809585
0.092,4.977023564332114e-05,8.16326530612245,0.00971274599475645
0.092,4.977023564332114e-05,7.142857142857143,0.009809095869404058
0.092,5.72236765935022e-05,8.16326530612245,0.009887694337404971
0.092,3.274549162877732e-05,6.122448979591837,0.009937052721537217
0.092,3.7649358067924715e-05,8.16326530612245,0.009941858944616036
0.092,2.8480358684358048e-05,6.122448979591837,0.00994572236510673
0.092,3.7649358067924715e-05,6.122448979591837,0.009955649504294001
0.092,2.477076355991714e-05,6.122448979591837,0.009963748829790984
0.092,5.72236765935022e-05,9.183673469387756,0.00996694795921721
0.092,2.1544346900318867e-05,6.122448979591837,0.0099769959376789
0.092,1.873817422860383e-05,6.122448979591837,0.009978683165617147
0.092,2.477076355991714e-05,7.142857142857143,0.009989909769063828
0.092,1.6297508346206434e-05,6.122448979591837,0.010004557736741715
0.092,5.72236765935022e-05,7.142857142857143,0.010012850355567125
0.092,4.328761281083062e-05,6.122448979591837,0.010017823826633698
0.092,4.977023564332114e-05,6.122448979591837,0.010127078921007981
0.092,6.579332246575683e-05,8.16326530612245,0.010151522273574205
0.092,4.977023564332114e-05,9.183673469387756,0.010174273506780889
0.092,6.579332246575683e-05,9.183673469387756,0.010218627843169143
0.092,1.072267222010323e-05,5.1020408163265305,0.0102511751970049
0.092,3.274549162877732e-05,8.16326530612245,0.010260324560346715
0.092,5.72236765935022e-05,6.122448979591837,0.010278452400397578
0.092,6.579332246575683e-05,7.142857142857143,0.010292539566953798
0.092,6.1359072734131755e-06,4.081632653061225,0.010296837262896355
0.092,2.1544346900318867e-05,7.142857142857143,0.010302579732710903
0.092,9.3260334688322e-06,5.1020408163265305,0.010309602917356667
0.092,1.4174741629268048e-05,6.122448979591837,0.010313751852889996
0.092,1.2328467394420658e-05,5.1020408163265305,0.010340904008483495
0.092,4.037017258596558e-06,3.0612244897959187,0.010353556901729602
0.092,6.579332246575683e-05,10.204081632653061,0.010357201700580654
0.092,1.1497569953977357e-06,0.0,0.010365136735522145
0.092,1.747528400007683e-06,1.0204081632653061,0.010376100838228963
0.092,2.656087782946684e-06,2.0408163265306123,0.01037626127269366
0.092,4.328761281083062e-05,5.1020408163265305,0.010379103680405797
0.092,3.7649358067924715e-05,5.1020408163265305,0.010387420955960763
0.092,1e-06,0.0,0.010397539944034136
0.092,4.977023564332114e-05,5.1020408163265305,0.010407000491003387
0.092,3.274549162877732e-05,5.1020408163265305,0.01040940573360411
0.092,1.4174741629268048e-05,5.1020408163265305,0.010412186354266995
0.092,2.8480358684358048e-05,5.1020408163265305,0.01043577913972539
0.092,7.0548023107186455e-06,4.081632653061225,0.010438924384619139
0.092,1.519911082952933e-06,1.0204081632653061,0.010454637743773882
0.092,1.6297508346206434e-05,5.1020408163265305,0.010459143144296704
0.092,2.477076355991714e-05,5.1020408163265305,0.010461380708062204
0.092,4.328761281083062e-05,9.183673469387756,0.010465908690623157
0.092,6.579332246575683e-05,6.122448979591837,0.010474034988003414
0.092,2.1544346900318867e-05,5.1020408163265305,0.010479039757551609
0.092,1.873817422860383e-05,5.1020408163265305,0.010480994204458055
0.092,2.310129700083158e-06,2.0408163265306123,0.010505395761256545
0.092,7.56463327554629e-05,8.16326530612245,0.010511923976532953
0.092,4.641588833612782e-06,3.0612244897959187,0.010533590465477841
0.092,1.3219411484660288e-06,0.0,0.010538935084138524
0.092,5.72236765935022e-05,5.1020408163265305,0.01054203063664295
0.092,2.8480358684358048e-05,8.16326530612245,0.010545690350138744
0.092,3.5111917342151275e-06,3.0612244897959187,0.010547154699445085
0.092,7.56463327554629e-05,9.183673469387756,0.010547729056967433
0.092,2.0092330025650458e-06,1.0204081632653061,0.010560739101112809
0.092,3.0538555088334123e-06,2.0408163265306123,0.0105649868380689
