tau_c_min,A,B,MAE
0.085,4.977023564332114e-05,6.0606060606060606,0.007959383001739836
0.085,5.72236765935022e-05,6.0606060606060606,0.008065866328604029
0.085,6.579332246575683e-05,6.565656565656566,0.008083057864396637
0.085,4.328761281083062e-05,5.555555555555556,0.008111857018989744
0.085,3.7649358067924715e-05,5.555555555555556,0.008114937063867308
0.085,5.72236765935022e-05,6.565656565656566,0.008134332509731949
0.085,4.977023564332114e-05,5.555555555555556,0.008184124545925483
0.085,7.56463327554629e-05,7.070707070707071,0.008230633806003205
0.085,4.328761281083062e-05,6.0606060606060606,0.008265330966251778
0.085,6.579332246575683e-05,7.070707070707071,0.008316788269990197
0.085,6.579332246575683e-05,6.0606060606060606,0.00832429207451714
0.085,5.72236765935022e-05,5.555555555555556,0.008340894902474768
0.085,3.274549162877732e-05,5.555555555555556,0.008373241688008399
0.085,4.328761281083062e-05,5.050505050505051,0.008431992630014897
0.085,3.7649358067924715e-05,5.050505050505051,0.008433933392484666
0.085,7.56463327554629e-05,6.565656565656566,0.008444795804180111
0.085,4.977023564332114e-05,6.565656565656566,0.008466516625567652
0.085,3.274549162877732e-05,5.050505050505051,0.00848558094645993
0.085,4.977023564332114e-05,5.050505050505051,0.008493583750637402
0.085,8.697490026177834e-05,7.575757575757576,0.008499518013144644
0.085,7.56463327554629e-05,7.575757575757576,0.008504249374065641
0.085,2.8480358684358048e-05,5.050505050505051,0.008570297105275177
0.085,3.7649358067924715e-05,6.0606060606060606,0.008580308926921257
0.085,6.579332246575683e-05,5.555555555555556,0.008596272426717172
0.085,5.72236765935022e-05,5.050505050505051,0.008635192949266185
0.085,5.72236765935022e-05,7.070707070707071,0.008659983934833318
0.085,2.8480358684358048e-05,5.555555555555556,0.00867262633092247
0.085,2.477076355991714e-05,5.050505050505051,0.008678275470190313
0.085,7.56463327554629e-05,6.0606060606060606,0.008694769369530541
0.085,8.697490026177834e-05,7.070707070707071,0.008694970734363542
0.085,8.697490026177834e-05,8.080808080808081,0.008706478572912424
