tau_c_min,A,B,MAE
0.091,3.7649358067924715e-05,7.142857142857143,0.009290005379317965
0.091,4.328761281083062e-05,7.142857142857143,0.009328268077098056
0.091,4.977023564332114e-05,8.16326530612245,0.009346238332208314
0.091,3.274549162877732e-05,7.142857142857143,0.009387049502105522
0.091,4.977023564332114e-05,7.142857142857143,0.009442188318498681
0.091,5.72236765935022e-05,8.16326530612245,0.009499589788334447
0.091,3.274549162877732e-05,6.122448979591837,0.009619444453511011
0.091,3.7649358067924715e-05,6.122448979591837,0.009631124624556018
0.091,2.8480358684358048e-05,6.122448979591837,0.009639466375056752
0.091,5.72236765935022e-05,7.142857142857143,0.009649729364893351
0.091,2.477076355991714e-05,6.122448979591837,0.009673682584292787
0.091,4.328761281083062e-05,6.122448979591837,0.009692434868661235
0.091,4.328761281083062e-05,8.16326530612245,0.009700000307863743
0.091,2.1544346900318867e-05,6.122448979591837,0.009707397016381519
0.091,2.8480358684358048e-05,7.142857142857143,0.00973681796973557
0.091,1.873817422860383e-05,6.122448979591837,0.009737301257175429
0.091,6.579332246575683e-05,8.16326530612245,0.009758045507404592
0.091,4.977023564332114e-05,6.122448979591837,0.009807163638106917
0.091,6.579332246575683e-05,9.183673469387756,0.009818862487180984
0.091,6.579332246575683e-05,7.142857142857143,0.009940951849240631
0.091,5.72236765935022e-05,9.183673469387756,0.009969993558677193
0.091,5.72236765935022e-05,6.122448979591837,0.009979557339068097
0.091,3.7649358067924715e-05,8.16326530612245,0.01004154094254676
0.091,1.6297508346206434e-05,6.122448979591837,0.010058770077561379
0.091,2.477076355991714e-05,7.142857142857143,0.010067266078554358
0.091,1.072267222010323e-05,5.1020408163265305,0.010088758660073891
0.091,4.328761281083062e-05,5.1020408163265305,0.010124751407281099
0.091,3.7649358067924715e-05,5.1020408163265305,0.010126320213317636
0.091,7.56463327554629e-05,8.16326530612245,0.010128048003599534
0.091,7.56463327554629e-05,9.183673469387756,0.010136355383259351
0.091,3.274549162877732e-05,5.1020408163265305,0.010144052736153255
0.091,4.977023564332114e-05,5.1020408163265305,0.01014595920370214
0.091,1.2328467394420658e-05,5.1020408163265305,0.010156754102139889
0.091,2.8480358684358048e-05,5.1020408163265305,0.010171725551226894
0.091,6.579332246575683e-05,6.122448979591837,0.010191356061139
0.091,2.477076355991714e-05,5.1020408163265305,0.010204238019305843
0.091,1.4174741629268048e-05,5.1020408163265305,0.010210223306230417
