tau_c_min,A,B,MAE
0.087,4.328761281083062e-05,6.122448979591837,0.008388922331652036
0.087,3.7649358067924715e-05,6.122448979591837,0.008414176312551935
0.087,5.72236765935022e-05,7.142857142857143,0.008434210000284336
0.087,4.977023564332114e-05,6.122448979591837,0.008483183977865644
0.087,6.579332246575683e-05,7.142857142857143,0.008502804265277436
0.087,5.72236765935022e-05,6.122448979591837,0.008666736411000969
0.087,3.274549162877732e-05,6.122448979591837,0.008729027378346596
0.087,4.977023564332114e-05,7.142857142857143,0.008772948476711834
0.087,7.56463327554629e-05,8.16326530612245,0.008781853775711477
0.087,7.56463327554629e-05,7.142857142857143,0.008882141777267058
0.087,6.579332246575683e-05,6.122448979591837,0.00894318954218419
0.087,3.7649358067924715e-05,5.1020408163265305,0.008977632818622423
0.087,4.328761281083062e-05,5.1020408163265305,0.008990686779740192
0.087,3.274549162877732e-05,5.1020408163265305,0.009009779519151082
0.087,8.697490026177834e-05,8.16326530612245,0.009044224759737133
0.087,2.8480358684358048e-05,6.122448979591837,0.009056324566432242
0.087,4.977023564332114e-05,5.1020408163265305,0.009058195957925322
0.087,2.8480358684358048e-05,5.1020408163265305,0.00907007571264648
0.087,4.328761281083062e-05,7.142857142857143,0.009126098447744415
0.087,6.579332246575683e-05,8.16326530612245,0.009126346460048992
0.087,2.477076355991714e-05,5.1020408163265305,0.009149896846155577
0.087,5.72236765935022e-05,5.1020408163265305,0.009192222696417373
