tau_c_min,A,B,MAE
0.075,5.72236765935022e-05,4.081632653061225,0.006726197155645977
0.075,4.977023564332114e-05,4.081632653061225,0.006907083843638695
0.075,6.579332246575683e-05,4.081632653061225,0.006913891459116303
0.075,8.697490026177834e-05,5.1020408163265305,0.007091658317344327
0.075,4.328761281083062e-05,4.081632653061225,0.007193316901531538
0.075,7.56463327554629e-05,4.081632653061225,0.007227401158872909
0.075,7.56463327554629e-05,5.1020408163265305,0.007254887779471741
0.075,4.977023564332114e-05,3.0612244897959187,0.007280328157046556
0.075,4.328761281083062e-05,3.0612244897959187,0.00730211528278413
0.075,5.72236765935022e-05,3.0612244897959187,0.0073728185667455565
