tau_c_min,A,B,MAE
0.08,5.72236765935022e-05,5.1020408163265305,0.007245427966138682
0.08,6.579332246575683e-05,5.1020408163265305,0.007430658094628742
0.08,4.977023564332114e-05,5.1020408163265305,0.007538934875516892
0.08,8.697490026177834e-05,6.122448979591837,0.007627791312003762
0.08,7.56463327554629e-05,6.122448979591837,0.007736770696230408
0.08,4.328761281083062e-05,4.081632653061225,0.007753287821343902
0.08,4.977023564332114e-05,4.081632653061225,0.0077608082214579545
0.08,7.56463327554629e-05,5.1020408163265305,0.007774688324536696
0.08,3.7649358067924715e-05,4.081632653061225,0.007819535946673159
0.08,4.328761281083062e-05,5.1020408163265305,0.007862218420704928
0.08,5.72236765935022e-05,4.081632653061225,0.007881479944446814
0.08,3.274549162877732e-05,4.081632653061225,0.007937567590912669
