tau_c_min,A,B,MAE
0.088,5.72236765935022e-05,7.142857142857143,0.008571057439487112
0.088,4.977023564332114e-05,7.142857142857143,0.00863943729148571
0.088,3.7649358067924715e-05,6.122448979591837,0.008666830488386252
0.088,3.274549162877732e-05,6.122448979591837,0.008698516233147918
0.088,4.328761281083062e-05,6.122448979591837,0.00870159196950219
0.088,4.977023564332114e-05,6.122448979591837,0.008808727291716714
0.088,6.579332246575683e-05,7.142857142857143,0.008851417819404035
0.088,2.8480358684358048e-05,6.122448979591837,0.00895982687144197
0.088,7.56463327554629e-05,8.16326530612245,0.008963549944205076
0.088,6.579332246575683e-05,8.16326530612245,0.008974445383494187
0.088,4.328761281083062e-05,7.142857142857143,0.00899415378074241
0.088,5.72236765935022e-05,6.122448979591837,0.008999017317297187
0.088,7.56463327554629e-05,7.142857142857143,0.009241929510446412
0.088,6.579332246575683e-05,6.122448979591837,0.009271506038099361
0.088,3.7649358067924715e-05,5.1020408163265305,0.00927307365827044
0.088,4.328761281083062e-05,5.1020408163265305,0.009288028040136476
0.088,2.477076355991714e-05,6.122448979591837,0.00929141694030521
0.088,3.274549162877732e-05,5.1020408163265305,0.009297569510976402
0.088,5.72236765935022e-05,8.16326530612245,0.009344991480612977
0.088,2.8480358684358048e-05,5.1020408163265305,0.009347320037392932
0.088,8.697490026177834e-05,9.183673469387756,0.009349765210274957
0.088,3.7649358067924715e-05,7.142857142857143,0.009349784948488945
0.088,4.977023564332114e-05,5.1020408163265305,0.009352853596735166
0.088,2.477076355991714e-05,5.1020408163265305,0.009413416650557732
0.088,8.697490026177834e-05,8.16326530612245,0.009427538514977556
