tau_c_min,A,B,MAE
0.074,6.579332246575683e-05,4.081632653061225,0.006724397535628482
0.074,5.72236765935022e-05,4.081632653061225,0.006740719617314306
0.074,4.977023564332114e-05,4.081632653061225,0.006990666933909345
0.074,7.56463327554629e-05,4.081632653061225,0.007024537684771262
0.074,4.977023564332114e-05,3.0612244897959187,0.007051796003771951
0.074,4.328761281083062e-05,3.0612244897959187,0.007089594914633135
0.074,5.72236765935022e-05,3.0612244897959187,0.007137976667709267
0.074,8.697490026177834e-05,5.1020408163265305,0.007191661294228871
0.074,3.7649358067924715e-05,3.0612244897959187,0.007205046197224216
0.074,4.328761281083062e-05,4.081632653061225,0.00729517612216273
0.074,6.579332246575683e-05,3.0612244897959187,0.007360290740501446
0.074,3.274549162877732e-05,3.0612244897959187,0.007386679807742361
0.074,7.56463327554629e-05,5.1020408163265305,0.0073900395888046476
0.074,0.0001,5.1020408163265305,0.007391563318185751
