tau_c_min,A,B,MAE
0.093,3.7649358067924715e-05,8.16326530612245,0.009909063654164895
0.093,2.8480358684358048e-05,7.142857142857143,0.009954747057319713
0.093,2.477076355991714e-05,7.142857142857143,0.009956483706972444
0.093,3.274549162877732e-05,7.142857142857143,0.00996032787812542
0.093,4.328761281083062e-05,8.16326530612245,0.009978311958876416
0.093,3.7649358067924715e-05,7.142857142857143,0.009985600979114573
0.093,4.328761281083062e-05,7.142857142857143,0.010048587872938965
0.093,4.977023564332114e-05,8.16326530612245,0.01009759143082779
0.093,4.977023564332114e-05,9.183673469387756,0.010160207517929684
0.093,4.977023564332114e-05,7.142857142857143,0.010170858467233557
0.093,3.274549162877732e-05,8.16326530612245,0.01017296156464401
0.093,1.6297508346206434e-05,6.122448979591837,0.010194342467332349
0.093,1.873817422860383e-05,6.122448979591837,0.010231585681859171
0.093,2.1544346900318867e-05,7.142857142857143,0.010235944780095879
0.093,2.8480358684358048e-05,6.122448979591837,0.010249256368348798
0.093,3.274549162877732e-05,6.122448979591837,0.01025026860294929
0.093,2.1544346900318867e-05,6.122448979591837,0.010251364342937674
0.093,2.477076355991714e-05,6.122448979591837,0.010254638899820718
0.093,1.4174741629268048e-05,6.122448979591837,0.010266178380244217
0.093,3.7649358067924715e-05,6.122448979591837,0.010274570014292096
0.093,5.72236765935022e-05,8.16326530612245,0.010278609851916263
0.093,9.3260334688322e-06,5.1020408163265305,0.01029962368378968
0.093,4.328761281083062e-05,6.122448979591837,0.010334978868924458
0.093,5.72236765935022e-05,9.183673469387756,0.010362651899553923
0.093,4.328761281083062e-05,9.183673469387756,0.010366368284734534
0.093,5.72236765935022e-05,7.142857142857143,0.01036915257685895
0.093,6.1359072734131755e-06,4.081632653061225,0.010387113347528367
0.093,1e-06,0.0,0.010389892191344435
0.093,1.1497569953977357e-06,0.0,0.010390819153690303
0.093,1.747528400007683e-06,1.0204081632653061,0.010409642302753697
0.093,1.072267222010323e-05,5.1020408163265305,0.010416639638755065
0.093,4.037017258596558e-06,3.0612244897959187,0.010420701402454439
0.093,2.656087782946684e-06,2.0408163265306123,0.010422749555829081
0.093,4.977023564332114e-05,6.122448979591837,0.010431372966133995
0.093,1.519911082952933e-06,1.0204081632653061,0.01044596024658202
0.093,2.8480358684358048e-05,8.16326530612245,0.010467814255726765
0.093,2.310129700083158e-06,2.0408163265306123,0.010494548129835343
0.093,5.72236765935022e-05,10.204081632653061,0.010503209664528525
0.093,1.2328467394420658e-05,5.1020408163265305,0.010525521194949195
0.093,1.873817422860383e-05,7.142857142857143,0.01052812223254691
0.093,3.5111917342151275e-06,3.0612244897959187,0.010532530055630058
0.093,6.579332246575683e-05,8.16326530612245,0.010537573120664032
0.093,7.0548023107186455e-06,4.081632653061225,0.010552861042238381
0.093,5.336699231206313e-06,4.081632653061225,0.010557242276579407
0.093,1.2328467394420658e-05,6.122448979591837,0.010558034645244163
0.093,8.111308307896873e-06,5.1020408163265305,0.0105664524774487
0.093,1.3219411484660288e-06,0.0,0.010566857482394967
0.093,5.72236765935022e-05,6.122448979591837,0.010567680680016147
0.093,2.0092330025650458e-06,1.0204081632653061,0.010597874506865734
0.093,4.641588833612782e-06,3.0612244897959187,0.010610223880774261
0.093,1.4174741629268048e-05,5.1020408163265305,0.010613511846917698
0.093,3.0538555088334123e-06,2.0408163265306123,0.010617292698639803
0.093,6.579332246575683e-05,9.183673469387756,0.010626876061103125
0.093,6.579332246575683e-05,7.142857142857143,0.010627315915894206
0.093,3.7649358067924715e-05,9.183673469387756,0.010635313605537464
0.093,4.328761281083062e-05,5.1020408163265305,0.010636760011105644
0.093,3.7649358067924715e-05,5.1020408163265305,0.010640109386553659
0.093,3.274549162877732e-05,5.1020408163265305,0.010664821979278608
0.093,1.6297508346206434e-05,5.1020408163265305,0.010675723404819912
0.093,2.8480358684358048e-05,5.1020408163265305,0.01069123443931907
0.093,1.3219411484660288e-06,1.0204081632653061,0.010692481165830875
0.093,4.977023564332114e-05,5.1020408163265305,0.010703208597692063
0.093,1.873817422860383e-05,5.1020408163265305,0.010710598318227075
0.093,6.579332246575683e-05,10.204081632653061,0.01071060358905471
0.093,2.477076355991714e-05,5.1020408163265305,0.010712019290496
0.093,8.111308307896873e-06,4.081632653061225,0.01071734426483619
0.093,2.1544346900318867e-05,5.1020408163265305,0.010720865607869636
0.093,2.477076355991714e-05,8.16326530612245,0.010731287686365604
0.093,4.977023564332114e-05,10.204081632653061,0.01074559694119844
0.093,2.0092330025650458e-06,2.0408163265306123,0.01074906606345812
0.093,1.519911082952933e-06,0.0,0.010749438060398306
0.093,6.579332246575683e-05,6.122448979591837,0.010784614995190228
0.093,1.6297508346206434e-05,7.142857142857143,0.010790791547557497
0.093,3.0538555088334123e-06,3.0612244897959187,0.010792918941432774
0.093,2.310129700083158e-06,1.0204081632653061,0.010793410409347236
0.093,5.336699231206313e-06,3.0612244897959187,0.010803895607376029
0.093,6.579332246575683e-05,11.224489795918368,0.010812613599931265
0.093,3.5111917342151275e-06,2.0408163265306123,0.010818673000758125
0.093,4.641588833612782e-06,4.081632653061225,0.010821174717031501
0.093,1.072267222010323e-05,6.122448979591837,0.01082236645269887
0.093,7.0548023107186455e-06,5.1020408163265305,0.010831613206209784
0.093,9.3260334688322e-06,4.081632653061225,0.010867487217055802
0.093,3.274549162877732e-05,9.183673469387756,0.010873318411264418
0.093,5.72236765935022e-05,5.1020408163265305,0.010875172684772543
0.093,7.56463327554629e-05,8.16326530612245,0.010883177206323803
