SampleID,t0,t1,max_amp,mean_amp,median_amp,impulses_ch6,impulses_ch5,impulses_ch4,impulses_ch3,impulses_ch2,impulses_ch1,ch6_max,ch6_mean,ch6_median,ch5_max,ch5_mean,ch5_median,ch4_max,ch4_mean,ch4_median,ch3_max,ch3_mean,ch3_median,ch2_max,ch2_mean,ch2_median,ch1_max,ch1_mean,ch1_median
167,41,48,0.10481910018061359,0.0331544037524579,0.022914216154744243,6,16,96,264,604,978,0.10481910018061359,0.06406925007792105,0.05807302359102621,0.41927640072245437,0.1794070176320835,0.11726250584849345,1.6771056028898175,0.5972791189654246,0.45866922071031163,6.70842241155927,2.1218818401573056,1.4665098339036315,26.83368964623708,8.487527360629223,5.866039335614526,107.33475858494832,33.95010944251689,23.464157342458105
6,80,90,0.051422303101187984,0.014334598257596478,0.007296646653016961,2,8,65,195,628,1690,0.051422303101187984,0.051422303101187984,0.051422303101187984,0.20568921240475194,0.13650488278761116,0.1289744081208137,0.8227568496190077,0.2675428251989149,0.12898017232180578,3.291027398476031,0.9875035768584454,0.49145303754015435,13.164109593904124,3.6696571539446983,1.867941543172342,52.656438375616496,14.678628615778793,7.471766172689368
8,115,125,0.16194471848523997,0.03252611647926913,0.007798932974645779,10,31,89,230,509,1493,0.16194471848523997,0.09496820657640732,0.08592346639534978,0.6477788739409599,0.3178848474960663,0.24591980248796402,2.5911154957638396,0.7814956725465025,0.5276836442695093,10.364461983055358,2.2740324049229566,0.6197001876029253,41.45784793222143,8.326685818692898,1.9965268415093194,165.83139172888573,33.30674327477159,7.9861073660372774
168,150,160,0.08941663684715193,0.02106090557887961,0.009669416998756866,4,16,110,255,489,1351,0.08941663684715193,0.05600596548186717,0.04633925557255392,0.3576665473886077,0.16309275206751156,0.12904801610358263,1.4306661895544308,0.4498585104346349,0.2867843491103035,5.722664758217723,1.6141423943376332,0.7845173713887359,22.890659032870893,5.39159182819318,2.4753707516817576,91.56263613148357,21.56636731277272,9.90148300672703
150,194,199,0.04684993783650697,0.019737041545963112,0.011301251811562173,2,16,41,139,414,882,0.04684993783650697,0.04684993783650697,0.04684993783650697,0.18739975134602788,0.12535462916738363,0.1628267907431517,0.7495990053841115,0.44063655658167694,0.45479891964535557,2.998396021536446,1.4715502283794617,1.033162705272417,11.993584086145784,5.052682635766557,2.8931204637599164,47.974336344583136,20.210730543066227,11.572481855039666
11,226,234,0.051754391722477096,0.023629413923689106,0.030143536797057145,6,29,102,246,493,1329,0.051754391722477096,0.039406083780694406,0.0378632033016217,0.20701756688990838,0.15393753684331676,0.13919034372547334,0.8280702675596335,0.4692687917425906,0.5059508179426313,3.312281070238534,1.6679355264233724,1.9764948133910911,13.249124280954137,6.049129964464411,7.716745420046629,52.996497123816546,24.196519857857645,30.866981680186516
22,265,275,0.06268833214802909,0.01835747977771242,0.005339274358691392,3,21,91,212,660,1581,0.045463397884194845,0.045463397884194845,0.045463397884194845,0.25075332859211635,0.1633844511476726,0.16507496756468,1.0030133143684654,0.4260092012846294,0.29053816347685685,4.012053257473862,1.2687679014639464,0.5731308644369209,16.048213029895447,4.69951482309438,1.3668542358249964,64.19285211958179,18.79805929237752,5.467416943299986
152,310,320,0.10293183462706817,0.02386984913282555,0.008462468004528021,9,32,75,233,700,1639,0.10293183462706817,0.09574359160831666,0.09574359160831666,0.4117273385082727,0.18723147576958174,0.06905043820282672,1.6469093540330908,0.6466715005773472,0.26175126364215945,6.587637416132363,1.8128747609726252,0.6293282265647318,26.350549664529453,6.110681378003341,2.1663918091591734,105.40219865811781,24.442725512013364,8.665567236636694
12,357,360,0.04454354678817834,0.023352349155409576,0.021759151907210356,3,14,41,103,323,559,0.04454354678817834,0.038585276362193395,0.038585276362193395,0.17817418715271335,0.1174158008034654,0.1305080237448338,0.7126967486108534,0.4696632032138616,0.5220320949793352,2.8507869944434137,1.4945503459462128,1.3925857220614628,11.403147977773655,5.978201383784851,5.570342888245851,45.61259191109462,23.912805535139405,22.281371552983405
96,392,400,0.09563916240115371,0.01927746869470105,0.005162767856569708,3,22,58,165,559,1384,0.09563916240115371,0.09563916240115371,0.09563916240115371,0.38255664960461483,0.1858176026008961,0.13690331937330877,1.5302265984184593,0.6053612598581976,0.36962354285763604,6.120906393673837,1.2337579964608671,0.3304171428204613,24.48362557469535,4.935031985843469,1.3216685712818452,97.9345022987814,19.740127943373874,5.286674285127381
101,432,438,0.030079424737449983,0.015035855988707726,0.009219602276905664,2,9,49,132,544,1041,0.030079424737449983,0.02851976917332163,0.02851976917332163,0.12031769894979993,0.1013474283205084,0.10784045443677312,0.48127079579919974,0.2405736958193236,0.14751363643049062,1.925083183196799,0.9622947832772945,0.5900545457219625,7.700332732787196,3.849179133109178,2.36021818288785,30.801330931148783,15.396716532436711,9.4408727315514
24,468,478,0.1053828870471095,0.01643097490824705,0.00601055687632277,5,18,43,139,586,1730,0.1053828870471095,0.1053828870471095,0.1053828870471095,0.421531548188438,0.15056990469130546,0.06890035165617839,1.686126192753752,0.5012908294734841,0.24557594084070522,6.744504771015008,1.0515823941278113,0.38467564008465727,26.978019084060033,4.206329576511245,1.538702560338629,107.91207633624013,16.82531830604498,6.154810241354516
