storm,tauc,tauc*,date
st2,70.04729981,0.099163924,8/3/2022 15:44
st3,66.60200649,0.094286523,8/8/2022 18:07
st4,76.96433153,0.108956165,7/29/2023 18:37
st5,,,
st6,,,
st7,68.7127422,0.09727463,9/14/2023 22:46
sp,118.6136128,0.167917841,5/5/2023 15:28
