k1,k2,epsilon,MAE
1e-06,1e-05,1,0.032119086946922754
1e-06,1e-05,2,0.032526028892333914
1e-06,1e-05,3,0.03254601475413697
1e-06,1e-05,4,0.03254737199610187
1e-06,1e-05,5,0.032547476317258225
1e-06,1e-05,6,0.03254748472825299
1e-06,1e-05,7,0.03254748539232931
1e-06,1e-05,8,0.032547485437524164
1e-06,1e-05,9,0.03254748543888729
1e-06,1e-05,10,0.032547485438503096
1e-06,1.1253355826007646e-05,1,0.03205586818733712
1e-06,1.1253355826007646e-05,2,0.03252330145552022
1e-06,1.1253355826007646e-05,3,0.032545830170600545
1e-06,1.1253355826007646e-05,4,0.03254735777565999
1e-06,1.1253355826007646e-05,5,0.03254747517404293
1e-06,1.1253355826007646e-05,6,0.03254748463925374
1e-06,1.1253355826007646e-05,7,0.03254748538656234
1e-06,1.1253355826007646e-05,8,0.0325474854374211
1e-06,1.1253355826007646e-05,9,0.032547485438956095
1e-06,1.1253355826007646e-05,10,0.03254748543852341
1e-06,1.2663801734674022e-05,1,0.0319816780085186
1e-06,1.2663801734674022e-05,2,0.03252022183232493
1e-06,1.2663801734674022e-05,3,0.03254562238427178
1e-06,1.2663801734674022e-05,4,0.03254734177233377
1e-06,1.2663801734674022e-05,5,0.032547473887536274
1e-06,1.2663801734674022e-05,6,0.03254748453909944
1e-06,1.2663801734674022e-05,7,0.032547485380073085
1e-06,1.2663801734674022e-05,8,0.032547485437305734
1e-06,1.2663801734674022e-05,9,0.03254748543903355
1e-06,1.2663801734674022e-05,10,0.03254748543854624
1e-06,1.4251026703029993e-05,1,0.03189397399475876
1e-06,1.4251026703029993e-05,2,0.03251674305062905
1e-06,1.4251026703029993e-05,3,0.03254538846887482
1e-06,1.4251026703029993e-05,4,0.03254732376251469
1e-06,1.4251026703029993e-05,5,0.03254747243977866
1e-06,1.4251026703029993e-05,6,0.032547484426392506
1e-06,1.4251026703029993e-05,7,0.03254748537277076
1e-06,1.4251026703029993e-05,8,0.0325474854371767
1e-06,1.4251026703029993e-05,9,0.03254748543912019
1e-06,1.4251026703029993e-05,10,0.03254748543857196
1e-06,1.603718743751331e-05,1,0.03178944367936179
1e-06,1.603718743751331e-05,2,0.03251281146426794
1e-06,1.603718743751331e-05,3,0.03254512512651404
1e-06,1.603718743751331e-05,4,0.03254730349453096
1e-06,1.603718743751331e-05,5,0.03254747081055788
1e-06,1.603718743751331e-05,6,0.03254748429955944
1e-06,1.603718743751331e-05,7,0.03254748536455271
1e-06,1.603718743751331e-05,8,0.032547485437031225
1e-06,1.603718743751331e-05,9,0.03254748543921861
1e-06,1.603718743751331e-05,10,0.03254748543860124
1e-06,1.80472176682717e-05,1,0.03166361171089117
1e-06,1.80472176682717e-05,2,0.03250836569212755
1e-06,1.80472176682717e-05,3,0.03254482863979363
1e-06,1.80472176682717e-05,4,0.03254728068511376
1e-06,1.80472176682717e-05,5,0.03254746897712702
1e-06,1.80472176682717e-05,6,0.03254748415682931
1e-06,1.80472176682717e-05,7,0.03254748535530469
1e-06,1.80472176682717e-05,8,0.032547485436867196
1e-06,1.80472176682717e-05,9,0.03254748543932884
1e-06,1.80472176682717e-05,10,0.03254748543863416
1e-06,2.0309176209047348e-05,1,0.0315091638452137
1e-06,2.0309176209047348e-05,2,0.03250333535756295
1e-06,2.0309176209047348e-05,3,0.0325444948175833
1e-06,2.0309176209047348e-05,4,0.03254725501543117
1e-06,2.0309176209047348e-05,5,0.03254746691388788
1e-06,2.0309176209047348e-05,6,0.03254748399620962
1e-06,2.0309176209047348e-05,7,0.032547485344897105
1e-06,2.0309176209047348e-05,8,0.032547485436683274
1e-06,2.0309176209047348e-05,9,0.032547485439452885
1e-06,2.0309176209047348e-05,10,0.03254748543867094
1e-06,2.2854638641349885e-05,1,0.03131667438754777
1e-06,2.2854638641349885e-05,2,0.03249763958053507
