Time,tau_star,tau_c_star
1,0.043,0.04
2,0.043,0.04042864903297162
3,0.043,0.04085116975166053
4,0.043,0.04126669908117766
5,0.043,0.041674466636833385
6,0.043,0.04207380004105726
7,0.043,0.042464125482565535
8,0.043,0.042844964670205855
9,0.043,0.04321592926821739
10,0.043,0.04357671375656401
11,0.043,0.0439270874832238
12,0.043,0.0442668864956188
13,0.043,0.04459600557433213
14,0.043,0.044914390752925734
15,0.043,0.04522203249556871
16,0.043,0.04551895961796615
17,0.043,0.045805233973475884
18,0.043,0.04608094588140982
19,0.043,0.046346210244528924
20,0.043,0.04660116328430533
21,0.043,0.04684595981286122
22,0.043,0.047080770957380905
23,0.043,0.047305782254486
24,0.043,0.047521192037201135
25,0.043,0.04772721004464491
26,0.043,0.047924056193597395
27,0.043,0.048111959460919014
28,0.043,0.04829115683584778
29,0.043,0.0484618923110058
30,0.043,0.04862441589011918
31,0.043,0.048778982598704154
32,0.043,0.04892585149108935
33,0.043,0.049065284653009286
34,0.043,0.04919754620357377
35,0.043,0.049322901303720315
36,0.043,0.049441615180378304
37,0.043,0.049553952176644676
38,0.043,0.049660174838452094
39,0.043,0.049760543047676714
40,0.043,0.04985531321056165
41,0.043,0.04994473750889245
42,0.043,0.05002906321970495
43,0.043,0.0501085321075638
44,0.043,0.05018337989172842
45,0.043,0.05025383578890242
46,0.043,0.050320122130801226
47,0.043,0.05038245405450615
48,0.043,0.05044103926252078
49,0.043,0.05049607784861043
50,0.043,0.05054776218488092
51,0.043,0.05059627686512337
52,0.043,0.0506417986991971
53,0.043,0.05068449675311952
54,0.043,0.05072453242955643
55,0.043,0.05076205958353373
56,0.043,0.050797224668400996
57,0.043,0.050830166907346874
58,0.043,0.05086101848607888
59,0.043,0.05088990476261985
60,0.043,0.05091694449052722
61,0.043,0.050942250052198615
62,0.043,0.050965927699279726
63,0.043,0.050988077797531846
64,0.043,0.05100879507384113
65,0.043,0.051028168863357315
66,0.043,0.05104628335503345
67,0.043,0.051063217834099214
68,0.043,0.05107904692023808
69,0.043,0.051093840800453656
70,0.043,0.05110766545580273
71,0.043,0.05112058288134404
72,0.043,0.051132651298802546
73,0.043,0.051143925361581716
74,0.043,0.051154456351871186
75,0.043,0.05116429236969668
76,0.043,0.05117347851384403
77,0.043,0.05118205705466133
78,0.043,0.05119006759880382
79,0.043,0.0511975472460365
80,0.043,0.05120453073825066
81,0.043,0.05121105060088382
82,0.043,0.051217137276959035
83,0.043,0.05122281925397946
84,0.043,0.05122812318392952
85,0.043,0.051233073996644105
86,0.043,0.05123769500681425
87,0.043,0.05124200801490098
88,0.043,0.051246033402229815
89,0.043,0.0512497902205368
90,0.043,0.051253296276233505
91,0.043,0.05125656820965342
92,0.043,0.051259621569536055
93,0.043,0.05126247088299774
94,0.043,0.05126512972123042
95,0.043,0.05126761076116104
96,0.043,0.051269925843295504
97,0.043,0.05127208602596198
98,0.043,0.051274101636159156
99,0.043,0.05127598231720585
100,0.043,0.05127773707337907
101,0.043,0.05127937431171877
102,0.043,0.0512809018811684
103,0.043,0.05128232710921182
104,0.043,0.051283656836158764
105,0.043,0.051284897447222595
106,0.043,0.05128605490252661
107,0.043,0.05128713476516717
108,0.043,0.05128814222745504
109,0.043,0.051289082135449054
110,0.043,0.051289959011889805
111,0.043,0.05129077707763467
112,0.043,0.05129154027168943
113,0.043,0.05129225226992603
114,0.043,0.05129291650257073
115,0.043,0.05129353617054161
116,0.043,0.05129411426070967
117,0.043,0.05129465356015305
118,0.043,0.051295156669469724
119,0.043,0.05129562601520984
120,0.043,0.05129606386148499
