Time,tau_star,tau_c_star
1,0.041,0.04
2,0.041,0.04031761157556587
3,0.041,0.04063041924729664
4,0.041,0.040938184502348075
5,0.041,0.0412406990862057
6,0.041,0.04153778312333077
7,0.041,0.041829283020225136
8,0.041,0.042115069265775004
9,0.041,0.04239503422009304
10,0.041,0.04266908996178814
11,0.041,0.042937166245115316
12,0.041,0.04319920860287626
13,0.041,0.04345517661809902
14,0.041,0.0437050423771366
15,0.041,0.043948789108552946
16,0.041,0.044186410005672444
17,0.041,0.044417907225645564
18,0.041,0.04464329105406401
19,0.041,0.04486257922132535
20,0.041,0.045075796354929705
21,0.041,0.045282973550559664
22,0.041,0.045484148044051986
23,0.041,0.0456793629661439
24,0.041,0.0458686671621111
25,0.041,0.04605211505906142
26,0.041,0.04622976656466268
27,0.041,0.04640168698241799
28,0.041,0.04656794693020571
29,0.041,0.04672862225061625
30,0.041,0.04688379390358119
31,0.041,0.04703354783383497
32,0.041,0.04717797480780739
33,0.041,0.047317170216550596
34,0.041,0.0474512338431954
35,0.041,0.04758026959515614
36,0.041,0.047704385202817896
37,0.041,0.04782369188771356
38,0.041,0.04793830400421395
39,0.041,0.04804833865950507
40,0.041,0.048153915317119544
41,0.041,0.04825515538954002
42,0.041,0.048352181825424306
43,0.041,0.04844511869684536
44,0.041,0.04853409079162645
45,0.041,0.048619223215417465
46,0.041,0.048700641007636
47,0.041,0.04877846877481805
48,0.041,0.048852830344316825
49,0.041,0.048923848440678395
50,0.041,0.04899164438643032
51,0.041,0.049056337828459994
52,0.041,0.04911804649064479
53,0.041,0.049176885952934235
54,0.041,0.049232969456680264
55,0.041,0.04928640773566593
56,0.041,0.049337308871996444
57,0.041,0.04938577817578542
58,0.041,0.04943191808739067
59,0.041,0.049475828100823335
60,0.041,0.0495176047068657
61,0.041,0.04955734135438226
62,0.041,0.049595128428289455
63,0.041,0.04963105324265724
64,0.041,0.04966520004744519
65,0.041,0.04969765004742303
66,0.041,0.0497284814318861
67,0.041,0.0497577694138471
68,0.041,0.04978558627746274
69,0.041,0.04981200143253654
70,0.041,0.04983708147502294
71,0.041,0.04986089025254278
72,0.041,0.049883488934004065
73,0.041,0.04990493608250345
74,0.041,0.04992528773076278
75,0.041,0.049944597458429774
76,0.041,0.049962916470643264
77,0.041,0.049980293677329785
78,0.041,0.049996775772760585
79,0.041,0.05001240731495559
80,0.041,0.050027230804574004
81,0.041,0.050041286762979816
82,0.041,0.05005461380921482
83,0.041,0.050067248735652124
84,0.041,0.05007922658213953
85,0.041,0.05009058070847494
86,0.041,0.05010134286508542
87,0.041,0.05011154326180772
88,0.041,0.05012121063469154
89,0.041,0.0501303723107673
90,0.041,0.050139054270738594
91,0.041,0.05014728120957528
92,0.041,0.050155076594997246
93,0.041,0.05016246272385084
94,0.041,0.05016946077639049
95,0.041,0.05017609086848693
96,0.041,0.05018237210179084
97,0.041,0.050188322611887506
98,0.041,0.05019395961448283
99,0.041,0.05019929944966589
100,0.041,0.05020435762429641
101,0.041,0.05020914885256836
102,0.041,0.05021368709480304
103,0.041,0.050217985594526476
104,0.041,0.05022205691388692
105,0.041,0.050225912967468936
106,0.041,0.05022956505456071
107,0.041,0.050233023889931
108,0.041,0.050236299633171944
109,0.041,0.05023940191666307
110,0.041,0.05024233987221121
111,0.041,0.050245122156419915
112,0.041,0.0502477569748408
113,0.041,0.050250252104958135
114,0.041,0.05025261491805643
115,0.041,0.05025485240001967
116,0.041,0.050256971171109055
117,0.041,0.05025897750476484
118,0.041,0.05026087734547626
119,0.041,0.050262676325762104
120,0.041,0.05026437978230268
