Time,tau_star,tau_c_star
1,0.055,0.04
2,0.055,0.04052209432984245
3,0.055,0.040968578884409995
4,0.055,0.04135748971127881
5,0.055,0.04170149533140705
6,0.055,0.0420097322718917
7,0.055,0.04228894621043218
8,0.055,0.042544221643024904
9,0.055,0.04277946117650028
10,0.055,0.04299770835972954
11,0.055,0.043201370211794675
12,0.055,0.0433923738922091
13,0.055,0.04357227916152379
14,0.055,0.04374236055356945
15,0.055,0.04390366840464813
16,0.055,0.04405707486729986
17,0.055,0.04420330908975208
18,0.055,0.04434298446217701
19,0.055,0.04447661997399535
20,0.055,0.044604657143211705
21,0.055,0.04472747357561147
22,0.055,0.04484539392898893
23,0.055,0.044958698856784135
24,0.055,0.045067632361147664
25,0.055,0.04517240788052332
26,0.055,0.04527321335981111
27,0.055,0.04537021549412272
28,0.055,0.04546356329455181
29,0.055,0.04555339109236331
30,0.055,0.04563982107378376
31,0.055,0.045722965419147533
32,0.055,0.045802928106059515
33,0.055,0.04587980642539788
34,0.055,0.04595369225060016
35,0.055,0.046024673094151494
36,0.055,0.04609283298007347
37,0.055,0.046158253157152364
38,0.055,0.04622101267438595
39,0.055,0.0462811888374712
40,0.055,0.046338857562951516
41,0.055,0.04639409364477839
42,0.055,0.04644697094643549
43,0.055,0.04649756253036088
44,0.055,0.046545940735140325
45,0.055,0.046592177209800606
46,0.055,0.04663634291348332
47,0.055,0.046678508087812993
48,0.055,0.04671874220837836
49,0.055,0.04675711392091684
50,0.055,0.046793690967025715
51,0.055,0.046828540103517384
52,0.055,0.046861727018889035
53,0.055,0.04689331624978788
54,0.055,0.04692337109982059
55,0.055,0.04695195356257852
56,0.055,0.046979124250326715
57,0.055,0.04700494232943194
58,0.055,0.047029465463281656
59,0.055,0.047052749763167055
60,0.055,0.0470748497473677
61,0.055,0.04709581830847803
62,0.055,0.0471157066888545
63,0.055,0.047134564463931855
64,0.055,0.04715243953305566
65,0.055,0.047169378117401094
66,0.055,0.047185424764492764
67,0.055,0.047200622358803616
68,0.055,0.04721501213788979
69,0.055,0.0472286337135104
70,0.055,0.04724152509718401
71,0.055,0.04725372272964495
72,0.055,0.04726526151368098
73,0.055,0.04727617484985742
74,0.055,0.04728649467465975
75,0.055,0.0472962515006173
76,0.055,0.04730547445800153
77,0.055,0.04731419133772518
78,0.055,0.04732242863510089
79,0.055,0.04733021159414989
80,0.055,0.047337564252182475
81,0.055,0.04734450948440198
82,0.055,0.04735106904831242
83,0.055,0.0473572636277368
84,0.055,0.04736311287627821
85,0.055,0.047368635460079286
86,0.055,0.04737384909975694
87,0.055,0.04737877061140927
88,0.055,0.047383415946609254
89,0.055,0.04738780023131641
90,0.055,0.047391937803652126
91,0.055,0.047395842250497505
92,0.055,0.047399526442884456
93,0.055,0.0474030025701609
94,0.055,0.047406282172920304
95,0.055,0.04740937617469366
96,0.055,0.04741229491240887
97,0.055,0.047415048165628686
98,0.055,0.04741764518458319
99,0.055,0.0474200947170174
100,0.055,0.04742240503387792
101,0.055,0.04742458395386572
102,0.055,0.047426638866884425
103,0.055,0.04742857675641545
104,0.055,0.04743040422085275
105,0.055,0.04743212749383091
106,0.055,0.04743375246358133
107,0.055,0.04743528469135116
108,0.055,0.04743672942892036
109,0.055,0.04743809163525181
110,0.055,0.04743937599230921
111,0.055,0.04744058692007724
112,0.055,0.04744172859081773
113,0.055,0.04744280494259497
114,0.055,0.0474438196921026
115,0.055,0.047444776346823536
116,0.055,0.047445678216553676
117,0.055,0.04744652842431904
118,0.055,0.04744732991671512
119,0.055,0.047448085473696146
120,0.055,0.0474487977178411
