tau_c_min,A,B,MAE
0.091,3.455107294592218e-05,7.142857142857143,0.00926149668117024
0.091,4.9238826317067415e-05,7.142857142857143,0.009358879880819525
0.091,4.9238826317067415e-05,8.16326530612245,0.009360779629410291
0.091,3.455107294592218e-05,6.122448979591837,0.009426514082561963
0.091,2.424462017082331e-05,6.122448979591837,0.009471966393482273
0.091,4.9238826317067415e-05,6.122448979591837,0.009697872324900398
0.091,3.455107294592218e-05,5.1020408163265305,0.009926065464259217
0.091,1.7012542798525893e-05,6.122448979591837,0.00996066970601581
0.091,2.424462017082331e-05,5.1020408163265305,0.00997170698965862
0.091,7.017038286703837e-05,8.16326530612245,0.0099906231776487
0.091,1.1937766417144358e-05,5.1020408163265305,0.009994157399913287
0.091,7.017038286703837e-05,9.183673469387756,0.01002202430730475
0.091,1.7012542798525893e-05,5.1020408163265305,0.010036790317401522
0.091,4.9238826317067415e-05,5.1020408163265305,0.010043044184045627
0.091,2.424462017082331e-05,7.142857142857143,0.010103119383035639
0.091,7.017038286703837e-05,7.142857142857143,0.010161657149285148
