tau_c_min,A,B,MAE
0.092,3.455107294592218e-05,7.142857142857143,0.009458873078224147
0.092,4.9238826317067415e-05,8.16326530612245,0.009636180008032163
0.092,4.9238826317067415e-05,7.142857142857143,0.00971202740756048
0.092,3.455107294592218e-05,6.122448979591837,0.00974155831346582
0.092,2.424462017082331e-05,6.122448979591837,0.009753481068198996
0.092,1.7012542798525893e-05,6.122448979591837,0.009900583897396745
0.092,4.9238826317067415e-05,6.122448979591837,0.01001110102587784
0.092,2.424462017082331e-05,7.142857142857143,0.010022265986824246
0.092,3.455107294592218e-05,8.16326530612245,0.010111154799754943
0.092,4.9238826317067415e-05,9.183673469387756,0.010159399139236658
0.092,1.1937766417144358e-05,5.1020408163265305,0.010174360940531538
0.092,3.455107294592218e-05,5.1020408163265305,0.010193633533557175
0.092,2.424462017082331e-05,5.1020408163265305,0.010226386147343003
0.092,1.7012542798525893e-05,5.1020408163265305,0.010261902664950733
0.092,4.9238826317067415e-05,5.1020408163265305,0.010281132711362263
0.092,4.124626382901348e-06,3.0612244897959187,0.010308478802415139
0.092,7.017038286703837e-05,8.16326530612245,0.010363340409975977
0.092,5.878016072274912e-06,4.081632653061225,0.010394799658961479
