tau_c_min,A,B,MAE
0.087,4.9238826317067415e-05,6.122448979591837,0.008428524217453232
0.087,3.455107294592218e-05,6.122448979591837,0.008692907382636814
0.087,7.017038286703837e-05,7.142857142857143,0.008789176199094584
0.087,3.455107294592218e-05,5.1020408163265305,0.00880258998524677
0.087,4.9238826317067415e-05,7.142857142857143,0.008877471276824677
0.087,2.424462017082331e-05,5.1020408163265305,0.008937929629589572
0.087,4.9238826317067415e-05,5.1020408163265305,0.008963961833047018
0.087,7.017038286703837e-05,8.16326530612245,0.009040845725185844
0.087,7.017038286703837e-05,6.122448979591837,0.009193375459667886
0.087,1.7012542798525893e-05,5.1020408163265305,0.009262542130982807
