A,B,MAE,ks,xs,kw
0.0001,1.0,0.009484140796131144,8.071428571428571,0.9285714285714285,8.0
9.292857142857143e-05,1.0,0.009505243596941331,8.071428571428571,0.9285714285714285,8.0
0.0001,1.0,0.0095164550041514,15.142857142857142,0.8571428571428571,8.0
8.585714285714286e-05,1.0,0.00957192122284497,8.071428571428571,0.9285714285714285,8.0
0.0001,1.0,0.009576715633180641,15.142857142857142,0.8571428571428571,7.428571428571428
9.292857142857143e-05,1.0,0.009595580382998856,15.142857142857142,0.8571428571428571,7.428571428571428
0.0001,1.0,0.009601957785392589,8.071428571428571,0.9285714285714285,7.428571428571428
9.292857142857143e-05,1.0,0.009615763657998641,8.071428571428571,0.9285714285714285,7.428571428571428
8.585714285714286e-05,1.0,0.009623300868351035,8.071428571428571,0.9285714285714285,7.428571428571428
0.0001,2.357142857142857,0.009625459119313345,15.142857142857142,0.7857142857142857,8.0
9.292857142857143e-05,1.0,0.00963021556650285,15.142857142857142,0.8571428571428571,8.0
0.0001,1.0,0.009636703971985,8.071428571428571,1.0,6.285714285714286
0.0001,1.0,0.009650815852546008,8.071428571428571,1.0,6.857142857142857
0.0001,2.357142857142857,0.009653099193796557,22.214285714285715,0.7857142857142857,8.0
9.292857142857143e-05,2.357142857142857,0.009675864734000617,22.214285714285715,0.7857142857142857,8.0
7.878571428571429e-05,1.0,0.009676297147873861,8.071428571428571,0.9285714285714285,7.428571428571428
0.0001,2.357142857142857,0.009688719370767856,29.285714285714285,0.7857142857142857,8.0
0.0001,1.0,0.009690980277486952,8.071428571428571,1.0,7.428571428571428
0.0001,1.0,0.009695648829055322,22.214285714285715,0.8571428571428571,6.857142857142857
8.585714285714286e-05,1.0,0.009705793493116057,15.142857142857142,0.8571428571428571,6.857142857142857
7.878571428571429e-05,1.0,0.009708209233383941,8.071428571428571,0.9285714285714285,8.0
9.292857142857143e-05,1.0,0.009713628937841754,15.142857142857142,0.8571428571428571,6.857142857142857
0.0001,1.0,0.009714303088907247,15.142857142857142,0.8571428571428571,6.857142857142857
9.292857142857143e-05,2.357142857142857,0.009714868494720683,29.285714285714285,0.7857142857142857,8.0
8.585714285714286e-05,1.0,0.009716371708758696,15.142857142857142,0.8571428571428571,7.428571428571428
