A,B,MAE,ks,kw
3.792690190732254e-05,1.0,0.01266384202093194,100.0,15.142857142857142
3.792690190732254e-05,1.0,0.012679418449440984,92.92857142857143,15.142857142857142
3.792690190732254e-05,1.0,0.012726670694256882,85.85714285714286,15.142857142857142
3.792690190732254e-05,1.0,0.012782791017191006,78.78571428571428,15.142857142857142
3.792690190732254e-05,1.0,0.012849148002592806,71.71428571428571,15.142857142857142
3.792690190732254e-05,1.0,0.01292684017218993,64.64285714285714,15.142857142857142
1.8329807108324375e-05,1.0,0.01292785809653887,78.78571428571428,100.0
1.8329807108324375e-05,1.0,0.012928514740482696,85.85714285714286,100.0
1.8329807108324375e-05,1.0,0.012929372973431824,71.71428571428571,100.0
1.8329807108324375e-05,1.0,0.012930448582218734,92.92857142857143,100.0
1.8329807108324375e-05,1.0,0.01293233866859514,78.78571428571428,92.92857142857143
1.8329807108324375e-05,1.0,0.012932894292200856,85.85714285714286,92.92857142857143
1.8329807108324375e-05,1.0,0.012932958832073902,100.0,100.0
1.8329807108324375e-05,1.0,0.012934090336006466,71.71428571428571,92.92857142857143
1.8329807108324375e-05,1.0,0.012934640675994334,64.64285714285714,100.0
1.8329807108324375e-05,1.0,0.012934679316264722,92.92857142857143,92.92857142857143
1.8329807108324375e-05,1.0,0.012937129486348328,100.0,92.92857142857143
1.8329807108324375e-05,1.0,0.012937776848590848,78.78571428571428,85.85714285714286
1.8329807108324375e-05,1.0,0.012938208522605963,85.85714285714286,85.85714285714286
1.8329807108324375e-05,1.0,0.012939399399165755,64.64285714285714,92.92857142857143
1.8329807108324375e-05,1.0,0.012939760455247336,71.71428571428571,85.85714285714286
1.8329807108324375e-05,1.0,0.01293988005570077,92.92857142857143,85.85714285714286
1.8329807108324375e-05,1.0,0.012942213815972547,100.0,85.85714285714286
1.8329807108324375e-05,1.0,0.012944575249998674,78.78571428571428,78.78571428571428
1.8329807108324375e-05,1.0,0.01294481890952349,85.85714285714286,78.78571428571428
1.8329807108324375e-05,1.0,0.012945225480787791,64.64285714285714,85.85714285714286
1.8329807108324375e-05,1.0,0.012946012250219284,57.57142857142857,100.0
1.8329807108324375e-05,1.0,0.01294626501295427,92.92857142857143,78.78571428571428
1.8329807108324375e-05,1.0,0.012946726964042357,71.71428571428571,78.78571428571428
1.8329807108324375e-05,1.0,0.012948457134074061,100.0,78.78571428571428
1.8329807108324375e-05,1.0,0.012950806438519322,57.57142857142857,92.92857142857143
1.8329807108324375e-05,1.0,0.012952357088106334,64.64285714285714,78.78571428571428
1.8329807108324375e-05,1.0,0.012953011017443271,85.85714285714286,71.71428571428571
1.8329807108324375e-05,1.0,0.012953109136277237,78.78571428571428,71.71428571428571
1.8329807108324375e-05,1.0,0.012954100780670394,92.92857142857143,71.71428571428571
1.8329807108324375e-05,1.0,0.012955602393651832,71.71428571428571,71.71428571428571
1.8329807108324375e-05,1.0,0.012955943587044855,100.0,71.71428571428571
1.8329807108324375e-05,1.0,0.012956685177173697,57.57142857142857,85.85714285714286
1.8329807108324375e-05,1.0,0.012961371202360551,64.64285714285714,71.71428571428571
1.8329807108324375e-05,1.0,0.012962788757206974,85.85714285714286,64.64285714285714
