A,B,MAE,ks,kw
3.792690190732254e-05,1.0,0.007632246547902618,43.42857142857143,1.0
3.792690190732254e-05,1.0,0.007637040965605156,36.357142857142854,1.0
3.792690190732254e-05,1.0,0.007664049327151774,50.5,1.0
3.792690190732254e-05,1.0,0.007691081521254108,57.57142857142857,1.0
3.792690190732254e-05,1.0,0.0077125600599770305,64.64285714285714,1.0
3.792690190732254e-05,1.0,0.007729939565878512,71.71428571428571,1.0
3.792690190732254e-05,1.0,0.007739522594257826,1.0,1.0
3.792690190732254e-05,1.0,0.0077438264358523495,78.78571428571428,1.0
3.792690190732254e-05,1.0,0.007754710847498705,85.85714285714286,1.0
3.792690190732254e-05,1.0,0.007762221628210934,29.285714285714285,1.0
3.792690190732254e-05,1.0,0.007763598157515008,92.92857142857143,1.0
3.792690190732254e-05,1.0,0.007771477895583655,100.0,1.0
3.792690190732254e-05,1.0,0.007806939927825923,100.0,8.071428571428571
3.792690190732254e-05,1.0,0.00781753612382997,92.92857142857143,8.071428571428571
3.792690190732254e-05,1.0,0.007829673999104989,85.85714285714286,8.071428571428571
3.792690190732254e-05,1.0,0.007843792222208674,78.78571428571428,8.071428571428571
3.792690190732254e-05,1.0,0.007861040984406362,71.71428571428571,8.071428571428571
3.792690190732254e-05,1.0,0.007883328270392207,64.64285714285714,8.071428571428571
3.792690190732254e-05,1.0,0.007913512337716953,57.57142857142857,8.071428571428571
3.792690190732254e-05,1.0,0.007924905249334705,22.214285714285715,1.0
3.792690190732254e-05,1.0,0.007957577158456186,50.5,8.071428571428571
7.847599703514606e-05,2.357142857142857,0.007984866969909046,1.0,1.0
3.792690190732254e-05,2.357142857142857,0.007999855871217574,100.0,1.0
3.792690190732254e-05,2.357142857142857,0.008000489941179457,92.92857142857143,1.0
3.792690190732254e-05,2.357142857142857,0.008001718386663043,85.85714285714286,1.0
3.792690190732254e-05,2.357142857142857,0.008003935743975385,78.78571428571428,1.0
3.792690190732254e-05,2.357142857142857,0.008008626929311622,71.71428571428571,1.0
7.847599703514606e-05,2.357142857142857,0.008013375441333615,29.285714285714285,1.0
3.792690190732254e-05,2.357142857142857,0.008018516795330558,64.64285714285714,1.0
3.792690190732254e-05,1.0,0.00802662269688002,43.42857142857143,8.071428571428571
3.792690190732254e-05,2.357142857142857,0.00803590101072299,57.57142857142857,1.0
3.792690190732254e-05,2.357142857142857,0.008062820223543123,50.5,1.0
3.792690190732254e-05,2.357142857142857,0.008104175956811274,43.42857142857143,1.0
3.792690190732254e-05,1.0,0.00810552318166129,15.142857142857142,1.0
7.847599703514606e-05,2.357142857142857,0.008110186553208453,36.357142857142854,1.0
7.847599703514606e-05,2.357142857142857,0.008124006393071571,22.214285714285715,1.0
7.847599703514606e-05,1.0,0.008131543679771102,15.142857142857142,1.0
3.792690190732254e-05,2.357142857142857,0.008166253338040556,36.357142857142854,1.0
7.847599703514606e-05,1.0,0.008169941253974834,8.071428571428571,1.0
3.792690190732254e-05,1.0,0.008171564428694465,8.071428571428571,1.0
7.847599703514606e-05,2.357142857142857,0.008182478547890653,43.42857142857143,1.0
3.792690190732254e-05,1.0,0.008183822505601526,36.357142857142854,8.071428571428571
3.792690190732254e-05,2.357142857142857,0.008187468611731665,1.0,1.0
7.847599703514606e-05,2.357142857142857,0.008243595862773703,50.5,1.0
7.847599703514606e-05,1.0,0.008250488288553133,22.214285714285715,1.0
3.792690190732254e-05,2.357142857142857,0.008256659019565887,29.285714285714285,1.0
1.8329807108324375e-05,1.0,0.00826406647322396,100.0,8.071428571428571
7.847599703514606e-05,2.357142857142857,0.00827836334908165,15.142857142857142,1.0
