,08/03/22 00:01:00,08/03/22 00:16:00,08/03/22 00:31:00,08/03/22 00:46:00,08/03/22 01:01:00,08/03/22 01:16:00,08/03/22 01:31:00,08/03/22 01:46:00,08/03/22 02:01:00,08/03/22 02:16:00,08/03/22 02:31:00,08/03/22 02:46:00,08/03/22 03:01:00,08/03/22 03:16:00,08/03/22 03:31:00,08/03/22 03:46:00,08/03/22 04:01:00,08/03/22 04:16:00,08/03/22 04:31:00,08/03/22 04:46:00,08/03/22 05:01:00,08/03/22 05:16:00,08/03/22 05:31:00,08/03/22 05:46:00,08/03/22 06:01:00,08/03/22 06:16:00,08/03/22 06:31:00,08/03/22 06:46:00,08/03/22 07:01:00,08/03/22 07:16:00,08/03/22 07:31:00,08/03/22 07:46:00,08/03/22 08:01:00,08/03/22 08:16:00,08/03/22 08:31:00,08/03/22 08:46:00,08/03/22 09:01:00,08/03/22 09:16:00,08/03/22 09:31:00,08/03/22 09:46:00,08/03/22 10:01:00,08/03/22 10:16:00,08/03/22 10:31:00,08/03/22 10:46:00,08/03/22 11:01:00,08/03/22 11:16:00,08/03/22 11:31:00,08/03/22 11:46:00,08/03/22 12:01:00,08/03/22 12:16:00,08/03/22 12:31:00,08/03/22 12:46:00,08/03/22 13:01:00,08/03/22 13:16:00,08/03/22 13:31:00,08/03/22 13:46:00,08/03/22 14:01:00,08/03/22 14:16:00,08/03/22 14:31:00,08/03/22 14:46:00,08/03/22 15:01:00,08/03/22 15:16:00,08/03/22 15:31:00,08/03/22 15:46:00,08/03/22 16:01:00,08/03/22 16:16:00,08/03/22 16:31:00,08/03/22 16:46:00,08/03/22 17:01:00,08/03/22 17:16:00,08/03/22 17:31:00,08/03/22 17:46:00,08/03/22 18:01:00,08/03/22 18:16:00,08/03/22 18:31:00,08/03/22 18:46:00,08/03/22 19:01:00,08/03/22 19:16:00,08/03/22 19:31:00,08/03/22 19:46:00,08/03/22 20:01:00,08/03/22 20:16:00,08/03/22 20:31:00,08/03/22 20:46:00,08/03/22 21:01:00,08/03/22 22:01:00,08/03/22 22:46:00,08/03/22 23:01:00,08/03/22 23:16:00,08/03/22 23:31:00,08/03/22 23:46:00,08/04/22 00:01:00
max_amp,0.00018537269595493905,0.00023270976025812837,0.0002108723340457929,0.00019700275011801525,0.00016805400852608736,0.0001546564891158384,0.0001938644440446577,0.00020264114512549624,0.00019866459671683342,0.0001867604333476362,0.00020837188767797144,0.00018353970837126652,0.00020936859517182958,0.0001852569829274289,0.0001751507181212179,0.0001715482944751872,0.00017673716008239826,0.00019637076931666118,0.0001664412099907542,0.0001807083074845458,0.0001793883704802585,0.0001867230319370022,0.00018824238243420936,0.0001886478147081671,0.000178395275797466,0.00015901603877713767,0.00015242073942370313,0.0001442418053868039,0.00015483574898406035,0.00017610838130278672,0.00013201291674143863,0.00014515855179974034,0.00019055428684662198,0.00017314281508744027,0.000163479767775702,0.0001486816913429343,0.0001632052034580725,0.00018108500813867763,0.00015822996518507218,0.00014219407443118892,0.00020777208421171855,0.00015485884177734793,0.0001590078196843687,0.00016547444875879847,0.00013596747853253553,0.00016735328567889468,0.00016327029398425813,0.0001665100863510637,0.0002038819270128454,0.00017361425916484187,0.00017789774261242966,0.0001811543320889302,0.0001890917448627934,0.0001428308350559065,0.00011972913773338772,0.0001651981641272965,0.00016563612317430893,0.00019567367270773684,0.00027420237397223846,0.000990811128042643,0.04748523318579283,0.031536988311853593,0.021565325732785454,0.014578087172610287,0.015359884677157029,0.02101271900138061,0.019097675076369156,0.0160769968636229,0.014817583191203175,0.013382112021498542,0.011309538297092015,0.008319060356580749,0.00608456368436535,0.005616431886883502,0.00516064096981788,0.0031860719122005494,0.003578996146419859,0.002420603558717649,0.0019188170486657834,0.001993740964040337,0.002307303767107243,0.002238989998284281,0.0019148158478131437,0.001597876122142858,0.0015774699553753886,0.0017335608664454767,0.001764208073858544,0.001826915049461191,0.0015443133918119438,0.0013294292603249064,0.001674578111454472,0.0013867251693717886
mean_amp,0.00013349783721398396,0.0001560218311799598,0.00014922470634414988,0.00014022070394433992,0.00011630397155951009,0.00011371087212165353,0.00013485758563959238,0.00013454500701432127,0.0001340698141566094,0.0001266889255889698,0.0001340126769570577,0.00014419486509605658,0.0001361992049025014,0.00013494792641175157,0.00011564191700655649,0.00012100413887017446,0.00013040073006056303,0.0001296669517689257,0.00012555773145615944,0.00011485089417592116,0.00011991844585148606,0.00012551875155069662,0.00013677129142965525,0.00012594853554994233,0.00012124281060624009,0.00011125166226067738,0.00010660041261614457,0.00010326454055996328,0.00010873827243865996,0.00010864918048549528,9.81127351547671e-05,0.00010226258375244649,0.00012060691241237237,0.00012166512872586964,0.00010884132800476623,0.00011016969505768852,0.00012723823762096257,0.00012505861892009627,0.000104995276041878,0.00010314834875711975,0.00013197257791359223,0.00011580375577848191,0.00010751520600859299,0.00011340107029858127,9.97755729518043e-05,0.00010093045176752039,0.00011443884018933213,0.00011312710042669321,0.00011749078459367958,0.00012244974936348314,0.00012249242214350763,0.00011299790186233094,0.00011005160724914175,0.00010445569856490281,9.02220905813034e-05,9.057732730171946e-05,9.811807461536853e-05,0.0001133249774779828,0.0001279182240050959,0.0005742410091069461,0.03145349005808163,0.02409811683863137,0.01611782834937124,0.00996821276137207,0.012080436127311533,0.016020238926604688,0.013943118129850912,0.012097430332488833,0.01103190473427553,0.010066473324127948,0.008379081553285896,0.006145582682351395,0.004473528006452577,0.003958909104269932,0.0031966923437649988,0.0022187853981984256,0.002077808033959306,0.0016646944595864073,0.0012801626056289617,0.0013665070148249467,0.0015134133656402747,0.001444337169114392,0.0012889623787154137,0.0012454742949245404,0.0012062088875679144,0.0012560011824030522,0.0012696998036887989,0.0013643273216436605,0.0011598990087914637,0.0009891073585588013,0.0011169140235517381,0.0010528599958794975
median_amp,0.00013130885560488974,0.00015280582471962077,0.00014490414879681583,0.00013754790592561172,0.00011155301468855665,0.00010976091580731611,0.0001287250207844564,0.0001306585261096571,0.00012886088644232136,0.00012458950042748367,0.0001291089803921664,0.00014278316557924943,0.00013344242147679162,0.00012995852899794815,0.00011451068202126478,0.0001171527606068091,0.00012808603037466648,0.00012640996803091396,0.0001247677671940994,0.00011352009276574765,0.00011543834204754761,0.00012572080200851554,0.00013255958529684786,0.00012269953694439773,0.00012002282342563171,0.00010912024190447522,0.00010493215238037055,0.00010155914361688158,0.00010528233695715006,0.00010602325554704087,9.715797685638078e-05,0.000100444497364875,0.00011913617966401712,0.00011876912544284571,0.00010456873891414206,0.00010887697013985351,0.00012149129122059497,0.00012226151268388235,9.933539905757462e-05,0.00010032045702702136,0.0001267548763897595,0.00011456298619264181,0.00010543068203539753,0.00011058252156371731,9.518544582112372e-05,9.703799851791642e-05,0.00011101180112501443,0.00010909874705243547,0.0001162789346059658,0.00011864520593373938,0.00012032852482108097,0.0001088019075380642,0.0001056573412270569,0.00010175963234173994,8.939596072835761e-05,9.087369093076575e-05,9.434181866799666e-05,0.00010937446236823758,0.000124254443177886,0.0005624150262716241,0.0321817263864554,0.023764760523093793,0.01590974033256976,0.009796887790689362,0.011973464391072199,0.015721419542860073,0.014072170299841947,0.011939563812645129,0.011013939227234539,0.009955572999654359,0.008306000010695733,0.006125145846249048,0.004406344730090917,0.0038807919228477494,0.003036591485981499,0.0021642838297049856,0.0020525052815673003,0.0016353029060301473,0.001248943272975818,0.0013168196573382187,0.0015071961076600512,0.0014032896290059574,0.0012910902942695071,0.0012623469447817974,0.0012008602997067126,0.0012333827421577895,0.0012282793795451402,0.0013553501612249088,0.0011519528124467801,0.000982665697239904,0.001080503287948818,0.001041233933227565
impulses_ch6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
impulses_ch5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,5,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
impulses_ch4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1921,499,168,42,47,168,97,56,58,35,16,8,4,3,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
impulses_ch3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,16204,18331,8259,2355,3927,7581,5660,3928,3133,2504,1562,596,269,168,115,27,69,29,11,22,21,13,10,5,7,0,12,9,3,0,6,0
impulses_ch2,1,1,1,1,0,1,2,1,1,0,1,0,0,1,0,0,2,1,1,0,3,0,0,0,3,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,2,1,0,0,0,0,0,0,1,3,8,196,28354,29155,36098,32118,35266,35415,35926,35695,33509,32091,27895,17609,9152,7229,3960,1724,1334,946,473,624,772,730,581,560,492,434,511,585,360,228,302,231
impulses_ch1,55,89,88,69,55,34,117,76,55,66,72,72,45,50,39,47,55,64,53,26,59,65,59,51,53,45,38,32,39,36,36,39,62,40,42,37,70,41,20,36,58,35,42,46,28,39,62,38,39,42,48,52,36,41,31,25,33,94,135,2650,10270,8578,13400,21525,18151,13421,15393,17640,19633,21051,25031,31476,37644,41774,42014,32489,25272,17483,10082,10062,12314,11586,9797,9026,9282,10189,10483,11448,8603,6603,7645,7372
max_env_ch6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.042850862217219655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
