Date time, TauStarC
727365.8271,0.168563485442151
727366.3056,0.172530217252803
727375.6215,0.217143317246432
727376.4903,0.163214048244776
727377.9431,0.156153761786442
727391.7368,0.171537906632263
727393.4139,0.127141479039246
727393.9924,0.152391724643221
727403.5785,0.226276452997579
727405.3285,0.164627088669088
727452.834,0.157565161506116
727464.2361,0.152861841950178
727468.2222,0.156153761786442
727471.5604,0.134599095071993
727677.3688,0.170050220438328
727682.6583,0.158035689029052
727710.8611,0.168068121495923
727725.6271,0.135532042797528
727726.3306,0.146753286187564
727797.7458,0.0920989079224006
727806.0188,0.102624895753695
727807.8083,0.121190596728466
727811.3215,0.138405344116335
727811.5174,0.162743104771916
727825.9382,0.129004887232416
728005.7778,0.0826658225821865
728025.366,0.140371898095056
728052.7556,0.15004168689475
728079.7764,0.152861841950178
728082.6632,0.131335084416412
728091.7521,0.126598563009684
728097.4083,0.196996643014144
728097.5813,0.185742865777905
728103.7486,0.175499798515545
728115.8889,0.153332004889781
728116.0743,0.210743900834608
728120.916,0.171041906616335
728125.1111,0.154742714385831
728127.7236,0.143818249713303
728128.175,0.149101945957569
728128.7556,0.154272432546509
728141.2104,0.174516094785296
728151.6681,0.2452663425395
728168.7528,0.170546021518221
728176.2049,0.104641633377931
728185.9465,0.176473951962283
728379.1188,0.140863868262615
728409.7875,0.170546021518221
728433.0806,0.17842315812946
728438.8688,0.198467151981397
728440.9778,0.177448411219419
728443.3028,0.190142240459353
728454.0424,0.177935750828236
728454.2632,0.185254394192788
728481.8965,0.186231414293451
728514.7243,0.156153761786442
728516.909,0.142832953698394
728519.8285,0.146753286187564
728523.9972,0.149101945957569
728524.0965,0.154742714385831
728524.2236,0.167077719323394
728539.1438,0.18330119648318
728545.7563,0.18818626911315
728551.7882,0.200428726825306
728551.9042,0.16559289189921
728552.8979,0.157565161506116
728706.175,0.151921635687436
728736.3451,0.139880074700561
728774.7299,0.147692630845438
728792.1917,0.150981577870158
728797.8347,0.152861841950178
728809.734,0.150511609247579
728811.5813,0.164627088669088
728851.9146,0.22916347317788
728851.9431,0.185742865777905
728853.7493,0.190631407842762
728854.6396,0.149571793211646
728862.9299,0.0882301576834862
728871.7208,0.114483748407238
728879.9611,0.129936839799949
728883.6792,0.191120634556575
728884.4285,0.190631407842762
728885.1861,0.174019466106014
728891.3854,0.148632127532492
728891.6278,0.142340499649592
728899.0938,0.139880074700561
728900.1153,0.163685018635321
728909.7313,0.156153761786442
728915.7653,0.157565161506116
728930.0069,0.151921635687436
729111.1326,0.132267456915775
729111.3583,0.123349132422273
729153.8014,0.120113662716616
729157.8132,0.146753286187564
729164.8361,0.127141479039246
729170.8007,0.134132688662717
729172.3479,0.122269083763379
729172.7194,0.121729640194954
729172.9028,0.123889750254842
729173.1222,0.121190596728466
729186.8458,0.134132688662717
729188.834,0.0991324511818298
729198.2951,0.110146846091361
729208.7319,0.142340499649592
729211.7153,0.138405344116335
729214.0382,0.126056030119139
729215.1257,0.162272204622197
729216.8083,0.167077719323394
729216.9563,0.158506260990061
729236.2771,0.165098171827217
729236.3653,0.190142240459353
729240.559,0.161330501720183
729248.9285,0.18330119648318
729249.109,0.181837042638252
729264.8542,0.160388940255479
729265.1153,0.155213024178135
729265.2063,0.155213024178135
729477.4826,0.155213024178135
729506.2903,0.144804050474643
729507.1736,0.148162355775357
729509.0472,0.149101945957569
729509.125,0.143325549741972
729509.7583,0.148162355775357
729548.9701,0.152391724643221
729557.7361,0.158976877229867
729563.2792,0.148632127532492
729576.7139,0.145297131116208
729577.0833,0.162743104771916
729577.8792,0.151451592523573
729589.0806,0.158035689029052
729589.3556,0.158035689029052
729589.7681,0.157565161506116
729590.0188,0.168563485442151
729596.9069,0.155213024178135
729597.1514,0.154742714385831
729597.2667,0.156624189363532
729627.8174,0.157565161506116
729630.6174,0.164156032110092
729645.9458,0.162272204622197
729916.6694,0.149101945957569
729917.3208,0.144311089768094
729918.7583,0.148632127532492
729943.725,0.135532042797528
729949.7444,0.124430729803772
729963.9708,0.138896796875
729989.3076,0.141848169915902
729989.884,0.15709466161761
729989.9722,0.170546021518221
730003.2764,0.196016644845821
730009.1667,0.143325549741972
730009.3542,0.15709466161761
730009.9688,0.169058967571356
730010.0778,0.183789386069699
730027.0563,0.147222934983435
730171.5715,0.123889750254842
730172.409,0.117964572821101
730172.4965,0.134132688662717
730217.334,0.171537906632263
730251.9056,0.161330501720183
730252.1271,0.183789386069699
730253.0917,0.174019466106014
730253.8701,0.17696115491208
730254.359,0.181349125891947
730254.6965,0.174019466106014
730261.2257,0.170050220438328
730279.2903,0.175499798515545
730281.7549,0.182813070925714
730282.1215,0.181349125891947
730285.009,0.18818626911315
730292.3653,0.186720024847095
730313.2118,0.181837042638252
730313.3035,0.196016644845821
730313.4194,0.193567802067406
730343.5354,0.17988582839577
730344.9056,0.162743104771916
730360.4875,0.162743104771916
730383.6576,0.160388940255479
730383.9694,0.161801331390163
730387.116,0.163214048244776
730393.5674,0.156624189363532
733179.841,0.185454664803135
733183.8993,0.083407201595948
733205.8472,0.129126020881116
733213.8222,0.268364779083843
733218.7889,0.0580304233164501
733224.8639,0.114839005877294
733226.7708,0.105614462363022
733226.9403,0.104429177258537
733227.05,0.10403493843973
733227.5854,0.111004232447757
733228.4333,0.109199141421381
733232.4799,0.109801966902396
733232.8521,0.122047865220438
733241.8319,0.230220386324541
733244.9299,0.031418651280581
733245.0333,0.0968210654784658
733246.8889,0.0413658434712666
733247.8861,0.147222934983435
733253.0194,0.135191496957824
733261.9229,0.140524407333078
733262.1333,0.147838239917813
733262.6507,0.157932179137997
733283.7069,0.136956945957569
733288.8625,0.135841564889144
733303.1563,0.14850263331422
733303.4208,0.154568706039755
733303.6861,0.152885350248471
733465.2632,0.0719495504188965
733479.5965,0.127937997897554
733520.0986,0.137147822215851
733527,0.138361113340979
733562.916,0.147377934027778
733569.8021,0.118195300633919
733571.8688,0.109801966902396
733572.0285,0.155636335451707
733591.9028,0.186969246304791
733592.8375,0.169812279880224
733600.7938,0.118544214369903
733609.5785,0.15456400476236
733609.7799,0.142778789978338
733621.7382,0.153327302497452
733635.5243,0.14502592858053
733636.025,0.176561648190622
733643.8118,0.168360376688328
733657.9938,0.152730194794852
733658.0028,0.159160424311927
733658.2701,0.161302250732671
733664.534,0.166746026455785
733869.6965,0.0826423883473496
733877.6493,0.0762646769957314
733882.8493,0.141178776997324
733919.8757,0.189247247467508
733920.0625,0.160073548117355
733939.816,0.185928506386978
733940.3139,0.130943524863022
733943.0813,0.115244485776631
733943.8382,0.136105877691769
733958.7764,0.196276325815494
733960.4313,0.102203340739679
733961.8563,0.0919893670361876
733963.9736,0.110399534116972
733969.366,0.134585104644495
733971.7444,0.136995590675968
733972.5576,0.17303646613787
733977.8278,0.158539218829638
733978.7167,0.168518904497961
733978.9674,0.144054811178007
733988.5667,0.153647030772171
733988.6188,0.167874961694062
733988.7208,0.16406183382709
733988.8785,0.172232480807212
733995.7333,0.174009533400229
733995.8597,0.167389640752421
734017.8993,0.15808745373025
734018.6354,0.151202472684123
734020.8667,0.14502592858053
734020.9167,0.165617628376656
734218.409,0.074457192979103
734218.5542,0.0859752342157238
734260.8132,0.126978558470311
734260.8361,0.139417860123598
734260.9,0.133069428118629
734288.3764,0.133978784562946
734288.5771,0.133372517201835
734288.6069,0.143424080657492
734288.8667,0.133069428118629
734288.9243,0.14406465691896
734289.0146,0.133069428118629
734295.85,0.168840941880097
734296.1535,0.167874961694062
734308.391,0.156708864599261
734330.6653,0.184521811767329
734331.7701,0.187360209209353
734336.7771,0.155457601538609
734336.8014,0.195614923547401
734336.841,0.189080986795999
734342.4431,0.174009533400229
734342.5917,0.152269492784786
734343.1896,0.14406465691896
734346.0444,0.147988558151758
734346.1764,0.171101420584862
734346.2431,0.177672586725917
734348.3611,0.175295255877294
734348.4604,0.196599720470183
734349.2736,0.176561648190622
734351.8451,0.194684267408894
734352.5521,0.148599245667686
734353.1243,0.140858943441004
734355.8118,0.159160424311927
734355.9458,0.165780918147936
734361.9201,0.151507986111111
734362.0979,0.165944217396152
734364.9813,0.152730194794852
734377.9938,0.16283728473815
734378.591,0.0946706465022936
734380.1799,0.0335902798165138
734380.7792,0.142621180077727
734380.9097,0.162987983881244
734393.8549,0.206015090309633
734394.1153,0.1727138408671
734394.3722,0.175295255877294
734406.2951,0.165459306033384
734597.3083,0.149365059250765
734621.8139,0.1354947273987
734626.3271,0.108002520944827
734637.6875,0.13686176207314
734643.716,0.155485825688073
734644.6819,0.112414666395897
734650.2444,0.139255638697757
734654.8326,0.138778824780199
734670.75,0.139737470852446
734670.9549,0.130491433247324
734672.0542,0.160384233801605
734672.4958,0.16283728473815
734676.7278,0.181324730106397
734683.525,0.151178981348751
734683.9257,0.133218636834225
734694.6306,0.205857901615061
734697.7486,0.166265893141565
734701.6778,0.149365054074286
734703.8521,0.163755673340341
734704.4396,0.169970909945209
734708.0389,0.164674193504715
734722.3472,0.171101424646407
734725.0174,0.151963938264526
734730.1146,0.159466357909658
734985.5347,0.0498620755606524
734986.3729,0.0434882190685525
734987.5396,0.0862746276917686
734994.2743,0.151202478497706
734994.2986,0.17336408543578
735023.7035,0.149365054074286
735028.234,0.150896983068935
735042.2222,0.136105884062819
735045.5653,0.155942084368629
735097.1826,0.163600244966871
735106.0229,0.171647043434633
735106.8396,0.165281206995413
735124.1271,0.165296048356269
735131.0368,0.168518904338685
735134.8236,0.161457618262615
735138.9979,0.172391272776504
735385.7479,0.155481669687125
735385.9132,0.157724782678838
735386.6493,0.174979154995185
735387.1306,0.201766509206325
735415.175,0.175842954374768
735418.7778,0.193271165068747
735433.6021,0.138290768630991
735444.4104,0.170598351268005
735444.616,0.19536262975737
735473.484,0.195752432202611
735485.9569,0.170154423032376
735746.2278,0.180243659416775
735760.9375,0.219338962027049
735762.7924,0.186593089436122
735773.6146,0.16866670576518
735774.2021,0.193139739376272
735792.284,0.190493274989375
735802.1319,0.18700011400988
735802.409,0.189959810373717
735806.5347,0.200374225966934
735808.7535,0.210422650065444
735810.9375,0.176845688813622
735822.1042,0.166108766018346
735840.6903,0.184133130446004
735842.7451,0.135746398950344
735843.0688,0.174111314497493
735852.3986,0.14872945611626
735867.0389,0.157406184350694
736025.3201,0.173821126249088
736052.9521,0.166260260379611
736071.9007,0.163666878858959
736082.1486,0.151728745855606
736085.4361,0.155320278443514
736085.9194,0.159151027714725
736086.2,0.165653498927524
736110.3049,0.156607014416623
736133.9854,0.158201545233012
736138.0229,0.149400872252207
736462.7632,0.161967952629319
736463.4486,0.182059232609803
736488.6472,0.166411624645598
736489.1069,0.0792852599256676
736490.3479,0.159623770784392
736497.8847,0.162278096045528
736498.0028,0.17512340063444
736522.9653,0.16443364262689
736523.9264,0.159151027714725
736524.7486,0.162742265686126
736546.9431,0.161034142719748
736547.2431,0.164127342592511
736560.766,0.169114317087492
736560.9035,0.153697577966004
736578.2083,0.166864940277161
736578.3549,0.174111314497493
736578.4715,0.174256237675391
