storm,tauc,tauc*,date
st2,12.67892592,0.017949187,8/3/2022 15:01
st3,21.08342828,0.029847196,8/8/2022 14:31
st4,20.13153875,0.028499634,7/29/2023 14:45
st5,,,
st6,,,
st7,2.060445487,0.002916913,9/14/2023 22:45
sp,66.6557232,0.094362568,4/28/2023 3:00
