time,taum,tau*
3/2/2023 15:00,3.878679674,0.0055
3/2/2023 15:15,2.882992075,0.0041
3/2/2023 15:30,4.946630151,0.007
3/2/2023 15:45,4.946630151,0.007
3/2/2023 16:00,4.946630151,0.007
3/2/2023 16:15,2.343658254,0.0033
3/2/2023 16:30,2.546942543,0.0036
3/2/2023 16:45,2.653942833,0.0038
3/2/2023 17:00,2.766400111,0.0039
3/2/2023 17:15,2.766400111,0.0039
3/2/2023 17:30,2.882992075,0.0041
3/2/2023 17:45,3.36806233,0.0048
3/2/2023 18:00,4.946630151,0.007
3/2/2023 18:15,5.519351521,0.0078
3/2/2023 18:30,7.312303704,0.0104
3/2/2023 18:45,8.566640628,0.0121
3/2/2023 19:00,6.694025856,0.0095
3/2/2023 19:15,8.566640628,0.0121
3/2/2023 19:30,6.694025856,0.0095
3/2/2023 19:45,8.566640628,0.0121
3/2/2023 20:00,8.566640628,0.0121
3/2/2023 20:15,10.52993432,0.0149
3/2/2023 20:30,7.301694475,0.0103
3/2/2023 20:45,6.694025856,0.0095
3/2/2023 21:00,8.566640628,0.0121
3/2/2023 21:15,8.566640628,0.0121
3/2/2023 21:30,8.566640628,0.0121
3/2/2023 21:45,10.52993432,0.0149
3/2/2023 22:00,10.52993432,0.0149
3/2/2023 22:15,12.54962538,0.0178
3/2/2023 22:30,6.694025856,0.0095
3/2/2023 22:45,8.566640628,0.0121
3/2/2023 23:00,12.54962538,0.0178
3/2/2023 23:15,7.301694475,0.0103
3/2/2023 23:30,9.209599065,0.013
3/2/2023 23:45,14.6021538,0.0207
3/3/2023 0:00,13.9184057,0.0197
3/3/2023 0:15,15.987649,0.0226
3/3/2023 0:30,13.9184057,0.0197
3/3/2023 0:45,13.9184057,0.0197
3/3/2023 1:00,11.87587172,0.0168
3/3/2023 1:15,15.987649,0.0226
3/3/2023 1:30,15.987649,0.0226
3/3/2023 1:45,15.987649,0.0226
3/3/2023 2:00,15.987649,0.0226
3/3/2023 2:15,11.87587172,0.0168
3/3/2023 2:30,15.987649,0.0226
3/3/2023 2:45,12.54962538,0.0178
3/3/2023 3:00,13.9184057,0.0197
3/3/2023 3:15,12.54962538,0.0178
3/3/2023 3:30,13.9184057,0.0197
3/3/2023 3:45,13.9184057,0.0197
3/3/2023 4:00,12.54962538,0.0178
3/3/2023 4:15,15.987649,0.0226
3/3/2023 4:30,13.9184057,0.0197
3/3/2023 4:45,15.987649,0.0226
3/3/2023 5:00,15.987649,0.0226
3/3/2023 5:15,15.987649,0.0226
3/3/2023 5:30,13.9184057,0.0197
3/3/2023 5:45,15.987649,0.0226
3/3/2023 6:00,13.9184057,0.0197
3/3/2023 6:15,15.987649,0.0226
3/3/2023 6:30,15.987649,0.0226
3/3/2023 6:45,19.45586122,0.0275
3/3/2023 7:00,19.45586122,0.0275
3/3/2023 7:15,18.06611208,0.0256
3/3/2023 7:30,19.45586122,0.0275
3/3/2023 7:45,19.45586122,0.0275
3/3/2023 8:00,18.06611208,0.0256
3/3/2023 8:15,14.6021538,0.0207
3/3/2023 8:30,16.6764369,0.0236
3/3/2023 8:45,15.97578169,0.0226
3/3/2023 9:00,14.6021538,0.0207
3/3/2023 9:15,11.20612373,0.0159
3/3/2023 9:30,14.6021538,0.0207
3/3/2023 9:45,3.36806233,0.0048
3/3/2023 10:00,4.946630151,0.007
3/3/2023 10:15,2.999484758,0.0042
3/3/2023 10:30,6.089034242,0.0086
3/3/2023 10:45,2.999484758,0.0042
3/3/2023 11:00,6.089034242,0.0086
3/3/2023 11:15,6.099162957,0.0086
3/3/2023 11:30,6.089034242,0.0086
3/3/2023 11:45,2.766400111,0.0039
3/3/2023 12:00,2.247064306,0.0032
3/3/2023 12:15,2.766400111,0.0039
3/3/2023 12:30,2.999484758,0.0042
3/3/2023 12:45,2.5487565,0.0036
3/3/2023 13:00,2.5487565,0.0036
3/3/2023 13:15,2.766400111,0.0039
3/3/2023 13:30,2.766400111,0.0039
3/3/2023 13:45,3.001562931,0.0042
3/3/2023 14:00,2.44355038,0.0035
3/3/2023 14:15,2.766400111,0.0039
3/3/2023 14:30,5.509495866,0.0078
3/3/2023 14:45,5.509495866,0.0078
3/3/2023 15:00,2.766400111,0.0039
3/3/2023 15:15,2.655819812,0.0038
3/3/2023 15:30,2.655819812,0.0038
3/3/2023 15:45,6.099162957,0.0086
3/3/2023 16:00,4.402110956,0.0062
3/3/2023 16:15,2.766400111,0.0039
3/3/2023 16:30,2.152228212,0.003
3/3/2023 16:45,2.546942543,0.0036
3/3/2023 17:00,3.36806233,0.0048
3/3/2023 17:15,2.880982424,0.0041
3/3/2023 17:30,3.36806233,0.0048
3/3/2023 17:45,4.402110956,0.0062
3/3/2023 18:00,4.402110956,0.0062
3/3/2023 18:15,9.220765336,0.0131
3/3/2023 18:30,4.402110956,0.0062
3/3/2023 18:45,7.933815557,0.0112
3/3/2023 19:00,7.312303704,0.0104
3/3/2023 19:15,13.22696557,0.0187
3/3/2023 19:30,9.209599065,0.013
3/3/2023 19:45,9.209599065,0.013
3/3/2023 20:00,7.301694475,0.0103
3/3/2023 20:15,9.209599065,0.013
3/3/2023 20:30,7.301694475,0.0103
3/3/2023 20:45,9.209599065,0.013
3/3/2023 21:00,7.301694475,0.0103
3/3/2023 21:15,9.209599065,0.013
3/3/2023 21:30,10.52993432,0.0149
3/3/2023 21:45,9.209599065,0.013
3/3/2023 22:00,7.301694475,0.0103
3/3/2023 22:15,6.099162957,0.0086
3/3/2023 22:30,9.872381543,0.014
3/3/2023 22:45,6.694025856,0.0095
3/3/2023 23:00,7.933815557,0.0112
3/3/2023 23:15,13.22696557,0.0187
3/3/2023 23:30,11.19461688,0.0158
3/3/2023 23:45,11.19461688,0.0158
3/4/2023 0:00,6.099162957,0.0086
3/4/2023 0:15,7.933815557,0.0112
3/4/2023 0:30,9.220765336,0.0131
3/4/2023 0:45,9.872381543,0.014
3/4/2023 1:00,9.209599065,0.013
3/4/2023 1:15,13.22696557,0.0187
3/4/2023 1:30,8.566640628,0.0121
3/4/2023 1:45,9.86108334,0.014
3/4/2023 2:00,13.90664004,0.0197
3/4/2023 2:15,13.22696557,0.0187
3/4/2023 2:30,11.87587172,0.0168
3/4/2023 2:45,11.87587172,0.0168
3/4/2023 3:00,15.28813691,0.0216
3/4/2023 3:15,15.28813691,0.0216
3/4/2023 3:30,15.28813691,0.0216
3/4/2023 3:45,13.22696557,0.0187
3/4/2023 4:00,11.8642878,0.0168
3/4/2023 4:15,15.28813691,0.0216
3/4/2023 4:30,13.22696557,0.0187
3/4/2023 4:45,11.19461688,0.0158
3/4/2023 5:00,15.28813691,0.0216
3/4/2023 5:15,13.9184057,0.0197
3/4/2023 5:30,15.28813691,0.0216
3/4/2023 5:45,13.22696557,0.0187
3/4/2023 6:00,15.2999806,0.0217
3/4/2023 6:15,15.2999806,0.0217
3/4/2023 6:30,15.2999806,0.0217
3/4/2023 6:45,15.2999806,0.0217
3/4/2023 7:00,13.23867651,0.0187
3/4/2023 7:15,15.2999806,0.0217
3/4/2023 7:30,15.987649,0.0226
3/4/2023 7:45,11.87587172,0.0168
3/4/2023 8:00,13.23867651,0.0187
3/4/2023 8:15,11.87587172,0.0168
3/4/2023 8:30,11.87587172,0.0168
3/4/2023 8:45,10.52993432,0.0149
3/4/2023 9:00,13.90664004,0.0197
3/4/2023 9:15,10.52993432,0.0149
3/4/2023 9:30,10.52993432,0.0149
3/4/2023 9:45,3.869827791,0.0055
3/4/2023 10:00,2.343658254,0.0033
3/4/2023 10:15,5.509495866,0.0078
3/4/2023 10:30,5.509495866,0.0078
3/4/2023 10:45,3.001562931,0.0042
3/4/2023 11:00,5.509495866,0.0078
3/4/2023 11:15,3.869827791,0.0055
3/4/2023 11:30,2.655819812,0.0038
3/4/2023 11:45,2.343658254,0.0033
3/4/2023 12:00,2.343658254,0.0033
3/4/2023 12:15,2.44355038,0.0035
3/4/2023 12:30,2.766400111,0.0039
3/4/2023 12:45,1.88950475,0.0027
3/4/2023 13:00,2.44355038,0.0035
3/4/2023 13:15,2.152228212,0.003
3/4/2023 13:30,3.869827791,0.0055
3/4/2023 13:45,2.999484758,0.0042
3/4/2023 14:00,3.36806233,0.0048
3/4/2023 14:15,2.653942833,0.0038
3/4/2023 14:30,2.999484758,0.0042
3/4/2023 14:45,3.001562931,0.0042
3/4/2023 15:00,2.880982424,0.0041
3/4/2023 15:15,2.44355038,0.0035
3/4/2023 15:30,2.880982424,0.0041
3/4/2023 15:45,2.880982424,0.0041
3/4/2023 16:00,3.001562931,0.0042
3/4/2023 16:15,2.655819812,0.0038
3/4/2023 16:30,2.655819812,0.0038
3/4/2023 16:45,3.878679674,0.0055
3/4/2023 17:00,3.001562931,0.0042
3/4/2023 17:15,3.001562931,0.0042
3/4/2023 17:30,2.655819812,0.0038
3/4/2023 17:45,5.519351521,0.0078
3/4/2023 18:00,3.878679674,0.0055
3/4/2023 18:15,5.519351521,0.0078
3/4/2023 18:30,7.312303704,0.0104
3/4/2023 18:45,4.946630151,0.007
3/4/2023 19:00,8.566640628,0.0121
3/4/2023 19:15,6.694025856,0.0095
3/4/2023 19:30,7.312303704,0.0104
3/4/2023 19:45,5.519351521,0.0078
3/4/2023 20:00,8.566640628,0.0121
3/4/2023 20:15,7.312303704,0.0104
3/4/2023 20:30,5.519351521,0.0078
3/4/2023 20:45,8.566640628,0.0121
3/4/2023 21:00,8.566640628,0.0121
3/4/2023 21:15,8.566640628,0.0121
3/4/2023 21:30,6.694025856,0.0095
3/4/2023 21:45,4.946630151,0.007
3/4/2023 22:00,5.509495866,0.0078
3/4/2023 22:15,3.869827791,0.0055
3/4/2023 22:30,5.509495866,0.0078
3/4/2023 22:45,7.301694475,0.0103
3/4/2023 23:00,5.509495866,0.0078
3/4/2023 23:15,3.869827791,0.0055
3/4/2023 23:30,4.946630151,0.007
3/4/2023 23:45,3.869827791,0.0055
3/5/2023 0:00,5.509495866,0.0078
3/5/2023 0:15,5.509495866,0.0078
3/5/2023 0:30,7.301694475,0.0103
3/5/2023 0:45,7.301694475,0.0103
3/5/2023 1:00,5.509495866,0.0078
3/5/2023 1:15,6.694025856,0.0095
3/5/2023 1:30,8.566640628,0.0121
3/5/2023 1:45,9.209599065,0.013
3/5/2023 2:00,5.509495866,0.0078
3/5/2023 2:15,3.869827791,0.0055
3/5/2023 2:30,9.209599065,0.013
3/5/2023 2:45,10.52993432,0.0149
3/5/2023 3:00,10.52993432,0.0149
3/5/2023 3:15,10.52993432,0.0149
3/5/2023 3:30,6.694025856,0.0095
3/5/2023 3:45,9.86108334,0.014
3/5/2023 4:00,11.8642878,0.0168
3/5/2023 4:15,10.52993432,0.0149
3/5/2023 4:30,10.52993432,0.0149
3/5/2023 4:45,11.8642878,0.0168
3/5/2023 5:00,7.312303704,0.0104
3/5/2023 5:15,7.312303704,0.0104
3/5/2023 5:30,9.86108334,0.014
3/5/2023 5:45,11.8642878,0.0168
3/5/2023 6:00,8.566640628,0.0121
3/5/2023 6:15,6.694025856,0.0095
3/5/2023 6:30,10.52993432,0.0149
3/5/2023 6:45,10.52993432,0.0149
3/5/2023 7:00,12.54962538,0.0178
3/5/2023 7:15,10.52993432,0.0149
3/5/2023 7:30,11.87587172,0.0168
3/5/2023 7:45,12.54962538,0.0178
3/5/2023 8:00,8.566640628,0.0121
3/5/2023 8:15,8.566640628,0.0121
3/5/2023 8:30,7.301694475,0.0103
3/5/2023 8:45,9.209599065,0.013
3/5/2023 9:00,8.566640628,0.0121
3/5/2023 9:15,6.099162957,0.0086
3/5/2023 9:30,6.099162957,0.0086
3/5/2023 9:45,2.766400111,0.0039
3/5/2023 10:00,2.766400111,0.0039
3/5/2023 10:15,2.655819812,0.0038
3/5/2023 10:30,2.999484758,0.0042
3/5/2023 10:45,4.946630151,0.007
3/5/2023 11:00,2.653942833,0.0038
3/5/2023 11:15,3.36806233,0.0048
3/5/2023 11:30,2.999484758,0.0042
3/5/2023 11:45,2.999484758,0.0042
3/5/2023 12:00,2.44355038,0.0035
3/5/2023 12:15,2.653942833,0.0038
3/5/2023 12:30,2.44355038,0.0035
3/5/2023 12:45,2.152228212,0.003
3/5/2023 13:00,2.766400111,0.0039
3/5/2023 13:15,2.766400111,0.0039
3/5/2023 13:30,4.402110956,0.0062
3/5/2023 13:45,3.36806233,0.0048
3/5/2023 14:00,3.36806233,0.0048
3/5/2023 14:15,2.44355038,0.0035
3/5/2023 14:30,2.44355038,0.0035
3/5/2023 14:45,2.44355038,0.0035
3/5/2023 15:00,3.878679674,0.0055
3/5/2023 15:15,2.655819812,0.0038
3/5/2023 15:30,2.44355038,0.0035
3/5/2023 15:45,2.44355038,0.0035
3/5/2023 16:00,3.878679674,0.0055
3/5/2023 16:15,2.152228212,0.003
3/5/2023 16:30,2.655819812,0.0038
3/5/2023 16:45,3.878679674,0.0055
3/5/2023 17:00,3.001562931,0.0042
3/5/2023 17:15,4.402110956,0.0062
3/5/2023 17:30,3.001562931,0.0042
3/5/2023 17:45,4.402110956,0.0062
3/5/2023 18:00,2.655819812,0.0038
3/5/2023 18:15,2.766400111,0.0039
3/5/2023 18:30,4.392894674,0.0062
3/5/2023 18:45,4.392894674,0.0062
3/5/2023 19:00,4.392894674,0.0062
3/5/2023 19:15,4.392894674,0.0062
3/5/2023 19:30,4.392894674,0.0062
3/5/2023 19:45,5.509495866,0.0078
3/5/2023 20:00,7.301694475,0.0103
3/5/2023 20:15,4.392894674,0.0062
3/5/2023 20:30,7.301694475,0.0103
3/5/2023 20:45,3.36806233,0.0048
3/5/2023 21:00,3.001562931,0.0042
3/5/2023 21:15,3.001562931,0.0042
3/5/2023 21:30,6.099162957,0.0086
3/5/2023 21:45,4.402110956,0.0062
3/5/2023 22:00,3.36806233,0.0048
3/5/2023 22:15,4.402110956,0.0062
3/5/2023 22:30,4.402110956,0.0062
3/5/2023 22:45,3.001562931,0.0042
3/5/2023 23:00,4.402110956,0.0062
3/5/2023 23:15,3.36806233,0.0048
3/5/2023 23:30,6.099162957,0.0086
3/5/2023 23:45,3.36806233,0.0048
3/6/2023 0:00,2.766400111,0.0039
3/6/2023 0:15,3.36806233,0.0048
3/6/2023 0:30,4.946630151,0.007
3/6/2023 0:45,6.694025856,0.0095
3/6/2023 1:00,4.946630151,0.007
3/6/2023 1:15,3.36806233,0.0048
3/6/2023 1:30,6.099162957,0.0086
3/6/2023 1:45,6.099162957,0.0086
3/6/2023 2:00,4.402110956,0.0062
3/6/2023 2:15,6.099162957,0.0086
3/6/2023 2:30,6.099162957,0.0086
3/6/2023 2:45,4.402110956,0.0062
3/6/2023 3:00,6.099162957,0.0086
3/6/2023 3:15,6.099162957,0.0086
3/6/2023 3:30,4.402110956,0.0062
3/6/2023 3:45,6.099162957,0.0086
3/6/2023 4:00,7.933815557,0.0112
3/6/2023 4:15,7.933815557,0.0112
3/6/2023 4:30,4.402110956,0.0062
3/6/2023 4:45,4.402110956,0.0062
3/6/2023 5:00,6.099162957,0.0086
3/6/2023 5:15,4.402110956,0.0062
3/6/2023 5:30,3.36806233,0.0048
3/6/2023 5:45,6.099162957,0.0086
3/6/2023 6:00,6.099162957,0.0086
3/6/2023 6:15,6.694025856,0.0095
3/6/2023 6:30,3.36806233,0.0048
3/6/2023 6:45,6.089034242,0.0086
3/6/2023 7:00,6.089034242,0.0086
3/6/2023 7:15,4.946630151,0.007
3/6/2023 7:30,4.946630151,0.007
3/6/2023 7:45,6.099162957,0.0086
3/6/2023 8:00,4.402110956,0.0062
3/6/2023 8:15,2.766400111,0.0039
3/6/2023 8:30,2.880982424,0.0041
3/6/2023 8:45,3.869827791,0.0055
3/6/2023 9:00,2.546942543,0.0036
3/6/2023 9:15,2.880982424,0.0041
3/6/2023 9:30,3.36806233,0.0048
3/6/2023 9:45,2.5487565,0.0036
3/6/2023 10:00,2.247064306,0.0032
3/6/2023 10:15,2.343658254,0.0033
3/6/2023 10:30,5.519351521,0.0078
3/6/2023 10:45,2.343658254,0.0033
3/6/2023 11:00,3.001562931,0.0042
3/6/2023 11:15,2.061973956,0.0029
3/6/2023 11:30,2.343658254,0.0033
3/6/2023 11:45,2.882992075,0.0041
3/6/2023 12:00,2.343658254,0.0033
3/6/2023 12:15,2.247064306,0.0032
3/6/2023 12:30,2.247064306,0.0032
3/6/2023 12:45,1.88950475,0.0027
3/6/2023 13:00,2.343658254,0.0033
3/6/2023 13:15,2.882992075,0.0041
3/6/2023 13:30,2.546942543,0.0036
3/6/2023 13:45,2.546942543,0.0036
3/6/2023 14:00,2.546942543,0.0036
3/6/2023 14:15,2.546942543,0.0036
3/6/2023 14:30,2.766400111,0.0039
3/6/2023 14:45,2.766400111,0.0039
3/6/2023 15:00,2.546942543,0.0036
3/6/2023 15:15,3.869827791,0.0055
3/6/2023 15:30,2.880982424,0.0041
3/6/2023 15:45,2.245427057,0.0032
3/6/2023 16:00,2.880982424,0.0041
3/6/2023 16:15,2.880982424,0.0041
3/6/2023 16:30,2.880982424,0.0041
3/6/2023 16:45,2.546942543,0.0036
3/6/2023 17:00,2.880982424,0.0041
3/6/2023 17:15,2.880982424,0.0041
3/6/2023 17:30,1.973413743,0.0028
3/6/2023 17:45,2.880982424,0.0041
3/6/2023 18:00,3.36806233,0.0048
3/6/2023 18:15,3.869827791,0.0055
3/6/2023 18:30,2.880982424,0.0041
3/6/2023 18:45,2.880982424,0.0041
3/6/2023 19:00,3.869827791,0.0055
3/6/2023 19:15,4.946630151,0.007
3/6/2023 19:30,3.36806233,0.0048
3/6/2023 19:45,3.36806233,0.0048
3/6/2023 20:00,4.946630151,0.007
3/6/2023 20:15,6.694025856,0.0095
3/6/2023 20:30,4.946630151,0.007
3/6/2023 20:45,3.36806233,0.0048
3/6/2023 21:00,3.36806233,0.0048
3/6/2023 21:15,3.36806233,0.0048
3/6/2023 21:30,6.694025856,0.0095
3/6/2023 21:45,4.946630151,0.007
3/6/2023 22:00,4.946630151,0.007
3/6/2023 22:15,4.946630151,0.007
3/6/2023 22:30,3.36806233,0.0048
3/6/2023 22:45,6.694025856,0.0095
3/6/2023 23:00,2.882992075,0.0041
3/6/2023 23:15,2.766400111,0.0039
3/6/2023 23:30,4.946630151,0.007
3/6/2023 23:45,6.099162957,0.0086
3/7/2023 0:00,4.946630151,0.007
3/7/2023 0:15,3.36806233,0.0048
3/7/2023 0:30,6.694025856,0.0095
3/7/2023 0:45,9.872381543,0.014
3/7/2023 1:00,4.946630151,0.007
3/7/2023 1:15,4.946630151,0.007
3/7/2023 1:30,6.694025856,0.0095
3/7/2023 1:45,4.946630151,0.007
3/7/2023 2:00,4.402110956,0.0062
3/7/2023 2:15,6.099162957,0.0086
3/7/2023 2:30,4.402110956,0.0062
3/7/2023 2:45,6.694025856,0.0095
3/7/2023 3:00,3.36806233,0.0048
3/7/2023 3:15,3.36806233,0.0048
3/7/2023 3:30,2.880982424,0.0041
3/7/2023 3:45,6.099162957,0.0086
3/7/2023 4:00,4.402110956,0.0062
3/7/2023 4:15,3.36806233,0.0048
3/7/2023 4:30,2.766400111,0.0039
3/7/2023 4:45,2.5487565,0.0036
3/7/2023 5:00,4.392894674,0.0062
3/7/2023 5:15,3.36806233,0.0048
3/7/2023 5:30,2.766400111,0.0039
3/7/2023 5:45,2.44355038,0.0035
3/7/2023 6:00,3.36806233,0.0048
3/7/2023 6:15,3.36806233,0.0048
3/7/2023 6:30,3.36806233,0.0048
3/7/2023 6:45,3.36806233,0.0048
3/7/2023 7:00,4.402110956,0.0062
3/7/2023 7:15,4.946630151,0.007
3/7/2023 7:30,3.36806233,0.0048
3/7/2023 7:45,4.946630151,0.007
3/7/2023 8:00,4.946630151,0.007
3/7/2023 8:15,2.766400111,0.0039
3/7/2023 8:30,3.869827791,0.0055
3/7/2023 8:45,2.880982424,0.0041
3/7/2023 9:00,4.946630151,0.007
3/7/2023 9:15,3.878679674,0.0055
3/7/2023 9:30,3.36806233,0.0048
3/7/2023 9:45,2.882992075,0.0041
3/7/2023 10:00,2.882992075,0.0041
3/7/2023 10:15,2.5487565,0.0036
3/7/2023 10:30,2.5487565,0.0036
3/7/2023 10:45,2.5487565,0.0036
3/7/2023 11:00,3.878679674,0.0055
3/7/2023 11:15,2.343658254,0.0033
3/7/2023 11:30,2.343658254,0.0033
3/7/2023 11:45,3.001562931,0.0042
3/7/2023 12:00,2.882992075,0.0041
3/7/2023 12:15,2.5487565,0.0036
3/7/2023 12:30,2.882992075,0.0041
3/7/2023 12:45,2.5487565,0.0036
3/7/2023 13:00,2.5487565,0.0036
3/7/2023 13:15,2.655819812,0.0038
3/7/2023 13:30,2.343658254,0.0033
3/7/2023 13:45,2.655819812,0.0038
3/7/2023 14:00,2.546942543,0.0036
3/7/2023 14:15,2.546942543,0.0036
3/7/2023 14:30,2.880982424,0.0041
3/7/2023 14:45,2.880982424,0.0041
3/7/2023 15:00,2.245427057,0.0032
3/7/2023 15:15,2.546942543,0.0036
3/7/2023 15:30,3.36806233,0.0048
