time,taum,tau*
3/1/2022 12:30,0.023929166,0.00003
3/1/2022 12:45,0.022919906,0.00003
3/1/2022 13:00,0.022519287,0.00003
3/1/2022 13:15,0.022416535,0.00003
3/1/2022 13:30,0.022489365,0.00003
3/1/2022 13:45,0.023316515,0.00003
3/1/2022 14:00,0.024358195,0.00003
3/1/2022 14:15,0.025767067,0.00004
3/1/2022 14:30,0.026826099,0.00004
3/1/2022 14:45,0.027654291,0.00004
3/1/2022 15:00,0.028649279,0.00004
3/1/2022 15:15,0.029405505,0.00004
3/1/2022 15:30,0.029701234,0.00004
3/1/2022 15:45,0.030110252,0.00004
3/1/2022 16:00,0.030139782,0.00004
3/1/2022 16:15,0.030626927,0.00004
3/1/2022 16:30,0.03065147,0.00004
3/1/2022 16:45,0.030898704,0.00004
3/1/2022 17:00,0.031492198,0.00004
3/1/2022 17:15,0.031460294,0.00004
3/1/2022 17:30,0.031095158,0.00004
3/1/2022 17:45,0.030877804,0.00004
3/1/2022 18:00,0.030722156,0.00004
3/1/2022 18:15,0.030949713,0.00004
3/1/2022 18:30,0.030936161,0.00004
3/1/2022 18:45,0.030732999,0.00004
3/1/2022 19:00,0.031027025,0.00004
3/1/2022 19:15,0.030887473,0.00004
3/1/2022 19:30,0.031091985,0.00004
3/1/2022 19:45,0.03127653,0.00004
3/1/2022 20:00,0.031036333,0.00004
3/1/2022 20:15,0.030988376,0.00004
3/1/2022 20:30,0.030844996,0.00004
3/1/2022 20:45,0.030828063,0.00004
3/1/2022 21:00,0.030747127,0.00004
3/1/2022 21:15,0.030363905,0.00004
3/1/2022 21:30,0.030666929,0.00004
3/1/2022 21:45,0.030478799,0.00004
3/1/2022 22:00,0.030201147,0.00004
3/1/2022 22:15,0.03010083,0.00004
3/1/2022 22:30,0.029966601,0.00004
3/1/2022 22:45,0.029836367,0.00004
3/1/2022 23:00,0.030089806,0.00004
3/1/2022 23:15,0.030161837,0.00004
3/1/2022 23:30,0.030528429,0.00004
3/1/2022 23:45,0.030761244,0.00004
3/2/2022 0:00,0.030749865,0.00004
3/2/2022 0:15,0.030973829,0.00004
3/2/2022 0:30,0.031092946,0.00004
3/2/2022 0:45,0.031267653,0.00004
3/2/2022 1:00,0.031630879,0.00004
3/2/2022 1:15,0.032048501,0.00005
3/2/2022 1:30,0.032333948,0.00005
3/2/2022 1:45,0.032111283,0.00005
3/2/2022 2:00,0.031965689,0.00005
3/2/2022 2:15,0.03215508,0.00005
3/2/2022 2:30,0.031700203,0.00004
3/2/2022 2:45,0.031503029,0.00004
3/2/2022 3:00,0.03114697,0.00004
3/2/2022 3:15,0.030911049,0.00004
3/2/2022 3:30,0.030497139,0.00004
3/2/2022 3:45,0.030300568,0.00004
3/2/2022 4:00,0.030250939,0.00004
3/2/2022 4:15,0.029697554,0.00004
3/2/2022 4:30,0.028782852,0.00004
3/2/2022 4:45,0.028139854,0.00004
3/2/2022 5:00,0.027164113,0.00004
3/2/2022 5:15,0.026441862,0.00004
3/2/2022 5:30,0.025678591,0.00004
3/2/2022 5:45,0.025400364,0.00004
3/2/2022 6:00,0.025256072,0.00004
3/2/2022 6:15,0.025397923,0.00004
3/2/2022 6:30,0.025410827,0.00004
3/2/2022 6:45,0.025683287,0.00004
3/2/2022 7:00,0.025758489,0.00004
3/2/2022 7:15,0.025754136,0.00004
3/2/2022 7:30,0.025895206,0.00004
3/2/2022 7:45,0.02591701,0.00004
3/2/2022 8:00,0.02604717,0.00004
3/2/2022 8:15,0.026078824,0.00004
3/2/2022 8:30,0.025967663,0.00004
3/2/2022 8:45,0.02584226,0.00004
3/2/2022 9:00,0.025452582,0.00004
3/2/2022 9:15,0.025184159,0.00004
3/2/2022 9:30,0.024880479,0.00004
3/2/2022 9:45,0.024602451,0.00003
3/2/2022 10:00,0.024451796,0.00003
3/2/2022 10:15,0.02420096,0.00003
3/2/2022 10:30,0.024089895,0.00003
3/2/2022 10:45,0.023699902,0.00003
3/2/2022 11:00,0.023290342,0.00003
3/2/2022 11:15,0.022962808,0.00003
3/2/2022 11:30,0.022536896,0.00003
3/2/2022 11:45,0.02218672,0.00003
3/2/2022 12:00,0.02247504,0.00003
3/2/2022 12:15,0.022657067,0.00003
3/2/2022 12:30,0.022962427,0.00003
3/2/2022 12:45,0.023364461,0.00003
3/2/2022 13:00,0.024625008,0.00003
3/2/2022 13:15,0.025969673,0.00004
3/2/2022 13:30,0.027402898,0.00004
3/2/2022 13:45,0.028633299,0.00004
3/2/2022 14:00,0.030214279,0.00004
3/2/2022 14:15,0.031508714,0.00004
3/2/2022 14:30,0.032859541,0.00005
3/2/2022 14:45,0.033909052,0.00005
3/2/2022 15:00,0.035237518,0.00005
3/2/2022 15:15,0.036640753,0.00005
3/2/2022 15:30,0.037160507,0.00005
3/2/2022 15:45,0.038264444,0.00005
3/2/2022 16:00,0.039037078,0.00006
3/2/2022 16:15,0.039341486,0.00006
3/2/2022 16:30,0.040104528,0.00006
3/2/2022 16:45,0.04055924,0.00006
3/2/2022 17:00,0.040942131,0.00006
3/2/2022 17:15,0.041332295,0.00006
3/2/2022 17:30,0.041652799,0.00006
3/2/2022 17:45,0.04188181,0.00006
3/2/2022 18:00,0.041513694,0.00006
3/2/2022 18:15,0.04155426,0.00006
3/2/2022 18:30,0.041950373,0.00006
3/2/2022 18:45,0.042302308,0.00006
3/2/2022 19:00,0.042597442,0.00006
3/2/2022 19:15,0.042405521,0.00006
3/2/2022 19:30,0.0424852,0.00006
3/2/2022 19:45,0.042756362,0.00006
3/2/2022 20:00,0.043635218,0.00006
3/2/2022 20:15,0.044910653,0.00006
3/2/2022 20:30,0.045063556,0.00006
3/2/2022 20:45,0.045134814,0.00006
3/2/2022 21:00,0.045499317,0.00006
3/2/2022 21:15,0.045829412,0.00006
3/2/2022 21:30,0.04565708,0.00006
3/2/2022 21:45,0.045572221,0.00006
3/2/2022 22:00,0.045347768,0.00006
3/2/2022 22:15,0.045171713,0.00006
3/2/2022 22:30,0.044458832,0.00006
3/2/2022 22:45,0.043694426,0.00006
3/2/2022 23:00,0.043578459,0.00006
3/2/2022 23:15,0.042904847,0.00006
3/2/2022 23:30,0.042219224,0.00006
3/2/2022 23:45,0.042122013,0.00006
3/3/2022 0:00,0.041343462,0.00006
3/3/2022 0:15,0.040833023,0.00006
3/3/2022 0:30,0.041114372,0.00006
3/3/2022 0:45,0.04125061,0.00006
3/3/2022 1:00,0.041249504,0.00006
3/3/2022 1:15,0.040885463,0.00006
3/3/2022 1:30,0.041297864,0.00006
3/3/2022 1:45,0.041555587,0.00006
3/3/2022 2:00,0.041515497,0.00006
3/3/2022 2:15,0.041071891,0.00006
3/3/2022 2:30,0.040885732,0.00006
3/3/2022 2:45,0.041341805,0.00006
3/3/2022 3:00,0.040867172,0.00006
3/3/2022 3:15,0.040448896,0.00006
3/3/2022 3:30,0.040262875,0.00006
3/3/2022 3:45,0.03993336,0.00006
3/3/2022 4:00,0.039965312,0.00006
3/3/2022 4:15,0.039991216,0.00006
3/3/2022 4:30,0.03966975,0.00006
3/3/2022 4:45,0.03943224,0.00006
3/3/2022 5:00,0.03908733,0.00006
3/3/2022 5:15,0.038228289,0.00005
3/3/2022 5:30,0.037490473,0.00005
3/3/2022 5:45,0.037713184,0.00005
3/3/2022 6:00,0.03776246,0.00005
3/3/2022 6:15,0.03776788,0.00005
3/3/2022 6:30,0.037638504,0.00005
3/3/2022 6:45,0.036901968,0.00005
3/3/2022 7:00,0.03660673,0.00005
3/3/2022 7:15,0.036133768,0.00005
3/3/2022 7:30,0.035910778,0.00005
3/3/2022 7:45,0.036003352,0.00005
3/3/2022 8:00,0.035665326,0.00005
3/3/2022 8:15,0.034869662,0.00005
3/3/2022 8:30,0.034025965,0.00005
3/3/2022 8:45,0.033581546,0.00005
3/3/2022 9:00,0.032614769,0.00005
3/3/2022 9:15,0.031795211,0.00005
3/3/2022 9:30,0.030577814,0.00004
3/3/2022 9:45,0.029698292,0.00004
3/3/2022 10:00,0.028820668,0.00004
3/3/2022 10:15,0.027988126,0.00004
3/3/2022 10:30,0.027252891,0.00004
3/3/2022 10:45,0.02734947,0.00004
3/3/2022 11:00,0.026983432,0.00004
3/3/2022 11:15,0.026744837,0.00004
3/3/2022 11:30,0.026523425,0.00004
3/3/2022 11:45,0.026261304,0.00004
3/3/2022 12:00,0.026290847,0.00004
3/3/2022 12:15,0.026361339,0.00004
3/3/2022 12:30,0.026216709,0.00004
3/3/2022 12:45,0.02680807,0.00004
3/3/2022 13:00,0.027886338,0.00004
3/3/2022 13:15,0.028440058,0.00004
3/3/2022 13:30,0.029189247,0.00004
3/3/2022 13:45,0.029819715,0.00004
3/3/2022 14:00,0.030415426,0.00004
3/3/2022 14:15,0.031285877,0.00004
3/3/2022 14:30,0.032351358,0.00005
3/3/2022 14:45,0.033522988,0.00005
3/3/2022 15:00,0.034554814,0.00005
3/3/2022 15:15,0.035137597,0.00005
3/3/2022 15:30,0.035343274,0.00005
3/3/2022 15:45,0.035848597,0.00005
3/3/2022 16:00,0.036185041,0.00005
3/3/2022 16:15,0.036793944,0.00005
3/3/2022 16:30,0.037655073,0.00005
3/3/2022 16:45,0.038103466,0.00005
3/3/2022 17:00,0.039158566,0.00006
3/3/2022 17:15,0.039833042,0.00006
3/3/2022 17:30,0.040114989,0.00006
3/3/2022 17:45,0.039952451,0.00006
3/3/2022 18:00,0.040814962,0.00006
3/3/2022 18:15,0.040916409,0.00006
3/3/2022 18:30,0.041069004,0.00006
3/3/2022 18:45,0.041337154,0.00006
3/3/2022 19:00,0.04121597,0.00006
3/3/2022 19:15,0.041250054,0.00006
3/3/2022 19:30,0.041111497,0.00006
3/3/2022 19:45,0.040825769,0.00006
3/3/2022 20:00,0.041225655,0.00006
3/3/2022 20:15,0.041409529,0.00006
3/3/2022 20:30,0.041136169,0.00006
3/3/2022 20:45,0.040641945,0.00006
3/3/2022 21:00,0.039569134,0.00006
3/3/2022 21:15,0.038921063,0.00006
3/3/2022 21:30,0.038557569,0.00005
3/3/2022 21:45,0.03838301,0.00005
3/3/2022 22:00,0.0380362,0.00005
3/3/2022 22:15,0.037303186,0.00005
3/3/2022 22:30,0.036553409,0.00005
3/3/2022 22:45,0.035822376,0.00005
3/3/2022 23:00,0.035710776,0.00005
3/3/2022 23:15,0.035431899,0.00005
3/3/2022 23:30,0.035643227,0.00005
3/3/2022 23:45,0.035554014,0.00005
3/4/2022 0:00,0.035402184,0.00005
3/4/2022 0:15,0.035353509,0.00005
3/4/2022 0:30,0.035318867,0.00005
3/4/2022 0:45,0.035265912,0.00005
3/4/2022 1:00,0.03547581,0.00005
3/4/2022 1:15,0.035919524,0.00005
3/4/2022 1:30,0.036333944,0.00005
3/4/2022 1:45,0.036962552,0.00005
3/4/2022 2:00,0.037369749,0.00005
3/4/2022 2:15,0.037193534,0.00005
3/4/2022 2:30,0.037217288,0.00005
3/4/2022 2:45,0.03728738,0.00005
3/4/2022 3:00,0.037848954,0.00005
3/4/2022 3:15,0.038393956,0.00005
3/4/2022 3:30,0.038442569,0.00005
3/4/2022 3:45,0.03860992,0.00005
3/4/2022 4:00,0.038155263,0.00005
3/4/2022 4:15,0.037788275,0.00005
3/4/2022 4:30,0.038008688,0.00005
3/4/2022 4:45,0.037965108,0.00005
3/4/2022 5:00,0.037832108,0.00005
3/4/2022 5:15,0.0377676,0.00005
3/4/2022 5:30,0.037350951,0.00005
3/4/2022 5:45,0.037119809,0.00005
3/4/2022 6:00,0.03716154,0.00005
3/4/2022 6:15,0.037063792,0.00005
3/4/2022 6:30,0.036762764,0.00005
3/4/2022 6:45,0.03622237,0.00005
3/4/2022 7:00,0.035670797,0.00005
3/4/2022 7:15,0.035214434,0.00005
3/4/2022 7:30,0.034316795,0.00005
3/4/2022 7:45,0.033674358,0.00005
3/4/2022 8:00,0.033076838,0.00005
3/4/2022 8:15,0.032557599,0.00005
3/4/2022 8:30,0.032219578,0.00005
3/4/2022 8:45,0.031924151,0.00005
3/4/2022 9:00,0.031685357,0.00004
3/4/2022 9:15,0.031278528,0.00004
3/4/2022 9:30,0.03121429,0.00004
3/4/2022 9:45,0.031793434,0.00005
3/4/2022 10:00,0.032275297,0.00005
3/4/2022 10:15,0.033269762,0.00005
3/4/2022 10:30,0.033939837,0.00005
3/4/2022 10:45,0.034389842,0.00005
3/4/2022 11:00,0.035186844,0.00005
3/4/2022 11:15,0.035756823,0.00005
3/4/2022 11:30,0.036810427,0.00005
3/4/2022 11:45,0.037574576,0.00005
3/4/2022 12:00,0.039364934,0.00006
3/4/2022 12:15,0.041673101,0.00006
3/4/2022 12:30,0.044464408,0.00006
3/4/2022 12:45,0.04719634,0.00007
3/4/2022 13:00,0.049875178,0.00007
3/4/2022 13:15,0.052297607,0.00007
3/4/2022 13:30,0.055208609,0.00008
3/4/2022 13:45,0.057769807,0.00008
3/4/2022 14:00,0.059367882,0.00008
3/4/2022 14:15,0.062026585,0.00009
3/4/2022 14:30,0.064098429,0.00009
3/4/2022 14:45,0.065077684,0.00009
3/4/2022 15:00,0.066847934,0.00009
3/4/2022 15:15,0.067713299,0.00010
3/4/2022 15:30,0.068480665,0.00010
3/4/2022 15:45,0.068942163,0.00010
3/4/2022 16:00,0.068245975,0.00010
3/4/2022 16:15,0.067876627,0.00010
3/4/2022 16:30,0.067056382,0.00009
3/4/2022 16:45,0.066103516,0.00009
3/4/2022 17:00,0.065534632,0.00009
3/4/2022 17:15,0.063408908,0.00009
3/4/2022 17:30,0.062328963,0.00009
3/4/2022 17:45,0.060644501,0.00009
3/4/2022 18:00,0.059735454,0.00008
3/4/2022 18:15,0.058030184,0.00008
3/4/2022 18:30,0.055984271,0.00008
3/4/2022 18:45,0.054346614,0.00008
3/4/2022 19:00,0.053293759,0.00008
3/4/2022 19:15,0.053258262,0.00008
3/4/2022 19:30,0.053396555,0.00008
3/4/2022 19:45,0.05346017,0.00008
3/4/2022 20:00,0.053007836,0.00008
3/4/2022 20:15,0.052667496,0.00007
3/4/2022 20:30,0.052501518,0.00007
3/4/2022 20:45,0.052927561,0.00007
3/4/2022 21:00,0.052070563,0.00007
3/4/2022 21:15,0.052224868,0.00007
3/4/2022 21:30,0.052892719,0.00007
3/4/2022 21:45,0.052923219,0.00007
3/4/2022 22:00,0.052240836,0.00007
3/4/2022 22:15,0.052055609,0.00007
3/4/2022 22:30,0.051724947,0.00007
3/4/2022 22:45,0.052239846,0.00007
3/4/2022 23:00,0.051800069,0.00007
3/4/2022 23:15,0.051486088,0.00007
3/4/2022 23:30,0.051397611,0.00007
3/4/2022 23:45,0.051164716,0.00007
3/5/2022 0:00,0.051612352,0.00007
3/5/2022 0:15,0.052054712,0.00007
3/5/2022 0:30,0.052115676,0.00007
3/5/2022 0:45,0.052761673,0.00007
3/5/2022 1:00,0.053591248,0.00008
3/5/2022 1:15,0.054028606,0.00008
3/5/2022 1:30,0.052398954,0.00007
3/5/2022 1:45,0.05227332,0.00007
3/5/2022 2:00,0.052358842,0.00007
3/5/2022 2:15,0.053074801,0.00008
3/5/2022 2:30,0.052934829,0.00007
3/5/2022 2:45,0.054143006,0.00008
3/5/2022 3:00,0.054605842,0.00008
3/5/2022 3:15,0.054700822,0.00008
3/5/2022 3:30,0.054100602,0.00008
3/5/2022 3:45,0.053459197,0.00008
3/5/2022 4:00,0.053057269,0.00008
3/5/2022 4:15,0.052340002,0.00007
3/5/2022 4:30,0.051883161,0.00007
3/5/2022 4:45,0.051500283,0.00007
3/5/2022 5:00,0.050610718,0.00007
3/5/2022 5:15,0.049612193,0.00007
3/5/2022 5:30,0.049322467,0.00007
3/5/2022 5:45,0.048536237,0.00007
3/5/2022 6:00,0.04840997,0.00007
3/5/2022 6:15,0.047544174,0.00007
3/5/2022 6:30,0.046228872,0.00007
3/5/2022 6:45,0.04466049,0.00006
3/5/2022 7:00,0.04340089,0.00006
3/5/2022 7:15,0.042620772,0.00006
3/5/2022 7:30,0.041453087,0.00006
3/5/2022 7:45,0.040128837,0.00006
3/5/2022 8:00,0.039518386,0.00006
3/5/2022 8:15,0.038510939,0.00005
3/5/2022 8:30,0.037402512,0.00005
3/5/2022 8:45,0.036370686,0.00005
3/5/2022 9:00,0.036142225,0.00005
3/5/2022 9:15,0.036089075,0.00005
3/5/2022 9:30,0.036204287,0.00005
3/5/2022 9:45,0.035963289,0.00005
3/5/2022 10:00,0.036500378,0.00005
3/5/2022 10:15,0.036146092,0.00005
3/5/2022 10:30,0.036263878,0.00005
3/5/2022 10:45,0.036500188,0.00005
3/5/2022 11:00,0.037448764,0.00005
3/5/2022 11:15,0.037817275,0.00005
3/5/2022 11:30,0.038166958,0.00005
3/5/2022 11:45,0.038966186,0.00006
3/5/2022 12:00,0.039986185,0.00006
3/5/2022 12:15,0.041119709,0.00006
3/5/2022 12:30,0.042160213,0.00006
3/5/2022 12:45,0.043851654,0.00006
3/5/2022 13:00,0.044955751,0.00006
3/5/2022 13:15,0.046546184,0.00007
3/5/2022 13:30,0.047717604,0.00007
3/5/2022 13:45,0.047698996,0.00007
3/5/2022 14:00,0.047655934,0.00007
3/5/2022 14:15,0.047438711,0.00007
3/5/2022 14:30,0.047165094,0.00007
3/5/2022 14:45,0.046997433,0.00007
3/5/2022 15:00,0.04709209,0.00007
3/5/2022 15:15,0.046986383,0.00007
3/5/2022 15:30,0.04649475,0.00007
3/5/2022 15:45,0.046615389,0.00007
3/5/2022 16:00,0.046315469,0.00007
3/5/2022 16:15,0.046323394,0.00007
3/5/2022 16:30,0.046600398,0.00007
3/5/2022 16:45,0.046828481,0.00007
3/5/2022 17:00,0.046744426,0.00007
3/5/2022 17:15,0.04702328,0.00007
3/5/2022 17:30,0.047080534,0.00007
3/5/2022 17:45,0.04773932,0.00007
3/5/2022 18:00,0.047906065,0.00007
3/5/2022 18:15,0.048018042,0.00007
3/5/2022 18:30,0.047170614,0.00007
3/5/2022 18:45,0.046791675,0.00007
3/5/2022 19:00,0.046785115,0.00007
3/5/2022 19:15,0.046630513,0.00007
3/5/2022 19:30,0.046534034,0.00007
3/5/2022 19:45,0.046489829,0.00007
3/5/2022 20:00,0.046710676,0.00007
3/5/2022 20:15,0.046730294,0.00007
3/5/2022 20:30,0.046725872,0.00007
3/5/2022 20:45,0.046033728,0.00007
3/5/2022 21:00,0.044645367,0.00006
3/5/2022 21:15,0.043080947,0.00006
3/5/2022 21:30,0.041631374,0.00006
3/5/2022 21:45,0.040812063,0.00006
3/5/2022 22:00,0.039939586,0.00006
3/5/2022 22:15,0.039260555,0.00006
3/5/2022 22:30,0.038946813,0.00006
3/5/2022 22:45,0.039272825,0.00006
3/5/2022 23:00,0.03939072,0.00006
3/5/2022 23:15,0.039837919,0.00006
3/5/2022 23:30,0.040642011,0.00006
3/5/2022 23:45,0.04113365,0.00006
3/6/2022 0:00,0.041704525,0.00006
3/6/2022 0:15,0.042195082,0.00006
3/6/2022 0:30,0.04304717,0.00006
3/6/2022 0:45,0.043842098,0.00006
3/6/2022 1:00,0.044484924,0.00006
3/6/2022 1:15,0.045425709,0.00006
3/6/2022 1:30,0.045591151,0.00006
3/6/2022 1:45,0.044863471,0.00006
3/6/2022 2:00,0.044921659,0.00006
3/6/2022 2:15,0.045053117,0.00006
3/6/2022 2:30,0.044724136,0.00006
3/6/2022 2:45,0.044381521,0.00006
3/6/2022 3:00,0.044281656,0.00006
3/6/2022 3:15,0.043814716,0.00006
3/6/2022 3:30,0.043333344,0.00006
3/6/2022 3:45,0.042583571,0.00006
3/6/2022 4:00,0.041543495,0.00006
3/6/2022 4:15,0.040185768,0.00006
3/6/2022 4:30,0.039044638,0.00006
3/6/2022 4:45,0.038055578,0.00005
3/6/2022 5:00,0.037510688,0.00005
3/6/2022 5:15,0.037279784,0.00005
3/6/2022 5:30,0.036978005,0.00005
3/6/2022 5:45,0.037021759,0.00005
3/6/2022 6:00,0.036980867,0.00005
3/6/2022 6:15,0.037418673,0.00005
3/6/2022 6:30,0.038188947,0.00005
3/6/2022 6:45,0.038817184,0.00005
3/6/2022 7:00,0.039374361,0.00006
3/6/2022 7:15,0.040355024,0.00006
3/6/2022 7:30,0.041017534,0.00006
3/6/2022 7:45,0.041917344,0.00006
3/6/2022 8:00,0.042586023,0.00006
3/6/2022 8:15,0.04324707,0.00006
3/6/2022 8:30,0.044221265,0.00006
3/6/2022 8:45,0.044609405,0.00006
3/6/2022 9:00,0.044804894,0.00006
3/6/2022 9:15,0.045832432,0.00006
3/6/2022 9:30,0.046385971,0.00007
3/6/2022 9:45,0.046338278,0.00007
3/6/2022 10:00,0.04611869,0.00007
3/6/2022 10:15,0.045390098,0.00006
3/6/2022 10:30,0.04505525,0.00006
3/6/2022 10:45,0.044615507,0.00006
3/6/2022 11:00,0.044181579,0.00006
3/6/2022 11:15,0.04323288,0.00006
3/6/2022 11:30,0.042253066,0.00006
3/6/2022 11:45,0.041361086,0.00006
3/6/2022 12:00,0.041306284,0.00006
3/6/2022 12:15,0.04129195,0.00006
3/6/2022 12:30,0.040728069,0.00006
3/6/2022 12:45,0.039673552,0.00006
3/6/2022 13:00,0.039599264,0.00006
3/6/2022 13:15,0.039954891,0.00006
3/6/2022 13:30,0.040422507,0.00006
3/6/2022 13:45,0.040441177,0.00006
3/6/2022 14:00,0.040076603,0.00006
3/6/2022 14:15,0.040459189,0.00006
3/6/2022 14:30,0.040216711,0.00006
3/6/2022 14:45,0.039799922,0.00006
3/6/2022 15:00,0.039851593,0.00006
3/6/2022 15:15,0.040151649,0.00006
3/6/2022 15:30,0.040762997,0.00006
3/6/2022 15:45,0.041206623,0.00006
3/6/2022 16:00,0.041556345,0.00006
3/6/2022 16:15,0.041727983,0.00006
3/6/2022 16:30,0.042669975,0.00006
3/6/2022 16:45,0.043202522,0.00006
3/6/2022 17:00,0.043266701,0.00006
3/6/2022 17:15,0.043419561,0.00006
3/6/2022 17:30,0.043691045,0.00006
3/6/2022 17:45,0.044748408,0.00006
3/6/2022 18:00,0.045509639,0.00006
3/6/2022 18:15,0.045687498,0.00006
3/6/2022 18:30,0.04656271,0.00007
3/6/2022 18:45,0.047221501,0.00007
3/6/2022 19:00,0.046996381,0.00007
3/6/2022 19:15,0.047432829,0.00007
3/6/2022 19:30,0.046345445,0.00007
3/6/2022 19:45,0.045672866,0.00006
3/6/2022 20:00,0.045484195,0.00006
3/6/2022 20:15,0.045864524,0.00006
3/6/2022 20:30,0.046039157,0.00007
3/6/2022 20:45,0.045356087,0.00006
3/6/2022 21:00,0.044524751,0.00006
3/6/2022 21:15,0.043726891,0.00006
3/6/2022 21:30,0.04292024,0.00006
3/6/2022 21:45,0.04152738,0.00006
3/6/2022 22:00,0.040185411,0.00006
3/6/2022 22:15,0.038569022,0.00005
3/6/2022 22:30,0.037729987,0.00005
3/6/2022 22:45,0.036481194,0.00005
3/6/2022 23:00,0.035042585,0.00005
3/6/2022 23:15,0.034089992,0.00005
3/6/2022 23:30,0.032899478,0.00005
3/6/2022 23:45,0.032189101,0.00005
3/7/2022 0:00,0.031197271,0.00004
3/7/2022 0:15,0.030205635,0.00004
3/7/2022 0:30,0.029512239,0.00004
3/7/2022 0:45,0.028849138,0.00004
3/7/2022 1:00,0.028586887,0.00004
3/7/2022 1:15,0.028671255,0.00004
3/7/2022 1:30,0.029034506,0.00004
3/7/2022 1:45,0.029903815,0.00004
3/7/2022 2:00,0.03044969,0.00004
3/7/2022 2:15,0.030840304,0.00004
3/7/2022 2:30,0.032325679,0.00005
3/7/2022 2:45,0.03389979,0.00005
3/7/2022 3:00,0.036015281,0.00005
3/7/2022 3:15,0.038047556,0.00005
3/7/2022 3:30,0.040485168,0.00006
3/7/2022 3:45,0.042834896,0.00006
3/7/2022 4:00,0.044938573,0.00006
3/7/2022 4:15,0.047074593,0.00007
3/7/2022 4:30,0.049630147,0.00007
3/7/2022 4:45,0.051399492,0.00007
3/7/2022 5:00,0.053404771,0.00008
3/7/2022 5:15,0.055096127,0.00008
3/7/2022 5:30,0.056930211,0.00008
3/7/2022 5:45,0.057987512,0.00008
3/7/2022 6:00,0.057837507,0.00008
3/7/2022 6:15,0.057639634,0.00008
3/7/2022 6:30,0.058132134,0.00008
3/7/2022 6:45,0.058798898,0.00008
3/7/2022 7:00,0.061165349,0.00009
3/7/2022 7:15,0.063159395,0.00009
3/7/2022 7:30,0.067444825,0.00010
3/7/2022 7:45,0.073463184,0.00010
3/7/2022 8:00,0.081129956,0.00011
3/7/2022 8:15,0.090936955,0.00013
3/7/2022 8:30,0.102582071,0.00015
3/7/2022 8:45,0.116116759,0.00016
3/7/2022 9:00,0.130087751,0.00018
3/7/2022 9:15,0.144361841,0.00020
3/7/2022 9:30,0.159846992,0.00023
3/7/2022 9:45,0.177001433,0.00025
3/7/2022 10:00,0.192284648,0.00027
3/7/2022 10:15,0.208982435,0.00030
3/7/2022 10:30,0.225638868,0.00032
3/7/2022 10:45,0.24099858,0.00034
3/7/2022 11:00,0.251832654,0.00036
3/7/2022 11:15,0.257724546,0.00036
3/7/2022 11:30,0.26083337,0.00037
3/7/2022 11:45,0.262421735,0.00037
3/7/2022 12:00,0.25456484,0.00036
3/7/2022 12:15,0.241407321,0.00034
3/7/2022 12:30,0.222159304,0.00031
3/7/2022 12:45,0.201376729,0.00029
3/7/2022 13:00,0.176477821,0.00025
3/7/2022 13:15,0.15565977,0.00022
3/7/2022 13:30,0.13622418,0.00019
3/7/2022 13:45,0.1200902,0.00017
3/7/2022 14:00,0.105846149,0.00015
3/7/2022 14:15,0.094926301,0.00013
3/7/2022 14:30,0.086564161,0.00012
