Date_Time,rms,maa,peak,mean_envelope,std_envelope,p90_envelope,date_str,tau
2022-04-28 17:30:00,4.56930384836505e-06,3.558351112334651e-06,0.00014282748220975346,5.612415697809685e-06,3.2027778478137054e-06,9.680389051013972e-06,042822-173000,0.525337043
2022-04-28 20:00:00,4.789706461474047e-06,3.7607144817414826e-06,5.6937982772807125e-05,5.933545030583416e-06,3.2673399090197967e-06,1.0221832382514741e-05,042822-200000,0.479226899
2022-04-28 21:45:00,4.835397646888292e-06,3.7865421669590564e-06,6.176323555016365e-05,5.96480042146165e-06,3.3441412680476114e-06,1.0273686073618743e-05,042822-214500,0.490638669
2022-04-28 23:00:00,4.960119389182163e-06,3.90199408996884e-06,4.728747721809405e-05,6.149357720950048e-06,3.375044731113117e-06,1.061713600537509e-05,042822-230000,0.479327504
2022-04-29 07:15:00,5.500976985809069e-06,4.332409555473383e-06,6.176323555016365e-05,6.820638011756629e-06,3.7417080814188088e-06,1.172840692193093e-05,042922-071500,0.4910745
2022-04-29 13:30:00,4.904982062206386e-06,3.859739756237331e-06,6.176323555016365e-05,6.081586593681696e-06,3.336460790880968e-06,1.048793668365969e-05,042922-133000,0.552571874
2022-04-29 17:15:00,5.066056021189941e-06,3.983142951794291e-06,6.465838721657759e-05,6.27254587541862e-06,3.461934055774514e-06,1.0777547074330417e-05,042922-171500,0.463150934
2022-04-29 21:30:00,5.0757110546662795e-06,3.984502629976754e-06,7.816909499317589e-05,6.280619108232541e-06,3.475558160534059e-06,1.0797489970799763e-05,042922-213000,0.480040799
2022-04-29 22:45:00,5.105747780031928e-06,4.018623330889833e-06,4.825252777356536e-05,6.329199442416997e-06,3.47541869575449e-06,1.0908915235156556e-05,042922-224500,0.50812411
2022-04-29 23:00:00,5.16399840967138e-06,4.038913099389994e-06,8.878465110336026e-05,6.361150446521037e-06,3.5874058799413056e-06,1.0908674614174713e-05,042922-230000,0.508438401
2022-04-30 00:30:00,5.105292846016599e-06,4.010250806116061e-06,5.114767943997928e-05,6.316631656025055e-06,3.496871460430914e-06,1.0892413185378239e-05,043022-003000,0.510993381
2022-04-30 02:30:00,5.113169633365035e-06,4.020137650582319e-06,5.0182628884507975e-05,6.331179082788993e-06,3.4935828751030324e-06,1.0912234052707884e-05,043022-023000,0.549385551
2022-04-30 10:45:00,4.9940685517418206e-06,3.9254288437070305e-06,5.30777805509219e-05,6.193486518192121e-06,3.394427905713199e-06,1.0654177794495665e-05,043022-104500,0.499325838
2022-04-30 16:45:00,5.1719411581401916e-06,4.050493706055649e-06,4.825252777356536e-05,6.381901341705468e-06,3.573407943713412e-06,1.101700311398664e-05,043022-164500,0.515082886
2022-04-30 17:00:00,5.160935417207499e-06,4.050558991032758e-06,4.9217578329036665e-05,6.381449558069002e-06,3.542252174797209e-06,1.1069114409014818e-05,043022-170000,0.510707436
2022-04-30 21:00:00,5.10589247626254e-06,4.008162416289672e-06,5.6937982772807125e-05,6.319598363843406e-06,3.4932708167061693e-06,1.0855946489137578e-05,043022-210000,0.507996452
2022-05-01 00:00:00,5.1639875723545445e-06,4.0473301200699516e-06,7.623899388223327e-05,6.377216292622551e-06,3.5587414683006094e-06,1.0948088792778847e-05,050122-000000,0.515444726
2022-05-01 00:15:00,5.210765506723913e-06,4.099029621690742e-06,4.728747721809405e-05,6.4624874465892935e-06,3.5412430163053417e-06,1.11242796773165e-05,050122-001500,0.508562781
2022-05-01 05:00:00,5.1296250372778015e-06,4.041058385621015e-06,5.114767943997928e-05,6.36687655039004e-06,3.4769200845814866e-06,1.0898890797579434e-05,050122-050000,0.490778436
2022-05-01 06:00:00,5.113073708513427e-06,4.032740568928619e-06,4.728747721809405e-05,6.355727053256875e-06,3.448443709148091e-06,1.087862935315328e-05,050122-060000,0.463531586
2022-05-01 07:45:00,5.163655285091303e-06,4.07446241066807e-06,7.334384221581935e-05,6.416502490406631e-06,3.486423192472629e-06,1.0981441946152651e-05,050122-074500,0.411609445
2022-05-01 11:00:00,5.1135350055539046e-06,3.991423931711893e-06,0.0001061555611018438,6.286794850331958e-06,3.573886503717527e-06,1.0808676523134522e-05,050122-110000,0.43665774
2022-05-01 15:00:00,5.1629407098404815e-06,4.003097177395346e-06,7.237879166034804e-05,6.309059491453058e-06,3.675275271772278e-06,1.0869027358549629e-05,050122-150000,0.552451823
2022-05-01 23:45:00,5.136330327741393e-06,4.008984131671938e-06,7.141374110487673e-05,6.313079080482311e-06,3.592878871470045e-06,1.0905749510822737e-05,050122-234500,0.453315794
2022-05-02 05:00:00,5.245298110283384e-06,4.108555392819918e-06,4.825252777356536e-05,6.467056619829729e-06,3.633641946407747e-06,1.1184711231719734e-05,050222-050000,0.479506382
2022-05-02 06:45:00,5.330458682681517e-06,4.1689195603690275e-06,7.527394332676196e-05,6.568633538145445e-06,3.698730087268654e-06,1.13986641178721e-05,050222-064500,0.466682659
2022-05-02 07:00:00,5.200999671001953e-06,4.07289082985041e-06,6.465838721657759e-05,6.412942039737291e-06,3.602074502990608e-06,1.1058613249489077e-05,050222-070000,0.463311499
2022-05-02 07:15:00,5.193912122265774e-06,4.064825399773429e-06,8.009919610411849e-05,6.406571653098101e-06,3.592945514041123e-06,1.1004265456788407e-05,050222-071500,0.457564618
2022-05-02 08:15:00,5.233077621752496e-06,4.133083578744543e-06,6.56234377720489e-05,6.502905840676114e-06,3.5330452105489855e-06,1.1208893676361446e-05,050222-081500,0.436509736
2022-05-02 09:30:00,5.207230395465758e-06,4.065762366847127e-06,5.886808388374974e-05,6.408948759798432e-06,3.6270876160575507e-06,1.1059735858321122e-05,050222-093000,0.413034035
2022-05-02 15:15:00,5.034900302222254e-06,3.900957554187038e-06,7.816909499317589e-05,6.14988102905058e-06,3.5887733878127382e-06,1.0644324744852559e-05,050222-151500,0.552372199
2022-05-02 15:45:00,5.1991532573340955e-06,4.004957981603212e-06,9.071475221430288e-05,6.30891705903836e-06,3.7762346422851914e-06,1.0922736958029147e-05,050222-154500,0.515419524
2022-05-02 17:00:00,5.012526272761645e-06,3.918455386934313e-06,7.237879166034804e-05,6.174668716680505e-06,3.4819934146209106e-06,1.0665111586541741e-05,050222-170000,0.457856814
2022-05-02 21:00:00,5.248134446359846e-06,4.097011258208513e-06,5.790303332827843e-05,6.453566519303513e-06,3.6656906180531343e-06,1.1145967503964555e-05,050222-210000,0.457100281
2022-05-02 21:15:00,5.2196703070461355e-06,4.065445424695689e-06,6.465838721657759e-05,6.401157777816898e-06,3.67628819897315e-06,1.104521990044885e-05,050222-211500,0.452999928
2022-05-03 00:15:00,5.1331818465708755e-06,4.007271768724871e-06,7.720404443770458e-05,6.3144647880507746e-06,3.581425418272286e-06,1.0892362447838519e-05,050322-001500,0.46737428
2022-05-03 00:30:00,5.023442998978643e-06,3.910372814991834e-06,9.26448533252455e-05,6.158081974697439e-06,3.5423085018252055e-06,1.0641650805347674e-05,050322-003000,0.466918343
2022-05-03 01:15:00,5.194731897891174e-06,4.070574854405497e-06,7.527394332676196e-05,6.413947525861094e-06,3.582143832299664e-06,1.102338608946007e-05,050322-011500,0.466067024
2022-05-03 03:45:00,5.190834606902563e-06,4.079136304420286e-06,6.369333666110628e-05,6.426168573549459e-06,3.5487790927112504e-06,1.097269893539357e-05,050322-034500,0.479859616
2022-05-03 07:45:00,5.211147135667527e-06,4.079017405523429e-06,9.45749544361881e-05,6.4271975552194245e-06,3.6060004722924575e-06,1.1022189913658856e-05,050322-074500,0.396084306
2022-05-03 10:00:00,5.2327296099450965e-06,4.082579995782629e-06,8.10642466595898e-05,6.433655223751495e-06,3.656629448054342e-06,1.1076215092390248e-05,050322-100000,0.413108681
2022-05-03 11:15:00,5.140836251782305e-06,4.01039888265632e-06,6.75535388829915e-05,6.319040401773491e-06,3.595283945957365e-06,1.084291844139349e-05,050322-111500,0.462436814
2022-05-03 12:30:00,5.301328795552e-06,4.077206568029886e-06,0.00010519051054637249,6.427668868013254e-06,3.859173025140194e-06,1.1088305093178648e-05,050322-123000,0.499147971
2022-05-03 13:00:00,5.14249488713198e-06,3.9886837862760445e-06,0.00010036525776901595,6.282737304362438e-06,3.663020084888766e-06,1.0837646979565974e-05,050322-130000,0.508879821
2022-05-03 16:30:00,5.063176636856461e-06,3.904577770291953e-06,5.983313443922105e-05,6.153349929863122e-06,3.6616552502802884e-06,1.0652139380384981e-05,050322-163000,0.369004343
2022-05-03 17:45:00,4.9642911555032e-06,3.867788044448815e-06,4.632242666262275e-05,6.095287145854691e-06,3.483646095830261e-06,1.0618618108262684e-05,050322-174500,0.363614888
2022-05-03 19:15:00,5.134957939309354e-06,3.965098402953799e-06,6.948363999393412e-05,6.246362621079575e-06,3.7038383748299844e-06,1.0826908874762226e-05,050322-191500,0.384912586
2022-05-04 02:00:00,5.305234514555516e-06,4.114121757739647e-06,6.851858943846281e-05,6.478713120367378e-06,3.7838176696713013e-06,1.1180749721379049e-05,050422-020000,0.510968474
2022-05-04 04:00:00,5.297148274064399e-06,4.136707077334341e-06,5.6937982772807125e-05,6.5211245242406655e-06,3.687070758668424e-06,1.1286811890617199e-05,050422-040000,0.515588757
2022-05-04 04:45:00,5.357092668640509e-06,4.178881172546499e-06,6.56234377720489e-05,6.5816148767557795e-06,3.752229332680428e-06,1.140750442950721e-05,050422-044500,0.525204192
2022-05-04 05:30:00,5.383905726471553e-06,4.209108481668324e-06,6.658848832752019e-05,6.625679093558291e-06,3.7514328613751944e-06,1.1483982803776941e-05,050422-053000,0.524863387
2022-05-04 06:00:00,5.395715090136614e-06,4.204613665702479e-06,8.10642466595898e-05,6.620619533163637e-06,3.7940582338624466e-06,1.1486303412464503e-05,050422-060000,0.51048112
2022-05-04 08:45:00,5.416795279029644e-06,4.1939827913295085e-06,0.00011291091499014294,6.6049235537932255e-06,3.880504537725299e-06,1.1547144528284283e-05,050422-084500,0.429221031
2022-05-04 10:15:00,5.381012522680367e-06,4.171607550767298e-06,6.851858943846281e-05,6.5682333210293574e-06,3.843032117379491e-06,1.1384354571005938e-05,050422-101500,0.411771705
2022-05-04 11:30:00,5.513262054326327e-06,4.269371986347704e-06,0.00011580606665655686,6.722110939136073e-06,3.950344715327758e-06,1.1634284682154802e-05,050422-113000,0.462185691
2022-05-04 12:15:00,5.5671649808865295e-06,4.3029660307974035e-06,8.492444888147503e-05,6.782032040216243e-06,3.998823050660838e-06,1.1763800347220673e-05,050422-121500,0.499382452
2022-05-04 12:45:00,5.4843765662585825e-06,4.2109448495998435e-06,8.588949943694634e-05,6.631135027458455e-06,4.0230316733552866e-06,1.1608644957148352e-05,050422-124500,0.499156802
2022-05-04 15:15:00,5.130122066669869e-06,3.983056148305175e-06,8.588949943694634e-05,6.2755948548251895e-06,3.6404889954755172e-06,1.082111909958665e-05,050422-151500,0.466342197
2022-05-04 15:45:00,5.103460531639241e-06,3.966839943544266e-06,6.75535388829915e-05,6.248977075524125e-06,3.6112139986340935e-06,1.076490176704945e-05,050422-154500,0.453487899
2022-05-04 20:15:00,5.252680052777559e-06,4.082784968727517e-06,6.176323555016365e-05,6.435648761491509e-06,3.7099474987224297e-06,1.1206870264042708e-05,050422-201500,0.436188212
2022-05-04 22:00:00,5.327100790815719e-06,4.0980496175930275e-06,9.167980276977419e-05,6.457017277005389e-06,3.8810946953285276e-06,1.1232193496736182e-05,050422-220000,0.429668173
2022-05-05 03:00:00,5.263200292025013e-06,4.0911341513865685e-06,8.974970165883157e-05,6.445927340368368e-06,3.721903585496936e-06,1.1177824685613823e-05,050522-030000,0.480041309
2022-05-05 13:00:00,5.1297090567410115e-06,3.952094656731284e-06,8.685454999241765e-05,6.2294657906729304e-06,3.7177384436400713e-06,1.0802366304084495e-05,050522-130000,0.480031556
2022-05-05 17:30:00,5.043800170377828e-06,3.927779102882941e-06,7.334384221581935e-05,6.1869619884489884e-06,3.5498246236212745e-06,1.0702076824346794e-05,050522-173000,0.364057915
2022-05-05 18:00:00,5.084054653459272e-06,3.948634188223986e-06,6.658848832752019e-05,6.222253843197748e-06,3.6026060530874886e-06,1.0820251890851286e-05,050522-180000,0.357878836
2022-05-05 18:15:00,5.097069675960172e-06,3.969342291186401e-06,6.079818499469235e-05,6.256108532525936e-06,3.5806904857677748e-06,1.0874419966700977e-05,050522-181500,0.357171225
2022-05-05 21:15:00,5.0403603482784085e-06,3.930878498053158e-06,5.886808388374974e-05,6.197981263221967e-06,3.5207196890429503e-06,1.075539847760505e-05,050522-211500,0.342125769
