k1,k2,epsilon,MAE
1e-06,1e-06,1,0.032509738911817375
1e-06,1e-06,2,0.03254536380693226
1e-06,1e-06,3,0.03254733853206594
1e-06,1e-06,4,0.03254747409545035
1e-06,1e-06,5,0.032547484526243516
1e-06,1e-06,6,0.03254748536733088
1e-06,1e-06,7,0.032547485433738164
1e-06,1e-06,8,0.03254748543825723
1e-06,1e-06,9,0.03254748543839414
1e-06,1e-06,10,0.0325474854383549
1e-06,1.2663801734674021e-06,1,0.03249951608878164
1e-06,1.2663801734674021e-06,2,0.032544797756403704
1e-06,1.2663801734674021e-06,3,0.032547299393077836
1e-06,1.2663801734674021e-06,4,0.032547471073879765
1e-06,1.2663801734674021e-06,5,0.03254748428327888
1e-06,1.2663801734674021e-06,6,0.0325474853484149
1e-06,1.2663801734674021e-06,7,0.03254748543251246
1e-06,1.2663801734674021e-06,8,0.032547485438235824
1e-06,1.2663801734674021e-06,9,0.032547485438408706
1e-06,1.2663801734674021e-06,10,0.0325474854383594
1e-06,1.6037187437513308e-06,1,0.03248646669005616
1e-06,1.6037187437513308e-06,2,0.03254408038279092
1e-06,1.6037187437513308e-06,3,0.03254724982457217
1e-06,1.6037187437513308e-06,4,0.03254746724739256
1e-06,1.6037187437513308e-06,5,0.03254748397559254
1e-06,1.6037187437513308e-06,6,0.03254748532446139
1e-06,1.6037187437513308e-06,7,0.03254748543096099
1e-06,1.6037187437513308e-06,8,0.03254748543820827
1e-06,1.6037187437513308e-06,9,0.03254748543842671
1e-06,1.6037187437513308e-06,10,0.03254748543836482
1e-06,2.030917620904735e-06,1,0.03246977456837662
1e-06,2.030917620904735e-06,2,0.03254317105036742
1e-06,2.030917620904735e-06,3,0.0325471870461212
1e-06,2.030917620904735e-06,4,0.032547462401556204
1e-06,2.030917620904735e-06,5,0.03254748358594485
1e-06,2.030917620904735e-06,6,0.03254748529412624
1e-06,2.030917620904735e-06,7,0.032547485428994785
1e-06,2.030917620904735e-06,8,0.03254748543817333
