Time,tau_star,tau_c_star
1,0.047,0.04
2,0.047,0.04119788900686398
3,0.047,0.042287316633737276
4,0.047,0.043278103382254074
5,0.047,0.04417918056886251
6,0.047,0.04499867083499863
7,0.047,0.04574396136756615
8,0.047,0.04642177048975836
9,0.047,0.0470382082224963
10,0.047,0.04759883136240637
11,0.047,0.04810869357283054
12,0.047,0.048572390939407885
13,0.047,0.048994103400882304
14,0.047,0.049377632428608945
15,0.047,0.049726435294416275
16,0.047,0.05004365623572694
17,0.047,0.050332154798871216
18,0.047,0.05059453161609024
19,0.047,0.05083315184859225
20,0.047,0.05105016650698634
21,0.047,0.05124753184128383
22,0.047,0.05142702697525594
23,0.047,0.051590269944110353
24,0.047,0.05173873228005615
25,0.047,0.051873752277236784
26,0.047,0.051996547055606135
27,0.047,0.05210822353249574
28,0.047,0.05220978840077507
29,0.047,0.05230215720355166
30,0.047,0.05238616258721359
31,0.047,0.0524625618072106
32,0.047,0.0525320435542334
33,0.047,0.05259523416232507
34,0.047,0.05265270325488666
35,0.047,0.05270496887947224
36,0.047,0.05275250217766018
37,0.047,0.05279573163209679
38,0.047,0.052835046928996626
39,0.047,0.05287080247091744
40,0.047,0.0529033205714753
41,0.047,0.05293289436079817
42,0.047,0.05295979042790877
43,0.047,0.052984251223856166
44,0.047,0.053006497247258755
45,0.047,0.05302672903195999
46,0.047,0.053045128954714256
47,0.047,0.053061862879198056
48,0.047,0.053077081651166244
49,0.047,0.053090922458231195
50,0.047,0.053103510066522426
51,0.047,0.05311495794537443
52,0.047,0.05312536929018101
53,0.047,0.05313483795263654
54,0.047,0.05314344928674972
55,0.047,0.053151280918255946
56,0.047,0.053158403444364365
57,0.047,0.05316488107014704
58,0.047,0.053170772187307105
59,0.047,0.053176129900543094
60,0.047,0.05318100250625423
61,0.047,0.05318543392790194
62,0.047,0.05318946411195211
63,0.047,0.05319312938796724
64,0.047,0.05319646279609447
65,0.047,0.05319949438490164
66,0.047,0.05320225148224616
67,0.047,0.053204758941618344
68,0.047,0.05320703936617994
69,0.047,0.05320911331251735
70,0.047,0.05321099947594624
71,0.047,0.05321271485903805
72,0.047,0.053214274924887374
73,0.047,0.05321569373650202
74,0.047,0.05321698408357213
75,0.047,0.053218157597761155
76,0.047,0.05321922485755795
77,0.047,0.05322019548363517
78,0.047,0.05322107822557356
79,0.047,0.053221881040733866
80,0.047,0.05322261116598746
81,0.047,0.053223275182952126
82,0.047,0.0532238790773212
83,0.047,0.053224428292820807
84,0.047,0.05322492778028162
85,0.047,0.053225382042267476
86,0.047,0.05322579517366312
87,0.047,0.053226170898587014
88,0.047,0.053226512603961926
89,0.047,0.05322682337004589
90,0.047,0.05322710599819877
91,0.047,0.05322736303613477
92,0.047,0.053227596800888455
93,0.047,0.053227809399701356
94,0.047,0.05322800274901744
95,0.047,0.05322817859175861
96,0.047,0.05322833851303605
97,0.047,0.05322848395443903
98,0.047,0.05322861622702988
99,0.047,0.053228736523162436
100,0.047,0.05322884592723031
101,0.047,0.053228945425442035
102,0.047,0.05322903591471113
103,0.047,0.05322911821074116
104,0.047,0.053229193055378834
105,0.047,0.05322926112330127
106,0.047,0.053229323028097776
107,0.047,0.053229379327800974
108,0.047,0.05322943052991711
109,0.047,0.053229477096000906
110,0.047,0.053229519445816185
111,0.047,0.05322955796111977
112,0.047,0.05322959298910278
113,0.047,0.053229624845520344
114,0.047,0.05322965381753795
115,0.047,0.053229680166320015
116,0.047,0.053229704129384166
117,0.047,0.053229725922742284
118,0.047,0.05322974574284772
119,0.047,0.0532297637683662
120,0.047,0.05322978016178639
