Time,tau_star,tau_c_star
1,0.041,0.04
2,0.041,0.04038188120323822
3,0.041,0.04075370589454338
4,0.041,0.04111538353607749
5,0.041,0.041466947062022454
6,0.041,0.04180850190455587
7,0.041,0.04214019494889791
8,0.041,0.04246219555993663
9,0.041,0.04277468395112406
10,0.041,0.04307784406443316
11,0.041,0.04337185926069491
12,0.041,0.04365690978972053
13,0.041,0.043933171407710865
14,0.041,0.04420081474739939
15,0.041,0.04446000518971567
16,0.041,0.044710903072853796
17,0.041,0.044953664128047494
18,0.041,0.0451884400644695
19,0.041,0.045415379246509055
20,0.041,0.045634627420099064
21,0.041,0.045846328453740905
22,0.041,0.04605062506624417
23,0.041,0.04624765951808995
24,0.041,0.04643757424742313
25,0.041,0.04662051243537787
26,0.041,0.04679661848894981
27,0.041,0.0469660384330338
28,0.041,0.04712892020655147
29,0.041,0.047285413860757027
30,0.041,0.04743567166076356
31,0.041,0.04757984809400176
32,0.041,0.047718099791638706
33,0.041,0.04785058537089249
34,0.041,0.04797746520764415
35,0.041,0.048098901149760676
36,0.041,0.04821505618211111
37,0.041,0.04832609405441221
38,0.041,0.04843217888282609
39,0.041,0.04853347473570587
40,0.041,0.048630145213110015
41,0.041,0.04872235302874573
42,0.041,0.04881025960192006
43,0.041,0.04889402466593082
44,0.041,0.04897380589816974
45,0.041,0.04904975857607825
46,0.041,0.049122035262026104
47,0.041,0.04919078551919851
48,0.041,0.049256155659694906
49,0.041,0.04931828852527102
50,0.041,0.049377323300499064
51,0.041,0.049433395357575745
52,0.041,0.04948663613157074
53,0.041,0.04953717302456921
54,0.041,0.049585129336912954
55,0.041,0.04963062422357437
56,0.041,0.04967377267359479
57,0.041,0.04971468551047352
58,0.041,0.04975346941139628
59,0.041,0.0497902269432315
60,0.041,0.04982505661329304
61,0.041,0.04985805293295993
62,0.041,0.04988930649235188
63,0.041,0.049918904044378244
64,0.041,0.04994692859660308
65,0.041,0.04997345950949652
66,0.041,0.049998572599769704
67,0.041,0.05002234024761528
68,0.041,0.05004483150679524
69,0.041,0.050066112216632645
70,0.041,0.050086245115071544
71,0.041,0.050105289952070454
72,0.041,0.050123303602688185
73,0.041,0.050140340179307165
74,0.041,0.050156451142518065
75,0.041,0.0501716854102613
76,0.041,0.05018608946488576
77,0.041,0.05019970745784356
78,0.041,0.050212581311791585
79,0.041,0.05022475081991731
80,0.041,0.05023625374234747
81,0.041,0.05024712589953445
82,0.041,0.050257401262547303
83,0.041,0.050267112040221884
84,0.041,0.05027628876314897
85,0.041,0.05028496036449985
86,0.041,0.050293154257706835
87,0.041,0.050300896411031165
88,0.041,0.050308211419063664
89,0.041,0.05031512257121403
90,0.041,0.05032165191725345
91,0.041,0.05032782032998231
92,0.041,0.050333647565100365
93,0.041,0.05033915231836114
94,0.041,0.05034435228009545
95,0.041,0.050349264187191274
96,0.041,0.05035390387261866
97,0.041,0.050358286312588825
98,0.041,0.050362425671436895
99,0.041,0.05036633534431719
100,0.041,0.050370027997798994
101,0.041,0.05037351560844953
102,0.041,0.05037680949948927
103,0.041,0.05037992037560284
104,0.041,0.05038285835598672
105,0.041,0.05038563300571279
106,0.041,0.05038825336548436
107,0.041,0.050390727979859
108,0.041,0.0503930649240099
109,0.041,0.050395271829094986
110,0.041,0.05039735590630063
111,0.041,0.05039932396962399
112,0.041,0.050401182457455666
113,0.041,0.050402937453021913
114,0.041,0.05040459470374296
115,0.041,0.05040615963956182
116,0.041,0.05040763739029553
117,0.041,0.05040903280205831
118,0.041,0.05041035045280419
119,0.041,0.05041159466703426
120,0.041,0.05041276952971159
