event_start,event_end,tauc,time_between_events_hours,mean_shear_below_tauc,n_timesteps_total,n_timesteps_below_tauc
2022-08-03 15:44:00,2022-08-08 18:07:00,0.030329198,122.38333333333334,0.002758128898128898,490,481
2022-08-08 18:07:00,2023-05-05 15:28:00,0.020720242,6477.35,0.004384806251338044,10070,4671
2023-05-05 15:28:00,2023-07-29 18:37:00,0.14419332,2043.15,0.025434494175352547,8173,8155
2023-07-29 18:37:00,2023-09-14 22:46:00,0.022070355,1132.15,0.0007720026495915213,4529,4529
2023-09-14 22:46:00,,0.002832215,,,0,0
,,,,,0,0
