event_start,event_end,time_between_events_hours,mean_shear_between_events,n_timesteps
8/3/2022 14:55,8/8/2022 14:25,119.5,0.002618787,478
8/8/2022 14:25,4/28/2023 2:46,6300.35,0.034735869,9363
4/28/2023 2:46,7/29/2023 14:38,2219.866667,0.03368608,8879
7/29/2023 14:38,9/14/2023 22:31,1135.883333,0.000805238,4544
,,,,
