k1,k2,epsilon,MAE
1e-06,1e-06,1,0.03670620005227488
1e-06,1e-06,2,0.036725576467579124
1e-06,1e-06,3,0.03672648191095966
1e-06,1e-06,4,0.03672652799257384
1e-06,1e-06,5,0.0367265295823574
1e-06,1e-06,6,0.036726529431412594
1e-06,1e-06,7,0.03672652937440851
1e-06,1e-06,8,0.03672652936220306
1e-06,1e-06,9,0.03672652935990725
1e-06,1e-06,10,0.0367265293594951
1e-06,1.2663801734674021e-06,1,0.036700724513827464
1e-06,1.2663801734674021e-06,2,0.036725322391196996
1e-06,1.2663801734674021e-06,3,0.03672646927038478
1e-06,1.2663801734674021e-06,4,0.03672652762847255
1e-06,1.2663801734674021e-06,5,0.036726529641746886
1e-06,1.2663801734674021e-06,6,0.03672652945059339
1e-06,1.2663801734674021e-06,7,0.036726529378404885
1e-06,1.2663801734674021e-06,8,0.03672652936294794
1e-06,1.2663801734674021e-06,9,0.0367265293600406
1e-06,1.2663801734674021e-06,10,0.03672652935951868
1e-06,1.6037187437513308e-06,1,0.03669375303854443
1e-06,1.6037187437513308e-06,2,0.036725000485879886
1e-06,1.6037187437513308e-06,3,0.03672645326185628
1e-06,1.6037187437513308e-06,4,0.03672652716737838
1e-06,1.6037187437513308e-06,5,0.03672652971695704
1e-06,1.6037187437513308e-06,6,0.036726529474883564
1e-06,1.6037187437513308e-06,7,0.03672652938346545
1e-06,1.6037187437513308e-06,8,0.03672652936389105
1e-06,1.6037187437513308e-06,9,0.03672652936020977
1e-06,1.6037187437513308e-06,10,0.036726529359548496
1e-06,2.030917620904735e-06,1,0.03668486417833379
1e-06,2.030917620904735e-06,2,0.03672459259379664
1e-06,2.030917620904735e-06,3,0.036726432987763485
1e-06,2.030917620904735e-06,4,0.03672652658345401
1e-06,2.030917620904735e-06,5,0.03672652981220155
1e-06,2.030917620904735e-06,6,0.036726529505644374
1e-06,2.030917620904735e-06,7,0.03672652938987382
1e-06,2.030917620904735e-06,8,0.03672652936508563
1e-06,2.030917620904735e-06,9,0.03672652936042357
1e-06,2.030917620904735e-06,10,0.03672652935958636
1e-06,2.571913809059347e-06,1,0.03667351092619681
1e-06,2.571913809059347e-06,2,0.03672407566597348
1e-06,2.571913809059347e-06,3,0.03672640731111308
1e-06,2.571913809059347e-06,4,0.036726525843975844
1e-06,2.571913809059347e-06,5,0.03672652993281758
1e-06,2.571913809059347e-06,6,0.036726529544599366
1e-06,2.571913809059347e-06,7,0.036726529397989496
1e-06,2.571913809059347e-06,8,0.03672652936659819
1e-06,2.571913809059347e-06,9,0.036726529360695086
1e-06,2.571913809059347e-06,10,0.03672652935963422
1e-06,3.257020655659783e-06,1,0.036658977210834394
1e-06,3.257020655659783e-06,2,0.03672342042644613
1e-06,3.257020655659783e-06,3,0.036726374791598904
1e-06,3.257020655659783e-06,4,0.03672652490750411
1e-06,3.257020655659783e-06,5,0.03672653008556346
1e-06,3.257020655659783e-06,6,0.03672652959393131
1e-06,3.257020655659783e-06,7,0.0367265294082682
1e-06,3.257020655659783e-06,8,0.03672652936851342
1e-06,3.257020655659783e-06,9,0.03672652936103847
1e-06,3.257020655659783e-06,10,0.036726529359694865
1e-06,4.124626382901348e-06,1,0.03664031799556795
1e-06,4.124626382901348e-06,2,0.036722589660461345
1e-06,4.124626382901348e-06,3,0.03672633360453661
1e-06,4.124626382901348e-06,4,0.036726523721555916
1e-06,4.124626382901348e-06,5,0.03672653027899827
1e-06,4.124626382901348e-06,6,0.03672652965640426
1e-06,4.124626382901348e-06,7,0.03672652942128376
1e-06,4.124626382901348e-06,8,0.03672652937094021
1e-06,4.124626382901348e-06,9,0.03672652936147245
1e-06,4.124626382901348e-06,10,0.036726529359771685
1e-06,5.223345074266844e-06,1,0.03661626946506634
1e-06,5.223345074266844e-06,2,0.03672153601425472
1e-06,5.223345074266844e-06,3,0.036726281438048416
1e-06,5.223345074266844e-06,4,0.03672652221966577
1e-06,5.223345074266844e-06,5,0.03672653052396124
1e-06,5.223345074266844e-06,6,0.036726529735518466
1e-06,5.223345074266844e-06,7,0.036726529437767004
1e-06,5.223345074266844e-06,8,0.03672652937401264
1e-06,5.223345074266844e-06,9,0.036726529362023086
1e-06,5.223345074266844e-06,10,0.036726529359868795
1e-06,6.6147406412301455e-06,1,0.03658513632574719
1e-06,6.6147406412301455e-06,2,0.03672019915626265
1e-06,6.6147406412301455e-06,3,0.03672621536259309
1e-06,6.6147406412301455e-06,4,0.03672652031765378
1e-06,6.6147406412301455e-06,5,0.036726530834177665
1e-06,6.6147406412301455e-06,6,0.03672652983570733
1e-06,6.6147406412301455e-06,7,0.03672652945864061
1e-06,6.6147406412301455e-06,8,0.036726529377902904
1e-06,6.6147406412301455e-06,9,0.03672652936272049
1e-06,6.6147406412301455e-06,10,0.03672652935999178
1e-06,8.376776400682924e-06,1,0.03654458308495563
1e-06,8.376776400682924e-06,2,0.036718502097128146
1e-06,8.376776400682924e-06,3,0.03672613166533458
1e-06,8.376776400682924e-06,4,0.03672651790890653
1e-06,8.376776400682924e-06,5,0.03672653122703056
1e-06,8.376776400682924e-06,6,0.03672652996258505
1e-06,8.376776400682924e-06,7,0.03672652948507431
1e-06,8.376776400682924e-06,8,0.03672652938283036
1e-06,8.376776400682924e-06,9,0.036726529363602725
1e-06,8.376776400682924e-06,10,0.0367265293601475
1e-06,1.0608183551394482e-05,1,0.036491370237455495
1e-06,1.0608183551394482e-05,2,0.036716346391247254
1e-06,1.0608183551394482e-05,3,0.03672602563971636
1e-06,1.0608183551394482e-05,4,0.03672651485839291
1e-06,1.0608183551394482e-05,5,0.03672653172453484
1e-06,1.0608183551394482e-05,6,0.03672653012325953
1e-06,1.0608183551394482e-05,7,0.03672652951854907
1e-06,1.0608183551394482e-05,8,0.036726529389069396
1e-06,1.0608183551394482e-05,9,0.03672652936472034
1e-06,1.0608183551394482e-05,10,0.03672652936034464
1e-06,1.3433993325988988e-05,1,0.03642091159424309
1e-06,1.3433993325988988e-05,2,0.03671360583478307
1e-06,1.3433993325988988e-05,3,0.03672589131791313
1e-06,1.3433993325988988e-05,4,0.03672651099508816
1e-06,1.3433993325988988e-05,5,0.036726532354568145
1e-06,1.3433993325988988e-05,6,0.03672653032673538
1e-06,1.3433993325988988e-05,7,0.036726529560941704
1e-06,1.3433993325988988e-05,8,0.036726529396971394
1e-06,1.3433993325988988e-05,9,0.036726529366136525
1e-06,1.3433993325988988e-05,10,0.0367265293605948
1e-06,1.7012542798525893e-05,1,0.03632633336584157
1e-06,1.7012542798525893e-05,2,0.03671011811586767
1e-06,1.7012542798525893e-05,3,0.03672572113029665
1e-06,1.7012542798525893e-05,4,0.03672650610235894
1e-06,1.7012542798525893e-05,5,0.03672653315243539
1e-06,1.7012542798525893e-05,6,0.03672653058441401
1e-06,1.7012542798525893e-05,7,0.036726529614626593
1e-06,1.7012542798525893e-05,8,0.0367265294069784
1e-06,1.7012542798525893e-05,9,0.036726529367929014
1e-06,1.7012542798525893e-05,10,0.03672652936091126
1e-06,2.1544346900318823e-05,1,0.03619693486270901
1e-06,2.1544346900318823e-05,2,0.0367056736326831
1e-06,2.1544346900318823e-05,3,0.03672550547140543
1e-06,2.1544346900318823e-05,4,0.03672649990579712
1e-06,2.1544346900318823e-05,5,0.03672653416284689
1e-06,2.1544346900318823e-05,6,0.036726530910732386
1e-06,2.1544346900318823e-05,7,0.036726529682612655
1e-06,2.1544346900318823e-05,8,0.03672652941965066
1e-06,2.1544346900318823e-05,9,0.03672652937019917
1e-06,2.1544346900318823e-05,10,0.036726529361312356
1e-06,2.7283333764867696e-05,1,0.03601499090609271
1e-06,2.7283333764867696e-05,2,0.03670000032276652
1e-06,2.7283333764867696e-05,3,0.03672523214586064
1e-06,2.7283333764867696e-05,4,0.036726492057781335
1e-06,2.7283333764867696e-05,5,0.036726535442427904
1e-06,2.7283333764867696e-05,6,0.036726531323976706
1e-06,2.7283333764867696e-05,7,0.03672652976870793
1e-06,2.7283333764867696e-05,8,0.03672652943569825
1e-06,2.7283333764867696e-05,9,0.036726529373073837
1e-06,2.7283333764867696e-05,10,0.0367265293618205
1e-06,3.455107294592218e-05,1,0.03574871796164261
1e-06,3.455107294592218e-05,2,0.036692742757617046
1e-06,3.455107294592218e-05,3,0.03672488565949041
1e-06,3.455107294592218e-05,4,0.036726482117907744
1e-06,3.455107294592218e-05,5,0.036726537062887026
1e-06,3.455107294592218e-05,6,0.0367265318473027
1e-06,3.455107294592218e-05,7,0.036726529877737946
1e-06,3.455107294592218e-05,8,0.03672652945602084
1e-06,3.455107294592218e-05,9,0.03672652937671465
1e-06,3.455107294592218e-05,10,0.03672652936246331
1e-06,4.37547937507418e-05,1,0.03533486509053955
1e-06,4.37547937507418e-05,2,0.0366834328136368
1e-06,4.37547937507418e-05,3,0.0367244463100688
1e-06,4.37547937507418e-05,4,0.036726469528157474
1e-06,4.37547937507418e-05,5,0.03672653911504305
1e-06,4.37547937507418e-05,6,0.036726532510033855
1e-06,4.37547937507418e-05,7,0.03672653001581181
1e-06,4.37547937507418e-05,8,0.03672652948175702
