event_start,event_end,tauc,time_between_events_hours,mean_shear_below_tauc,n_timesteps_total,n_timesteps_below_tauc
2022-08-03 15:01:00,2022-08-08 14:31:00,0.029847196,119.5,0.002483347368421053,478,475
2022-08-08 14:31:00,2023-04-28 03:00:00,0.094362568,6300.483333333334,0.026357666224206586,9362,8287
2023-04-28 03:00:00,2023-07-29 14:45:00,0.028499634,2219.75,0.005566939786585365,8878,5248
2023-07-29 14:45:00,2023-09-14 22:45:00,0.002916913,1136.0,0.0007548845470692718,4543,4504
2023-09-14 22:45:00,,,,,0,0
,,,,,0,0
