event_start,event_end,time_between_events_hours,mean_shear_between_events,n_timesteps
2022-08-03 15:01:00,2022-08-08 14:31:00,119.5,0.002664497907949791,478
2022-08-08 14:31:00,2023-04-28 03:00:00,6300.483333333334,0.03473697435342496,9362
2023-04-28 03:00:00,2023-07-29 14:45:00,2219.75,0.03367924082000451,8878
2023-07-29 14:45:00,2023-09-14 22:45:00,1136.0,0.0008040501871010346,4543
2023-09-14 22:45:00,,,,0
,,,,0
