SampleID,t0,t1,max_amp,mean_amp,median_amp,impulses_ch6,impulses_ch5,impulses_ch4,impulses_ch3,impulses_ch2,impulses_ch1,ch6_max,ch6_mean,ch6_median,ch5_max,ch5_mean,ch5_median,ch4_max,ch4_mean,ch4_median,ch3_max,ch3_mean,ch3_median,ch2_max,ch2_mean,ch2_median,ch1_max,ch1_mean,ch1_median
flood4,0.0,199.99997732426303,0.007613048262144391,0.004619434820583641,0.0047748825034219745,0,0,8,616,10215,29738,,,,,,,0.10786065853704806,0.08733419039502978,0.08455520460301719,0.48723508877724103,0.33191630848952053,0.3323432476813254,1.9489403551089641,1.1911345040895032,1.2280670592461438,7.7957614204358565,4.730301256277649,4.889479683504102
