multiplicative_factor,MAE
0.02782559402207126,0.011104462700236828
0.023644894126454073,0.011247481524454043
0.02009233002565046,0.01150891278803616
0.017073526474706887,0.011703949327112056
0.014508287784959401,0.011856547990321351
0.012328467394420659,0.01197935100405131
0.010476157527896641,0.01207968531511105
0.008902150854450374,0.012162405517029348
