A,B,MAE
1.747528400007683e-06,1.0,0.010453636475971344
2.0092330025650458e-06,1.3673469387755102,0.010468739342908767
2.310129700083158e-06,1.7346938775510203,0.01048280186068914
2.656087782946684e-06,2.1020408163265305,0.010495631282320991
3.0538555088334123e-06,2.4693877551020407,0.010507015358205671
2.0092330025650458e-06,1.183673469387755,0.010521191300366124
3.5111917342151275e-06,2.836734693877551,0.010527449231229103
2.310129700083158e-06,1.5510204081632653,0.010539096413326513
4.037017258596558e-06,3.2040816326530615,0.010554230129524592
2.656087782946684e-06,1.9183673469387754,0.010558974417364008
1.747528400007683e-06,1.183673469387755,0.010572710022523085
3.0538555088334123e-06,2.2857142857142856,0.010581012482878436
4.641588833612782e-06,3.5714285714285716,0.010584165717033309
2.0092330025650458e-06,1.5510204081632653,0.010589640350448801
2.0092330025650458e-06,1.0,0.010596565676134578
2.310129700083158e-06,1.9183673469387754,0.010605322154110152
3.5111917342151275e-06,2.6530612244897958,0.010605396337903911
2.310129700083158e-06,1.3673469387755102,0.010616403816295176
5.336699231206313e-06,3.938775510204082,0.01061742389149164
2.656087782946684e-06,2.2857142857142856,0.010619573285035497
3.0538555088334123e-06,2.6530612244897958,0.01063217253275742
4.037017258596558e-06,3.0204081632653064,0.010632349989490922
2.656087782946684e-06,1.7346938775510203,0.010638024867359902
3.5111917342151275e-06,3.0204081632653064,0.010642859122745879
4.037017258596558e-06,3.3877551020408165,0.01065139847303595
6.1359072734131755e-06,4.3061224489795915,0.010654082088251532
4.641588833612782e-06,3.7551020408163267,0.010657538645593717
7.0548023107186455e-06,4.857142857142858,0.010659235980883582
5.336699231206313e-06,4.122448979591837,0.010661042676051835
3.0538555088334123e-06,2.1020408163265305,0.010661554112430915
6.1359072734131755e-06,4.4897959183673475,0.010661673450718428
4.641588833612782e-06,3.3877551020408165,0.010661999962141972
1.519911082952933e-06,1.0,0.010672123038214812
8.111308307896873e-06,5.224489795918368,0.010672144726590737
3.5111917342151275e-06,2.4693877551020407,0.010687115231091374
1.747528400007683e-06,1.3673469387755102,0.010691617789684369
7.0548023107186455e-06,4.673469387755102,0.010694204226289163
5.336699231206313e-06,3.7551020408163267,0.010694400907113929
2.310129700083158e-06,1.183673469387755,0.010697382176940533
2.0092330025650458e-06,1.7346938775510203,0.010709921788340127
4.037017258596558e-06,2.836734693877551,0.01071482484336297
2.656087782946684e-06,1.5510204081632653,0.010720982095596554
9.3260334688322e-06,5.591836734693878,0.01072360528824556
2.310129700083158e-06,2.1020408163265305,0.010726793870622957
6.1359072734131755e-06,4.122448979591837,0.010729553790378188
8.111308307896873e-06,5.040816326530613,0.010737768855195975
2.656087782946684e-06,2.4693877551020407,0.01074199186394787
4.641588833612782e-06,3.2040816326530615,0.010744676668430448
3.0538555088334123e-06,1.9183673469387754,0.010746230067137558
1.072267222010323e-05,6.142857142857143,0.010749820473559438
3.0538555088334123e-06,2.836734693877551,0.010755281682843171
9.3260334688322e-06,5.775510204081633,0.010764183009508288
3.5111917342151275e-06,3.2040816326530615,0.010766418415864908
7.0548023107186455e-06,4.4897959183673475,0.010767433120018141
3.5111917342151275e-06,2.2857142857142856,0.010773152062551906
8.111308307896873e-06,5.408163265306123,0.010774661803368984
4.037017258596558e-06,3.5714285714285716,0.010775163058170282
5.336699231206313e-06,3.5714285714285716,0.01077660039162289
1.072267222010323e-05,5.959183673469388,0.01077876802659039
2.310129700083158e-06,1.0,0.010780729486721121
4.641588833612782e-06,3.938775510204082,0.010781269632617408
7.0548023107186455e-06,5.040816326530613,0.010781400013356401
5.336699231206313e-06,4.3061224489795915,0.010784497261849222
6.1359072734131755e-06,4.673469387755102,0.010784610468539712
