k1,k2,epsilon,MAE
1e-06,1e-06,1.0,0.02909032235548604
1e-06,1e-06,2.0,0.029433001879766683
1e-06,1e-06,3.0,0.02951531747252383
1e-06,1e-06,4.0,0.029539819863170204
1e-06,1e-06,5.0,0.029547926285475444
1e-06,1e-06,6.0,0.029550760938039888
1e-06,1e-06,7.0,0.029551785569661225
1e-06,1e-06,8.0,0.029552164534086177
1e-06,1e-06,9.0,0.02955230724194685
1e-06,1e-06,10.0,0.029552361818246952
1e-06,1.2663801734674021e-06,1.0,0.02895472227505891
1e-06,1.2663801734674021e-06,2.0,0.029399102003321444
1e-06,1.2663801734674021e-06,3.0,0.029505114935594316
1e-06,1.2663801734674021e-06,4.0,0.02953641774109232
1e-06,1.2663801734674021e-06,5.0,0.029546727057219946
1e-06,1.2663801734674021e-06,6.0,0.02955032380775686
1e-06,1.2663801734674021e-06,7.0,0.029551622514013397
1e-06,1.2663801734674021e-06,8.0,0.029552102611378216
1e-06,1.2663801734674021e-06,9.0,0.029552283363996255
1e-06,1.2663801734674021e-06,10.0,0.0295523524833401
1e-06,1.6037187437513308e-06,1.0,0.028776301403042985
1e-06,1.6037187437513308e-06,2.0,0.029354818909341662
1e-06,1.6037187437513308e-06,3.0,0.02949199013487025
1e-06,1.6037187437513308e-06,4.0,0.029532077422367
1e-06,1.6037187437513308e-06,5.0,0.029545203286801804
1e-06,1.6037187437513308e-06,6.0,0.029549769414048542
1e-06,1.6037187437513308e-06,7.0,0.029551415890183275
1e-06,1.6037187437513308e-06,8.0,0.029552024171804015
1e-06,1.6037187437513308e-06,9.0,0.029552253121802995
1e-06,1.6037187437513308e-06,10.0,0.029552340661191202
1e-06,2.030917620904735e-06,1.0,0.028541074985890057
1e-06,2.030917620904735e-06,2.0,0.029296474767042297
1e-06,2.030917620904735e-06,3.0,0.029475032388876478
1e-06,2.030917620904735e-06,4.0,0.02952652904198036
1e-06,2.030917620904735e-06,5.0,0.029543265400124318
1e-06,2.030917620904735e-06,6.0,0.029549066021372673
1e-06,2.030917620904735e-06,7.0,0.029551154011690117
1e-06,2.030917620904735e-06,8.0,0.029551924802366968
1e-06,2.030917620904735e-06,9.0,0.029552214817869165
1e-06,2.030917620904735e-06,10.0,0.029552325688878472
1e-06,2.571913809059347e-06,1.0,0.02823007933191507
1e-06,2.571913809059347e-06,2.0,0.029218754531283732
1e-06,2.571913809059347e-06,3.0,0.029452998824591327
1e-06,2.571913809059347e-06,4.0,0.02951941809172841
1e-06,2.571913809059347e-06,5.0,0.02954079802615709
1e-06,2.571913809059347e-06,6.0,0.029548173135648927
1e-06,2.571913809059347e-06,7.0,0.029550822029983086
1e-06,2.571913809059347e-06,8.0,0.02955179890653173
1e-06,2.571913809059347e-06,9.0,0.02955216630118771
1e-06,2.571913809059347e-06,10.0,0.029552306726673166
1e-06,3.257020655659783e-06,1.0,0.027820697665937706
1e-06,3.257020655659783e-06,2.0,0.02911374498951047
1e-06,3.257020655659783e-06,3.0,0.029424160508695285
1e-06,3.257020655659783e-06,4.0,0.02951027439169812
1e-06,3.257020655659783e-06,5.0,0.029537651902154606
1e-06,3.257020655659783e-06,6.0,0.02954703898335227
1e-06,3.257020655659783e-06,7.0,0.029550401062265957
1e-06,3.257020655659783e-06,8.0,0.029551639384099736
1e-06,3.257020655659783e-06,9.0,0.02955210484564428
1e-06,3.257020655659783e-06,10.0,0.029552282710798093
1e-06,4.124626382901348e-06,1.0,0.02729486870981889
1e-06,4.124626382901348e-06,2.0,0.028969264013804598
1e-06,4.124626382901348e-06,3.0,0.02938605431496929
1e-06,4.124626382901348e-06,4.0,0.029498466797605327
1e-06,4.124626382901348e-06,5.0,0.029533632826102385
1e-06,4.124626382901348e-06,6.0,0.02954559720172247
1e-06,4.124626382901348e-06,7.0,0.029549867068679098
1e-06,4.124626382901348e-06,8.0,0.02955143722286091
1e-06,4.124626382901348e-06,9.0,0.029552026995526493
1e-06,4.124626382901348e-06,10.0,0.029552252293540145
1e-06,5.223345074266844e-06,1.0,0.026647672907393415
1e-06,5.223345074266844e-06,2.0,0.02876586749990361
1e-06,5.223345074266844e-06,3.0,0.029335064939148982
1e-06,5.223345074266844e-06,4.0,0.029483135188331976
1e-06,5.223345074266844e-06,5.0,0.029528486325202524
1e-06,5.223345074266844e-06,6.0,0.029543762454889454
1e-06,5.223345074266844e-06,7.0,0.029549189400749475
1e-06,5.223345074266844e-06,8.0,0.029551180976727126
1e-06,5.223345074266844e-06,9.0,0.0295519283691128
1e-06,5.223345074266844e-06,10.0,0.02955221376726158
1e-06,6.6147406412301455e-06,1.0,0.025971846542880296
1e-06,6.6147406412301455e-06,2.0,0.02847150046213337
1e-06,6.6147406412301455e-06,3.0,0.02926568374361401
1e-06,6.6147406412301455e-06,4.0,0.029463084916575823
1e-06,6.6147406412301455e-06,5.0,0.0295218759534527
1e-06,6.6147406412301455e-06,6.0,0.029541424564862407
1e-06,6.6147406412301455e-06,7.0,0.02954832891503586
1e-06,6.6147406412301455e-06,8.0,0.029550856097181978
1e-06,6.6147406412301455e-06,9.0,0.029551803408682333
1e-06,6.6147406412301455e-06,10.0,0.029552164967974404
1e-06,8.376776400682924e-06,1.0,0.025444698604173272
1e-06,8.376776400682924e-06,2.0,0.028032420036277084
1e-06,8.376776400682924e-06,3.0,0.029169111409723926
1e-06,8.376776400682924e-06,4.0,0.029436616588873983
1e-06,8.376776400682924e-06,5.0,0.029513351846529458
1e-06,8.376776400682924e-06,6.0,0.02953844055191096
1e-06,8.376776400682924e-06,7.0,0.029547235505865178
1e-06,8.376776400682924e-06,8.0,0.029550444074291048
1e-06,8.376776400682924e-06,9.0,0.02955164506191842
1e-06,8.376776400682924e-06,10.0,0.02955210315288399
1e-06,1.0608183551394482e-05,1.0,0.025140065516051836
1e-06,1.0608183551394482e-05,2.0,0.02736452349433246
1e-06,1.0608183551394482e-05,3.0,0.02903041823782092
1e-06,1.0608183551394482e-05,4.0,0.029401238866392176
1e-06,1.0608183551394482e-05,5.0,0.02950230390079154
1e-06,1.0608183551394482e-05,6.0,0.02953462367067572
1e-06,1.0608183551394482e-05,7.0,0.02954584485258519
1e-06,1.0608183551394482e-05,8.0,0.029549921328883327
1e-06,1.0608183551394482e-05,9.0,0.02955144437520239
1e-06,1.0608183551394482e-05,10.0,0.029552024844778958
1e-06,1.3433993325988988e-05,1.0,0.02497744635561832
1e-06,1.3433993325988988e-05,2.0,0.026397424353398778
1e-06,1.3433993325988988e-05,3.0,0.028822208125677252
1e-06,1.3433993325988988e-05,4.0,0.029353157085496663
1e-06,1.3433993325988988e-05,5.0,0.029487889804512522
1e-06,1.3433993325988988e-05,6.0,0.0295297280263689
1e-06,1.3433993325988988e-05,7.0,0.029544074089422397
1e-06,1.3433993325988988e-05,8.0,0.029549257777210913
1e-06,1.3433993325988988e-05,9.0,0.029551189973340795
1e-06,1.3433993325988988e-05,10.0,0.029551925634102118
1e-06,1.7012542798525893e-05,1.0,0.024796146334003375
1e-06,1.7012542798525893e-05,2.0,0.025421148192285227
1e-06,1.7012542798525893e-05,3.0,0.028488703239933955
1e-06,1.7012542798525893e-05,4.0,0.029286301019438583
1e-06,1.7012542798525893e-05,5.0,0.02946892022576848
1e-06,1.7012542798525893e-05,6.0,0.029523426512888407
1e-06,1.7012542798525893e-05,7.0,0.02954181597281764
1e-06,1.7012542798525893e-05,8.0,0.02954841496053535
1e-06,1.7012542798525893e-05,9.0,0.02955086739227377
1e-06,1.7012542798525893e-05,10.0,0.029551799926902066
1e-06,2.1544346900318823e-05,1.0,0.02447925698038317
1e-06,2.1544346900318823e-05,2.0,0.02530162223588307
1e-06,2.1544346900318823e-05,3.0,0.027899439770391575
1e-06,2.1544346900318823e-05,4.0,0.029190318246869684
1e-06,2.1544346900318823e-05,5.0,0.029443667469804057
1e-06,2.1544346900318823e-05,6.0,0.02951527835300566
1e-06,2.1544346900318823e-05,7.0,0.029538930912519634
1e-06,2.1544346900318823e-05,8.0,0.029547343590415175
1e-06,2.1544346900318823e-05,9.0,0.02955045822040141
1e-06,2.1544346900318823e-05,10.0,0.02955164062340556
1e-06,2.7283333764867696e-05,1.0,0.024765317524612585
1e-06,2.7283333764867696e-05,2.0,0.025862279322542963
1e-06,2.7283333764867696e-05,3.0,0.02669918793449577
1e-06,2.7283333764867696e-05,4.0,0.029045965057073565
1e-06,2.7283333764867696e-05,5.0,0.0294095295528702
1e-06,2.7283333764867696e-05,6.0,0.02950467988851744
1e-06,2.7283333764867696e-05,7.0,0.02953523589770749
1e-06,2.7283333764867696e-05,8.0,0.029545980299047182
1e-06,2.7283333764867696e-05,9.0,0.02954993898911833
1e-06,2.7283333764867696e-05,10.0,0.029551438707359417
1e-06,3.455107294592218e-05,1.0,0.02511876197349666
1e-06,3.455107294592218e-05,2.0,0.026201316478014058
1e-06,3.455107294592218e-05,3.0,0.024462298745349685
1e-06,3.455107294592218e-05,4.0,0.028812841387845938
1e-06,3.455107294592218e-05,5.0,0.029362401936335093
1e-06,3.455107294592218e-05,6.0,0.02949078732109018
1e-06,3.455107294592218e-05,7.0,0.0295304887954715
1e-06,3.455107294592218e-05,8.0,0.0295442432913209
1e-06,3.455107294592218e-05,9.0,0.029549279732002193
1e-06,3.455107294592218e-05,10.0,0.029551182720159164
1e-06,4.37547937507418e-05,1.0,0.02542834814735522
1e-06,4.37547937507418e-05,2.0,0.02607611150720528
1e-06,4.37547937507418e-05,3.0,0.02452796829114293
