k1,k2,epsilon,MAE
1e-06,1e-06,1.0,0.030241299441954934
1e-06,1e-06,2.0,0.030297060735220982
1e-06,1e-06,3.0,0.030300200464837935
1e-06,1e-06,4.0,0.030300421938119704
1e-06,1e-06,5.0,0.030300439749755458
1e-06,1e-06,6.0,0.03030044129860509
1e-06,1e-06,7.0,0.03030044143942635
1e-06,1e-06,8.0,0.03030044145248022
1e-06,1e-06,9.0,0.030300441453683435
1e-06,1e-06,10.0,0.03030044145378874
1e-06,1.2663801734674021e-06,1.0,0.030225289846123472
1e-06,1.2663801734674021e-06,2.0,0.030296158820402697
1e-06,1.2663801734674021e-06,3.0,0.030300136260776954
1e-06,1.2663801734674021e-06,4.0,0.030300416739451375
1e-06,1.2663801734674021e-06,5.0,0.030300439295831587
1e-06,1.2663801734674021e-06,6.0,0.030300441257263944
1e-06,1.2663801734674021e-06,7.0,0.030300441435597975
1e-06,1.2663801734674021e-06,8.0,0.030300441452129633
1e-06,1.2663801734674021e-06,9.0,0.03030044145365282
1e-06,1.2663801734674021e-06,10.0,0.030300441453786596
1e-06,1.6037187437513308e-06,1.0,0.030204858721542903
1e-06,1.6037187437513308e-06,2.0,0.030295015831553196
1e-06,1.6037187437513308e-06,3.0,0.030300054948360845
1e-06,1.6037187437513308e-06,4.0,0.030300410155913438
1e-06,1.6037187437513308e-06,5.0,0.030300438720990447
1e-06,1.6037187437513308e-06,6.0,0.03030044120491172
1e-06,1.6037187437513308e-06,7.0,0.03030044143075048
1e-06,1.6037187437513308e-06,8.0,0.030300441451685166
1e-06,1.6037187437513308e-06,9.0,0.030300441453613648
1e-06,1.6037187437513308e-06,10.0,0.0303004414537836
1e-06,2.030917620904735e-06,1.0,0.030178731792885882
1e-06,2.030917620904735e-06,2.0,0.03029356705342644
1e-06,2.030917620904735e-06,3.0,0.030299951966844894
1e-06,2.030917620904735e-06,4.0,0.030300401818574928
1e-06,2.030917620904735e-06,5.0,0.030300437993022993
1e-06,2.030917620904735e-06,6.0,0.03030044113861302
1e-06,2.030917620904735e-06,7.0,0.030300441424610285
1e-06,2.030917620904735e-06,8.0,0.030300441451122297
1e-06,2.030917620904735e-06,9.0,0.030300441453564475
1e-06,2.030917620904735e-06,10.0,0.03030044145377987
1e-06,2.571913809059347e-06,1.0,0.03014523031884504
1e-06,2.571913809059347e-06,2.0,0.030291730229504866
1e-06,2.571913809059347e-06,3.0,0.030299821538521964
1e-06,2.571913809059347e-06,4.0,0.030300391260212712
1e-06,2.571913809059347e-06,5.0,0.03030043707113799
1e-06,2.571913809059347e-06,6.0,0.03030044105465398
1e-06,2.571913809059347e-06,7.0,0.030300441416835862
