,08/03/22 00:01:00,08/03/22 00:16:00,08/03/22 00:31:00,08/03/22 00:46:00,08/03/22 01:01:00,08/03/22 01:16:00,08/03/22 01:31:00,08/03/22 01:46:00,08/03/22 02:01:00,08/03/22 02:16:00,08/03/22 02:31:00,08/03/22 02:46:00,08/03/22 03:01:00,08/03/22 03:16:00,08/03/22 03:31:00,08/03/22 03:46:00,08/03/22 04:01:00,08/03/22 04:16:00,08/03/22 04:31:00,08/03/22 04:46:00,08/03/22 05:01:00,08/03/22 05:16:00,08/03/22 05:31:00,08/03/22 05:46:00,08/03/22 06:01:00,08/03/22 06:16:00,08/03/22 06:31:00,08/03/22 06:46:00,08/03/22 07:01:00,08/03/22 07:16:00,08/03/22 07:31:00,08/03/22 07:46:00,08/03/22 08:01:00,08/03/22 08:16:00,08/03/22 08:31:00,08/03/22 08:46:00,08/03/22 09:01:00,08/03/22 09:16:00,08/03/22 09:31:00,08/03/22 09:46:00,08/03/22 10:01:00,08/03/22 10:16:00,08/03/22 10:31:00,08/03/22 10:46:00,08/03/22 11:01:00,08/03/22 11:16:00,08/03/22 11:31:00,08/03/22 11:46:00,08/03/22 12:01:00,08/03/22 12:16:00,08/03/22 12:31:00,08/03/22 12:46:00,08/03/22 13:01:00,08/03/22 13:16:00,08/03/22 13:31:00,08/03/22 13:46:00,08/03/22 14:01:00,08/03/22 14:16:00,08/03/22 14:31:00,08/03/22 14:46:00,08/03/22 15:01:00,08/03/22 15:16:00,08/03/22 15:31:00,08/03/22 15:46:00,08/03/22 16:01:00,08/03/22 16:16:00,08/03/22 16:31:00,08/03/22 16:46:00,08/03/22 17:01:00,08/03/22 17:16:00,08/03/22 17:31:00,08/03/22 17:46:00,08/03/22 18:01:00,08/03/22 18:16:00,08/03/22 18:31:00,08/03/22 18:46:00,08/03/22 19:01:00,08/03/22 19:16:00,08/03/22 19:31:00,08/03/22 19:46:00,08/03/22 20:01:00,08/03/22 20:16:00,08/03/22 20:31:00,08/03/22 20:46:00,08/03/22 21:01:00,08/03/22 22:01:00,08/03/22 22:46:00,08/03/22 23:01:00,08/03/22 23:16:00,08/03/22 23:31:00,08/03/22 23:46:00,08/04/22 00:01:00
mean_env_ch6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012213544011746647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
median_env_ch6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012213544011746647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
max_env_ch5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021650908326143116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03190826988579152,0.04885417604698659,0.10497051136313726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.036760911563338466,0.0,0.0,0.0,0.0
mean_env_ch5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021650908326143116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03190826988579152,0.03819458049234269,0.07895671758971619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.036760911563338466,0.0,0.0,0.0,0.0
median_env_ch5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021650908326143116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03190826988579152,0.03804644014715497,0.07911390678236481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.036760911563338466,0.0,0.0,0.0,0.0
max_env_ch4,0.07559896031664756,0.09452949278460163,0.07432592560871967,0.07479321885936004,0.07816322108409901,0.07005905887814116,0.07850486417442677,0.08287313046470601,0.08294231212485988,0.08252696962148591,0.08821447177555554,0.06749335515769854,0.07602438130239227,0.07697780092349836,0.06775484588276229,0.06532868394659752,0.0759173490270657,0.08438753066147447,0.0704547712111341,0.0779436709691699,0.07909688357496121,0.06058262410848065,0.0605793631327089,0.07550759105099102,0.06613186159342747,0.06811340670447244,0.06534185048394203,0.06434897148316442,0.07234413258544382,0.08109424172800403,0.06409423762848833,0.06301177878851283,0.08161237320764266,0.0,0.07095983066175347,0.06224001157027808,0.06283241100068396,0.0781270735138796,0.08050004093318128,0.05727540865215623,0.08940784031620527,0.0,0.060343456550415314,0.06326118855904421,0.058958357780643116,0.07097864361886058,0.07610092165865968,0.0,0.08660363330457246,0.06277939553018168,0.07543566124718386,0.07001938959509914,0.08293010204599768,0.06344930395460172,0.061728105000550516,0.08810365395865646,0.08236730929165717,0.0959594869368073,0.12763307954316608,0.19541670418794635,0.43169567769252193,0.11469905101279557,0.09404765380006883,0.10356468184483557,0.07335123543028489,0.0,0.07428808924045763,0.09733243654577481,0.07673966897818457,0.08811722882188548,0.0,0.07806900300596346,0.07731669851284585,0.07403209442480495,0.06352401235970523,0.08426976970854144,0.11036818624624835,0.07814577794211268,0.0976691060533437,0.10169951817164805,0.10516513733181154,0.13259259441753551,0.13103724098461292,0.1212192448278684,0.10993663008255455,0.1519403858079442,0.14671025409952687,0.1499246074921837,0.14691983591349553,0.1338668058028607,0.15916754446210524,0.1353970740206049
mean_env_ch4,0.06838183170997568,0.08629039898199234,0.06896910310271227,0.0647184039588789,0.06936681190089078,0.06784012287524321,0.0719884283969466,0.06732901686302079,0.07935649897875906,0.06322714261674695,0.07179612598878322,0.06622766257858034,0.07602438130239227,0.06673054614330103,0.06674984102631668,0.059256666934212464,0.06911754345489271,0.06536169765378802,0.06461534369477943,0.0779436709691699,0.0659938230375643,0.05543017863304347,0.0605793631327089,0.06584713019041315,0.061525194043573685,0.06314584565123554,0.06534185048394203,0.05988332578066888,0.06651633439787127,0.06962426825236064,0.06409423762848833,0.05933884328603524,0.060962879190908884,0.0,0.059979601586726355,0.05481215805226939,0.06059435333645528,0.0718852524447136,0.07214460442645734,0.05727540865215623,0.07124840888309508,0.0,0.05911993050108876,0.055721803837946934,0.058722583178070324,0.06485728249563807,0.06363996729819221,0.0,0.0651489895890942,0.062192564521087124,0.06419724266737618,0.06180797054659594,0.08293010204599768,0.05998697420697555,0.061728105000550516,0.06523161095924761,0.0790272490209174,0.06825769590239278,0.07146622632545023,0.12063383766065496,0.29028287574845574,0.10853961849502264,0.08500554989893017,0.08886416085179019,0.07335123543028489,0.0,0.07428808924045763,0.09389121297256739,0.07358650098795934,0.08418069185941254,0.0,0.07806900300596346,0.07304539899135072,0.07010719039527383,0.06240967211423507,0.07727175391273809,0.07830113366973238,0.0706668321462962,0.0829442022330014,0.0900359959410908,0.0899961578918073,0.09583699559989696,0.1036656028483658,0.1066667250270134,0.10134046589234144,0.12110987615537565,0.12163242004100748,0.12708692486000647,0.12390800598121227,0.11533718428629841,0.11893650869663855,0.11436154001191425
median_env_ch4,0.06912524032300557,0.08945337843225296,0.068265884863019,0.062260249997298955,0.06975132324326094,0.06784012287524321,0.0733453629954807,0.06507405974176896,0.0827720068590967,0.05851747622191081,0.0700453254182668,0.06622766257858034,0.07602438130239227,0.06508150441884768,0.06674984102631668,0.061605846505875014,0.07373029342628039,0.06546018119769918,0.06494038152313907,0.0779436709691699,0.06779590716636542,0.0560524601889944,0.0605793631327089,0.06346026355609356,0.060738261112015614,0.06314584565123554,0.06534185048394203,0.06076785954630218,0.06778026336983807,0.07010820604480386,0.06409423762848833,0.05902841261410809,0.05628577349316716,0.0,0.057943755369108056,0.05299577363415219,0.06171665304353785,0.07175662190256944,0.07384715598583637,0.05727540865215623,0.06862245087029424,0.0,0.05882032694986362,0.055721803837946934,0.058722583178070324,0.06343496535312917,0.06561718054040903,0.0,0.0629972197645062,0.062192564521087124,0.0651415541432896,0.06251106211773323,0.08293010204599768,0.06315027565487581,0.061728105000550516,0.06399923739168255,0.0790272490209174,0.06736812291581709,0.06842255639513284,0.1157798685991035,0.29581774882894496,0.11190581082133347,0.08500554989893017,0.08411264926133388,0.07335123543028489,0.0,0.07428808924045763,0.09389121297256739,0.07358650098795934,0.08418069185941254,0.0,0.07806900300596346,0.07304539899135072,0.07010719039527383,0.06270392841402907,0.07727175391273809,0.07600346183368087,0.07144283343933741,0.079099844582115,0.08921168396654759,0.09078761447842129,0.09027806976719153,0.10114550853729243,0.1084386119149072,0.1049984760878763,0.12058073472590769,0.11857566486012545,0.12534834362190525,0.1304402517737279,0.11733688085597745,0.10873451622184988,0.11677024261541556
max_env_ch3,0.30239584126659025,0.3781179711384065,0.33454604408223,0.3192455994052094,0.31265288433639604,0.28023623551256466,0.3140194566977071,0.33149252185882405,0.3317692484994395,0.33010787848594364,0.35285788710222216,0.2971759365335914,0.3528549394336142,0.30791120369399344,0.3387158412468672,0.3181093015444045,0.3036693961082628,0.3375501226458979,0.2818190848445364,0.3117746838766796,0.31638753429984484,0.2980345870101369,0.2744571199422891,0.30203036420396406,0.2978212153767179,0.293310065684202,0.2926356160163844,0.27587650999614016,0.29041592722873394,0.3243769669120161,0.2587504835434001,0.28021707079068164,0.3264494928305706,0.2854845744034113,0.2908607129102238,0.2645322007083917,0.26273842721186563,0.3125082940555184,0.3220001637327251,0.283858359728225,0.3576313612648211,0.27478738934857444,0.28935150012400673,0.29069881648772694,0.2684454171504555,0.3377175579293395,0.3055485135393817,0.2900157798675937,0.34641453321828986,0.2831627527246323,0.30174264498873543,0.3245450508351501,0.33172040818399073,0.2754352845032029,0.2608470693192461,0.35241461583462586,0.3294692371666287,0.3838379477472292,0.5105323181726643,0.7816668167517854,1.7267827107700877,0.5226422342767708,0.4369041806275594,0.4142587273793423,0.3699787416223232,0.41495291939883194,0.4228863521906891,0.38932974618309923,0.40376486446329973,0.3812588715343895,0.3497538477228781,0.3390653535264402,0.3226619254741241,0.31556257231281215,0.3632783618930148,0.33707907883416577,0.4414727449849934,0.3640277655879761,0.3906764242133748,0.42529808423932647,0.4898714939945807,0.5303703776701421,0.5241489639384517,0.4862113384149448,0.48164194058058857,0.6077615432317768,0.5868410163981075,0.6004012952881859,0.5876793436539821,0.5354672232114428,0.646945261522982,0.5415882960824197
mean_env_ch3,0.22367189765542142,0.25395270978105267,0.2452172218566635,0.23198960390104056,0.22141182955392189,0.2091518481170185,0.22101298975075606,0.2279418839878826,0.2288667852732315,0.2292501178367693,0.23297676484628113,0.2383844008139465,0.23382129186611506,0.23164871553337021,0.22916363875893522,0.22614571296644218,0.2269787739079663,0.2279381907754306,0.2177924201773508,0.20399225631245982,0.21667600447639374,0.20473423375790978,0.20927588569679534,0.20796803686656276,0.21036574728896631,0.2108643950782777,0.21148900810070462,0.20440142571006392,0.21234998505740882,0.20633461149060622,0.1982121907074668,0.20530608270762346,0.21339379591915605,0.20347186516658972,0.2009471498330349,0.20186528195010117,0.20889034035528023,0.2209217796655034,0.22244069395674457,0.2094464375778219,0.2304829924556664,0.20934375640792902,0.20280614715429246,0.2050487221727378,0.20263498413800982,0.2092804109438951,0.21982582274630558,0.2018290928262995,0.20987939271219427,0.206444292883099,0.21343561687932036,0.20938590661370282,0.19795309736062483,0.20871733611693422,0.20386240499486827,0.19953840784159269,0.20656716309324444,0.2248973095675444,0.24000102446021945,0.4530279575670249,1.143794379459001,0.40033854149082687,0.33062454737189817,0.2906315991083021,0.2922932896987381,0.31846937435879,0.3124408282297508,0.30053543769808483,0.3070006860471979,0.28952290657263346,0.2647113347970845,0.2573146993054075,0.24679749761832848,0.229215553427095,0.23079153457993917,0.23923503409378524,0.26059385450032146,0.25419130274065255,0.2637481375646833,0.2914986580396645,0.32269520075560854,0.34395688448491724,0.35283199484531547,0.37898039498131625,0.3682864370070315,0.44033597648094525,0.42234923100196997,0.4483754684460461,0.44139271976055966,0.39839244294631004,0.43150106293234614,0.4111965829801001
median_env_ch3,0.21879803536787437,0.2496189506920922,0.24486251387795632,0.22978770776230156,0.21623656679645267,0.20541620008511657,0.2101382583683833,0.2220515374417552,0.21941288771565115,0.22499729370585422,0.22482338878093494,0.2352290411879077,0.22845937893532683,0.22115576537929416,0.22609839453821595,0.22332982969204784,0.22307783466605005,0.22416791732395938,0.21574347606962835,0.20187860197237373,0.20660002722148058,0.2014785798824698,0.20595977289690867,0.2067530156948098,0.20730385644948654,0.2036039964927783,0.20516176344001125,0.20142363752900594,0.21009533116145876,0.2016449806264758,0.20032752367508377,0.2041050677186388,0.21151898909992428,0.1977419232289672,0.19017553382055072,0.19797625787414105,0.20640414921867362,0.22138158720522,0.21455428933088735,0.20163109906253435,0.22017207156422947,0.20800216156488718,0.19852277127268003,0.2011773760443928,0.2015142368592952,0.201676731477195,0.21413267900705293,0.2002974350383295,0.20780124297007788,0.202537448455725,0.2071232317800503,0.20111126531243279,0.19315863966664865,0.20589075332582207,0.2018869005881994,0.19667141475518232,0.20124131023105488,0.2177498710921986,0.2326789255420123,0.443698249720755,1.1702764206605363,0.3972307921403118,0.32296576914138225,0.28594576813476924,0.2894696383704303,0.3115440839035167,0.3152221667882196,0.29353838225568396,0.30954543573478643,0.2840254712553074,0.26021043450360937,0.2544661831717009,0.23792557859383678,0.21941151133180836,0.22250560472747966,0.23234458752194384,0.2583964822755904,0.24949114820108748,0.25572902020903227,0.2808995188673956,0.3201266072055381,0.3329304871646679,0.35341447630770984,0.3841145061627869,0.36665337628988703,0.43240627616781435,0.40857126220193263,0.4454251951125082,0.4383688416540983,0.39579787202713446,0.41743438386175424,0.40665600088901566
