,08/03/22 00:01:00,08/03/22 00:16:00,08/03/22 00:31:00,08/03/22 00:46:00,08/03/22 01:01:00,08/03/22 01:16:00,08/03/22 01:31:00,08/03/22 01:46:00,08/03/22 02:01:00,08/03/22 02:16:00,08/03/22 02:31:00,08/03/22 02:46:00,08/03/22 03:01:00,08/03/22 03:16:00,08/03/22 03:31:00,08/03/22 03:46:00,08/03/22 04:01:00,08/03/22 04:16:00,08/03/22 04:31:00,08/03/22 04:46:00,08/03/22 05:01:00,08/03/22 05:16:00,08/03/22 05:31:00,08/03/22 05:46:00,08/03/22 06:01:00,08/03/22 06:16:00,08/03/22 06:31:00,08/03/22 06:46:00,08/03/22 07:01:00,08/03/22 07:16:00,08/03/22 07:31:00,08/03/22 07:46:00,08/03/22 08:01:00,08/03/22 08:16:00,08/03/22 08:31:00,08/03/22 08:46:00,08/03/22 09:01:00,08/03/22 09:16:00,08/03/22 09:31:00,08/03/22 09:46:00,08/03/22 10:01:00,08/03/22 10:16:00,08/03/22 10:31:00,08/03/22 10:46:00,08/03/22 11:01:00,08/03/22 11:16:00,08/03/22 11:31:00,08/03/22 11:46:00,08/03/22 12:01:00,08/03/22 12:16:00,08/03/22 12:31:00,08/03/22 12:46:00,08/03/22 13:01:00,08/03/22 13:16:00,08/03/22 13:31:00,08/03/22 13:46:00,08/03/22 14:01:00,08/03/22 14:16:00,08/03/22 14:31:00,08/03/22 14:46:00,08/03/22 15:01:00,08/03/22 15:16:00,08/03/22 15:31:00,08/03/22 15:46:00,08/03/22 16:01:00,08/03/22 16:16:00,08/03/22 16:31:00,08/03/22 16:46:00,08/03/22 17:01:00,08/03/22 17:16:00,08/03/22 17:31:00,08/03/22 17:46:00,08/03/22 18:01:00,08/03/22 18:16:00,08/03/22 18:31:00,08/03/22 18:46:00,08/03/22 19:01:00,08/03/22 19:16:00,08/03/22 19:31:00,08/03/22 19:46:00,08/03/22 20:01:00,08/03/22 20:16:00,08/03/22 20:31:00,08/03/22 20:46:00,08/03/22 21:01:00,08/03/22 22:01:00,08/03/22 22:46:00,08/03/22 23:01:00,08/03/22 23:16:00,08/03/22 23:31:00,08/03/22 23:46:00,08/04/22 00:01:00
max_amp,0.004724935019790473,0.005908093299037602,0.0052272819387848436,0.004988212490706397,0.004885201317756188,0.004378691179883823,0.004906554010901673,0.005179570654044126,0.005183894507803742,0.005157935601342869,0.005513404485972221,0.004643374008337366,0.0055133584286502215,0.0048111125577186475,0.0052924350194823,0.00497045783663132,0.004744834314191607,0.005274220666342155,0.004403423200695881,0.004871479435573119,0.004943555223435076,0.004656790422033389,0.004288392499098267,0.0047192244406869385,0.004653456490261217,0.004582969776315656,0.004572431500256006,0.00431057046868969,0.004537748862948968,0.005068390108000252,0.004042976305365626,0.004378391731104401,0.005100773325477666,0.0044606964750533015,0.004544698639222247,0.00413331563606862,0.0041052879251854005,0.004882942094617475,0.00503125255832383,0.004435286870753515,0.0055879900197628295,0.004293552958571476,0.004521117189437605,0.0045421690076207335,0.004194459642975867,0.00527683684264593,0.0047741955240528395,0.0045314965604311514,0.005412727081535779,0.00442441801132238,0.004714728827948991,0.005071016419299221,0.005183131377874855,0.004303676320362546,0.004075735458113221,0.005506478372416029,0.005147956830728573,0.005997467933550456,0.00797706747144788,0.012213544011746647,0.02698097985578262,0.008166284910574544,0.006826627822305616,0.006472792615302223,0.0057809178378488,0.006483639365606749,0.006607599252979517,0.0060832772841109255,0.006308826007239058,0.005957169867724836,0.00546490387066997,0.005297896148850628,0.005041592585533189,0.00493066519238769,0.005676224404578357,0.00526686060678384,0.006898011640390522,0.005687933837312127,0.006104319128333981,0.006645282566239476,0.007654242093665323,0.00828703715109597,0.008189827561538307,0.007597052162733512,0.007525655321571696,0.009496274112996512,0.00916939088122043,0.009381270238877904,0.00918248974459347,0.008366675362678794,0.010108519711296594,0.008462317126287807
mean_amp,0.003402705036262707,0.003961121073177056,0.003699108353028718,0.0035504614349576437,0.0033808673777508177,0.0032194238707095053,0.0034131376229053537,0.003439012198403481,0.0034983775909583027,0.0034988852182378676,0.0035459010451820436,0.0036479881909463052,0.003586569579397231,0.0035045894256769882,0.0034942895915686645,0.0035059863005916197,0.0035008475767212477,0.0034826574196849453,0.0033217964935261654,0.00309611537472214,0.0033046928170169434,0.0031303825454828808,0.003115817876249502,0.0031507357143545902,0.0031626293992731568,0.0032063621356524493,0.003197879018508133,0.003085992149124209,0.0031867767964473973,0.0031269177965095986,0.0030047625132307593,0.003084528231707473,0.003228416069087301,0.0031344714510352857,0.003025763016476959,0.003062691304418228,0.0032005695251267692,0.0033721951965185325,0.0033385443179660777,0.0032173810252622195,0.0035493769582370435,0.00321072760546557,0.003057012208374878,0.0031127876889546495,0.0030779758411350246,0.0031824503729760974,0.003346312334429514,0.0030787027843648964,0.003119185505665166,0.003120532145032768,0.003246351220695438,0.0031631273129835657,0.003016588265810052,0.003147384220383858,0.0030712772232709493,0.0030191745559432037,0.00304950153839622,0.0034734510222078833,0.0037213839137504074,0.007078561836984764,0.017871787179046892,0.0062400406140930755,0.005102191212299034,0.004425969826119002,0.004546649285680262,0.004943170455174427,0.004824175538188954,0.00457747325331603,0.004697012097014077,0.004481182900247821,0.004048872200650835,0.003913742349568882,0.0037067087795133935,0.003475526048223696,0.0035160638382322456,0.003667849857276523,0.0040046827150365385,0.003911698762590423,0.004072572258034839,0.004554666531869758,0.005020592630022238,0.0053458370909438314,0.005512999919458054,0.005921568671583066,0.005754475578234867,0.0068802496325147695,0.006599206734405781,0.00700586669446947,0.006896761246258745,0.006224881921036094,0.006742204108317908,0.006424946609064064
median_amp,0.003346910433906284,0.0038794723008982223,0.0035920067148059514,0.0034827847935612203,0.0032427607001926156,0.003107591260455831,0.0032579273117182605,0.0033396725385032968,0.003362457390703311,0.00344090345199581,0.003416151955994925,0.003612273582411802,0.00351397447441541,0.0033750150788126286,0.003460107672649919,0.003394396072751829,0.003438705203886999,0.0033951797823228097,0.0033008969401031366,0.003060240036229323,0.0031812308528858385,0.003135421595179446,0.00301987004160137,0.0030694585807306838,0.0031308059261487492,0.0031449328915076217,0.003147833298517651,0.003035027495152479,0.00308549419599279,0.0030513438125240526,0.002975522456482927,0.0030296896134415453,0.0031890473700073784,0.003059861415237516,0.0029069860565559967,0.003026753859285241,0.00305600998188957,0.0032967714609020253,0.0031585766960186383,0.003129174036948683,0.00340904788491796,0.003176326535040246,0.002997742310918655,0.0030354203080424818,0.002936375046464183,0.003059716955313793,0.003246102099247624,0.002969072972417627,0.003087012897979923,0.00302357645394033,0.0031890026060680324,0.0030456696961983585,0.0028961384909367816,0.0030661482858841205,0.003043154689396931,0.003029053115566995,0.0029321358199564935,0.0033523663235753786,0.0036147975758465036,0.006932785151886797,0.01828556907282088,0.006153720302790422,0.00503631975438764,0.004349900106477953,0.0045063889039995714,0.0048509673890584845,0.004868826262318103,0.004517739098829657,0.004689362991500785,0.004431814603894307,0.004013558327138163,0.003900727389893412,0.00365104156565823,0.003406946979723689,0.0033399678064806367,0.003577753910906265,0.003955915218976274,0.0038426344949460244,0.003973254415458561,0.0043890549823030565,0.004999967518342623,0.005193910333774372,0.005522101192307966,0.006001789158793546,0.005728959004529485,0.006756348065122099,0.006383925971905197,0.006959768673632941,0.006849513150845286,0.006184341750423976,0.00652241224783991,0.00635400001389087
impulses_ch6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
impulses_ch5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,6,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
impulses_ch4,3,5,6,3,9,4,7,9,6,4,9,2,1,3,3,4,6,11,3,1,8,4,1,3,7,2,1,4,4,5,1,4,4,0,4,5,3,3,3,1,8,0,3,2,2,4,7,0,6,2,3,5,1,3,1,7,3,16,30,113,644,6,2,5,1,0,1,3,2,5,0,1,2,4,3,2,10,3,5,9,15,10,10,16,11,15,23,17,18,6,16,8
impulses_ch3,154,271,232,226,198,200,259,231,202,206,200,217,183,166,178,200,184,206,174,112,195,156,145,139,145,191,203,150,179,126,190,152,174,151,142,154,201,149,138,165,175,166,132,159,161,192,196,160,146,146,174,202,175,168,159,145,125,307,376,1707,7815,558,339,207,217,334,287,221,312,222,181,163,134,124,167,146,272,270,265,424,527,633,682,831,792,1011,1020,1086,1064,733,977,821
impulses_ch2,4224,5311,4229,4153,3495,3406,3528,3601,3900,3864,3931,4120,4312,4270,3763,3908,3889,3934,3844,3590,3412,3161,3291,3448,3132,3409,3579,3275,3227,3142,2880,2997,3319,3236,3013,3063,3210,3414,3405,3206,3582,3669,3234,3118,3181,3157,3356,2954,2970,3093,3350,3042,2882,3019,2831,2800,2809,3589,4050,13123,28605,19344,13659,9461,10397,11939,11825,10744,10541,9906,7863,7030,6000,5310,4903,5480,5837,5691,6333,7179,8869,10174,10842,11789,11990,16520,15830,15938,15766,13828,14551,14410
impulses_ch1,43689,39299,37004,39851,38579,36110,35803,37521,38286,39517,37328,37140,40132,41050,41747,41601,43517,45929,44516,42950,37320,36438,37623,36495,37217,37240,35504,36758,36652,36869,36627,35633,35894,36540,35041,35386,37964,39199,38886,37840,37586,39962,34817,36063,35156,35942,35891,36548,36603,35822,34932,35958,36235,36747,36561,36317,36103,35009,35596,30416,17245,28534,33386,35572,35152,33225,33849,34572,34693,34991,37040,37484,38469,41818,42722,42282,37494,37094,36275,35060,33676,34275,33463,31601,32097,27583,31424,28689,27942,28699,27765,27733
max_env_ch6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012213544011746647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
